cluster_name	module_id	chr	start	end	nearest_gene	gene_id	distance_to_TSS	abs_distance_to_TSS	gene_type	link_type	promoter_2kb	promoter_5kb	gene_body	intergenic	residual_contribution	module_basis_weight
cluster_950	M03	chr10	95123718	95123774	RP11-624L12.1	RP11-624L12.1	-79431.0	79431.0	pseudogene	nearest_TSS	False	False	False	True	0.0286656787681627	0.1684932521077122
cluster_1523	M06	chr11	74978433	74978559	CTD-2562J17.9	CTD-2562J17.9	-3163.0	3163.0	antisense	nearest_TSS	False	True	False	False	0.0286577847525831	0.6980463113959128
cluster_4907	M08	chr21	31802169	31802829	KRTAP13-4	KRTAP13-4	73.0	73.0	protein_coding	nearest_TSS	True	True	False	False	0.0281918746673707	0.5664617239942059
cluster_3660	M04	chr18	28742633	28743074	DSC1	DSC1	-34.5	34.5	protein_coding	nearest_TSS	True	True	False	False	0.0267335027684852	0.158611941316062
cluster_5064	M07	chr22	46370644	46371152	CR536603.1	CR536603.1	1936.0	1936.0	miRNA	nearest_TSS	True	True	False	False	0.0265140525538444	0.3396809001439573
cluster_4532	M13	chr2	159651559	159651918	DAPL1	DAPL1	90.5	90.5	protein_coding	nearest_TSS	True	True	False	False	0.0255573795701712	0.4282442670836051
cluster_3762	M07	chr19	863226	863244	CFD	CFD	-3782.0	3782.0	protein_coding	nearest_TSS	False	True	False	False	0.0254792161705422	0.3396809001439573
cluster_6518	M04	chr6	143929300	143929511	RP11-436I24.1	RP11-436I24.1	-46237.5	46237.5	antisense	nearest_TSS	False	False	False	True	0.0249569027227029	0.158611941316062
cluster_1715	M06	chr12	7032991	7033911	ATN1	ATN1	175.0	175.0	protein_coding	nearest_TSS	True	True	False	False	0.0242076987155792	0.6980463113959128
cluster_7425	M01	chr8	19460935	19461068	RP11-1105O14.1	RP11-1105O14.1	75081.5	75081.5	lincRNA	nearest_TSS	False	False	False	True	0.0238933079941673	1.6309226688047955
cluster_1333	M04	chr11	44328423	44329915	ALX4	ALX4	2547.0	2547.0	protein_coding	nearest_TSS	False	True	False	False	0.023856994352479	0.158611941316062
cluster_5928	M04	chr5	126984765	126984994	CTXN3	CTXN3	-143.5	143.5	protein_coding	nearest_TSS	True	True	False	False	0.0236668655051044	0.158611941316062
cluster_1688	M02	chr12	1738035	1738060	MIR3649	MIR3649	31498.5	31498.5	miRNA	nearest_TSS	False	False	False	True	0.0232575833755816	1.5159442960259268
cluster_5215	M13	chr3	63428234	63428840	RNA5SP134	RNA5SP134	102579.0	102579.0	rRNA	nearest_TSS	False	False	False	True	0.0225779114774131	0.4282442670836051
cluster_1806	M06	chr12	49371182	49371310	WNT1	WNT1	1152.0	1152.0	protein_coding	nearest_TSS	True	True	False	False	0.0225683910443349	0.6980463113959128
cluster_840	M13	chr10	23287263	23287284	RNA5SP304	RNA5SP304	-1089.5	1089.5	rRNA	nearest_TSS	True	True	False	False	0.0225100814059266	0.4282442670836051
cluster_2776	M14	chr16	685580	685686	C16orf13	C16orf13	725.0	725.0	protein_coding	nearest_TSS	True	True	False	False	0.0224303631697264	0.1333504329492505
cluster_6406	M02	chr6	40359007	40359130	RNU6-250P	RNU6-250P	16523.5	16523.5	snRNA	nearest_TSS	False	False	False	True	0.0215921505818914	1.5159442960259268
cluster_6171	M04	chr6	29555799	29556229	OR2H2	OR2H2	-331.0	331.0	protein_coding	nearest_TSS	True	True	False	False	0.0212502803673657	0.158611941316062
cluster_2324	M14	chr13	114865944	114866221	RASA3-IT1	RASA3-IT1	8212.5	8212.5	sense_intronic	nearest_TSS	False	False	False	True	0.0206743665662644	0.1333504329492505
cluster_2126	M02	chr13	22058122	22058128	HIST1H2BPS3	HIST1H2BPS3	188.0	188.0	pseudogene	nearest_TSS	True	True	False	False	0.020437472066274	1.5159442960259268
cluster_3133	M14	chr16	88717755	88717989	CYBA	CYBA	-312.0	312.0	protein_coding	nearest_TSS	True	True	False	False	0.0204314138955557	0.1333504329492505
cluster_915	M07	chr10	74714308	74714935	PLA2G12B	PLA2G12B	-85.5	85.5	protein_coding	nearest_TSS	True	True	False	False	0.0199935342096491	0.3396809001439573
cluster_4920	M13	chr21	39627271	39628679	SPATA20P1	SPATA20P1	-17389.0	17389.0	pseudogene	nearest_TSS	False	False	False	True	0.0196173272824462	0.4282442670836051
cluster_4084	M04	chr19	47745212	47745582	BBC3	BBC3	-9374.0	9374.0	protein_coding	nearest_TSS	False	False	False	True	0.0195509484423129	0.158611941316062
cluster_634	M13	chr1	234293071	234293143	RP4-799P18.2	RP4-799P18.2	57727.0	57727.0	antisense	nearest_TSS	False	False	False	True	0.0191270264069371	0.4282442670836051
cluster_4449	M13	chr2	102607750	102607752	IL1R2	IL1R2	555.0	555.0	protein_coding	nearest_TSS	True	True	False	False	0.0189100674522665	0.4282442670836051
cluster_3227	M00	chr17	4486580	4486934	SMTNL2	SMTNL2	537.0	537.0	protein_coding	nearest_TSS	True	True	False	False	0.0182982290311602	0.5428994746098068
cluster_483	M11	chr1	158670124	158670617	OR6K2	OR6K2	115.5	115.5	protein_coding	nearest_TSS	True	True	False	False	0.0182694894255372	0.0463894872238132
cluster_1586	M00	chr11	117688335	117688338	DSCAML1	DSCAML1	-96.5	96.5	protein_coding	nearest_TSS	True	True	False	False	0.0172386176409699	0.5428994746098068
cluster_2004	M11	chr12	124763658	124763800	RP11-522N14.2	RP11-522N14.2	-72955.0	72955.0	lincRNA	nearest_TSS	False	False	False	True	0.0160837424277074	0.0463894872238132
cluster_5020	M00	chr22	31518860	31518963	INPP5J	INPP5J	-194.5	194.5	protein_coding	nearest_TSS	True	True	False	False	0.0153864516463316	0.5428994746098068
cluster_4889	M01	chr20	62574023	62574518	MIR647	MIR647	-191.5	191.5	miRNA	nearest_TSS	True	True	False	False	0.0150375801511645	1.6309226688047955
cluster_5516	M07	chr4	15341641	15341878	C1QTNF7	C1QTNF7	-317.5	317.5	protein_coding	nearest_TSS	True	True	False	False	0.0145793093893729	0.3396809001439573
cluster_3766	M14	chr19	1065688	1065728	HMHA1	HMHA1	214.0	214.0	protein_coding	nearest_TSS	True	True	False	False	0.0144981483232047	0.1333504329492505
cluster_5599	M06	chr4	106472990	106473806	AC004066.3	AC004066.3	114.0	114.0	antisense	nearest_TSS	True	True	False	False	0.014392782084662	0.6980463113959128
cluster_3967	M06	chr19	18284120	18284450	IFI30	IFI30	-313.0	313.0	protein_coding	nearest_TSS	True	True	False	False	0.013740044568184	0.6980463113959128
cluster_4897	M06	chr21	17961737	17962124	MIR125B2	MIR125B2	626.5	626.5	miRNA	nearest_TSS	True	True	False	False	0.0136649263686845	0.6980463113959128
cluster_126	M06	chr1	6546027	6546646	TNFRSF25	TNFRSF25	-20081.5	20081.5	protein_coding	nearest_TSS	False	False	False	True	0.0135635274944179	0.6980463113959128
cluster_1126	M00	chr10	134661502	134661640	NKX6-2	NKX6-2	-62015.0	62015.0	protein_coding	nearest_TSS	False	False	False	True	0.0135334574224416	0.5428994746098068
cluster_5760	M06	chr5	1855899	1856713	CTD-2194D22.2	CTD-2194D22.2	376.0	376.0	lincRNA	nearest_TSS	True	True	False	False	0.0134841343385623	0.6980463113959128
cluster_6442	M02	chr6	54172183	54172378	TINAG	TINAG	376.5	376.5	protein_coding	nearest_TSS	True	True	False	False	0.0131981346851816	1.5159442960259268
cluster_1007	M00	chr10	116444240	116444463	ABLIM1	ABLIM1	410.5	410.5	protein_coding	nearest_TSS	True	True	False	False	0.0125476901199886	0.5428994746098068
cluster_618	M02	chr1	228604953	228605010	TRIM17	TRIM17	-419.5	419.5	protein_coding	nearest_TSS	True	True	False	False	0.0124576729934927	1.5159442960259268
cluster_4538	M01	chr2	167168604	167168852	snoU13	snoU13	46512.0	46512.0	snoRNA	nearest_TSS	False	False	False	True	0.0121196315524591	1.6309226688047955
cluster_3928	M01	chr19	13214412	13215041	LYL1	LYL1	-751.5	751.5	protein_coding	nearest_TSS	True	True	False	False	0.0120497501188807	1.6309226688047955
cluster_1607	M06	chr11	122756770	122756965	C11orf63	C11orf63	-3476.5	3476.5	protein_coding	nearest_TSS	False	True	False	False	0.0117056333091945	0.6980463113959128
cluster_7683	M06	chr9	34628025	34628238	ARID3C	ARID3C	-27.5	27.5	protein_coding	nearest_TSS	True	True	False	False	0.0115945833010138	0.6980463113959128
cluster_6020	M06	chr5	172662724	172663219	NKX2-5	NKX2-5	-611.5	611.5	protein_coding	nearest_TSS	True	True	False	False	0.0114444631483763	0.6980463113959128
cluster_7095	M06	chr7	140218068	140218338	MKRN1	MKRN1	-38834.0	38834.0	protein_coding	nearest_TSS	False	False	False	True	0.011326551648274	0.6980463113959128
cluster_293	M00	chr1	47901555	47902085	FOXD2	FOXD2	-131.0	131.0	protein_coding	nearest_TSS	True	True	False	False	0.0113203313595498	0.5428994746098068
cluster_23	M06	chr1	1135492	1135955	TNFRSF18	TNFRSF18	6347.5	6347.5	protein_coding	nearest_TSS	False	False	False	True	0.0109137307456697	0.6980463113959128
cluster_7052	M08	chr7	121651766	121652024	RNU7-154P	RNU7-154P	69879.0	69879.0	snRNA	nearest_TSS	False	False	False	True	0.0107305322500505	0.5664617239942059
cluster_4551	M00	chr2	176983285	176983519	HOXD9	HOXD9	3686.0	3686.0	protein_coding	nearest_TSS	False	True	False	False	0.0105117013064552	0.5428994746098068
cluster_5656	M14	chr4	174457944	174458502	HAND2	HAND2	-6843.0	6843.0	protein_coding	nearest_TSS	False	False	False	True	0.0102486990911319	0.1333504329492505
cluster_3123	M01	chr16	88165722	88165938	RP11-863P13.4	RP11-863P13.4	-31239.0	31239.0	lincRNA	nearest_TSS	False	False	False	True	0.0100925810247043	1.6309226688047955
cluster_4064	M06	chr19	46170946	46171507	GIPR	GIPR	275.5	275.5	protein_coding	nearest_TSS	True	True	False	False	0.0098634878555215	0.6980463113959128
cluster_1257	M02	chr11	2909690	2909715	CDKN1C	CDKN1C	-2591.5	2591.5	protein_coding	nearest_TSS	False	True	False	False	0.0096917226454566	1.5159442960259268
cluster_5659	M07	chr4	175752696	175752781	ADAM29	ADAM29	-1919.5	1919.5	protein_coding	nearest_TSS	True	True	False	False	0.0094636497262664	0.3396809001439573
cluster_2727	M02	chr15	91447374	91447749	MAN2A2	MAN2A2	-2113.5	2113.5	protein_coding	nearest_TSS	False	True	False	False	0.0090489299184929	1.5159442960259268
cluster_4593	M06	chr2	219860379	219860717	CRYBA2	CRYBA2	-2405.0	2405.0	protein_coding	nearest_TSS	False	True	False	False	0.0089748354245758	0.6980463113959128
cluster_5447	M02	chr4	1794043	1794084	FGFR3	FGFR3	970.5	970.5	protein_coding	nearest_TSS	True	True	False	False	0.0086766287176006	1.5159442960259268
cluster_5608	M00	chr4	114213574	114214449	AC004057.1	AC004057.1	-75685.5	75685.5	pseudogene	nearest_TSS	False	False	False	True	0.0086324813042938	0.5428994746098068
cluster_5336	M06	chr3	177315226	177315882	SNORA18	SNORA18	26643.0	26643.0	snoRNA	nearest_TSS	False	False	False	True	0.0085940936800676	0.6980463113959128
cluster_3303	M02	chr17	26553567	26554245	PYY2	PYY2	-317.0	317.0	pseudogene	nearest_TSS	True	True	False	False	0.0085939111069334	1.5159442960259268
cluster_6400	M04	chr6	36237982	36238410	PNPLA1	PNPLA1	-27216.0	27216.0	protein_coding	nearest_TSS	False	False	False	True	0.0079365451189275	0.158611941316062
cluster_4420	M06	chr2	88366775	88367503	SMYD1	SMYD1	160.0	160.0	protein_coding	nearest_TSS	True	True	False	False	0.0078800653460011	0.6980463113959128
cluster_1976	M01	chr12	120242490	120242513	CIT	CIT	72593.5	72593.5	protein_coding	nearest_TSS	False	False	False	True	0.0077316862708786	1.6309226688047955
cluster_1406	M07	chr11	62559856	62559882	TMEM223	TMEM223	-376.0	376.0	protein_coding	nearest_TSS	True	True	False	False	0.0074696948770885	0.3396809001439573
cluster_4899	M00	chr21	22175001	22175522	LINC00320	LINC00320	272.5	272.5	lincRNA	nearest_TSS	True	True	False	False	0.0073274438649349	0.5428994746098068
cluster_7341	M03	chr8	1563040	1563113	RP11-666I19.2	RP11-666I19.2	7506.5	7506.5	antisense	nearest_TSS	False	False	False	True	0.0072423769026625	0.1684932521077122
cluster_1564	M02	chr11	111956647	111956885	SDHD	SDHD	731.0	731.0	protein_coding	nearest_TSS	True	True	False	False	0.0071050622888113	1.5159442960259268
cluster_3362	M02	chr17	39685250	39685912	KRT19	KRT19	-1021.0	1021.0	protein_coding	nearest_TSS	True	True	False	False	0.0069950097435394	1.5159442960259268
cluster_5400	M02	chr4	683148	683772	MFSD7	MFSD7	-230.0	230.0	protein_coding	nearest_TSS	True	True	False	False	0.0069035186180976	1.5159442960259268
cluster_3369	M02	chr17	40333521	40333758	KCNH4	KCNH4	-343.5	343.5	protein_coding	nearest_TSS	True	True	False	False	0.0067836463293485	1.5159442960259268
cluster_3978	M06	chr19	18902527	18902727	COMP	COMP	-504.0	504.0	protein_coding	nearest_TSS	True	True	False	False	0.0066719968616041	0.6980463113959128
cluster_6871	M02	chr7	27225772	27226329	HOXA11	HOXA11	-1208.5	1208.5	protein_coding	nearest_TSS	True	True	False	False	0.0064412208159518	1.5159442960259268
cluster_1922	M04	chr12	102872603	102873312	IGF1	IGF1	1465.5	1465.5	protein_coding	nearest_TSS	True	True	False	False	0.0063867158268501	0.158611941316062
cluster_1851	M02	chr12	56131768	56132083	GDF11	GDF11	5138.5	5138.5	protein_coding	nearest_TSS	False	False	False	True	0.0059938138733272	1.5159442960259268
cluster_2355	M11	chr14	23525003	23525720	CDH24	CDH24	1385.5	1385.5	protein_coding	nearest_TSS	True	True	False	False	0.0058218859076673	0.0463894872238132
cluster_900	M02	chr10	71560212	71560231	COL13A1	COL13A1	1422.5	1422.5	protein_coding	nearest_TSS	True	True	False	False	0.0054206039368366	1.5159442960259268
cluster_3416	M02	chr17	46676215	46676375	HOXB5	HOXB5	-4972.0	4972.0	protein_coding	nearest_TSS	False	True	False	False	0.0051703497683711	1.5159442960259268
cluster_4028	M02	chr19	40005557	40005602	SELV	SELV	173.5	173.5	protein_coding	nearest_TSS	True	True	False	False	0.0049639717947311	1.5159442960259268
cluster_5966	M02	chr5	140709983	140710237	PCDHGA1	PCDHGA1	142.0	142.0	protein_coding	nearest_TSS	True	True	False	False	0.0047669051413519	1.5159442960259268
cluster_5024	M02	chr22	32598479	32598570	RFPL2	RFPL2	2193.5	2193.5	protein_coding	nearest_TSS	False	True	False	False	0.0045462418781285	1.5159442960259268
cluster_123	M11	chr1	6519923	6520194	TNFRSF25	TNFRSF25	6196.5	6196.5	protein_coding	nearest_TSS	False	False	False	True	0.0044926365869018	0.0463894872238132
cluster_7504	M00	chr8	53080905	53081140	RP11-26M5.3	RP11-26M5.3	-17642.5	17642.5	antisense	nearest_TSS	False	False	False	True	0.0044878001320038	0.5428994746098068
cluster_5252	M15	chr3	114036607	114036631	MIR568	MIR568	-1203.0	1203.0	miRNA	nearest_TSS	True	True	False	False	0.0044561738151872	0.0556550758103894
cluster_6275	M06	chr6	31737630	31737885	SAPCD1-AS1	SAPCD1-AS1	-4392.5	4392.5	antisense	nearest_TSS	False	True	False	False	0.0043033178568181	0.6980463113959128
cluster_883	M02	chr10	50816058	50816262	CHAT	CHAT	981.0	981.0	protein_coding	nearest_TSS	True	True	False	False	0.0040790838873312	1.5159442960259268
cluster_7000	M02	chr7	100077221	100077394	TSC22D4	TSC22D4	-405.5	405.5	protein_coding	nearest_TSS	True	True	False	False	0.0038976825557504	1.5159442960259268
cluster_2832	M02	chr16	2073518	2073792	SLC9A3R2	SLC9A3R2	1702.0	1702.0	protein_coding	nearest_TSS	True	True	False	False	0.0037662201832184	1.5159442960259268
cluster_315	M00	chr1	66797701	66798063	SGIP1	SGIP1	201184.0	201184.0	protein_coding	nearest_TSS	False	False	False	True	0.0035426819026432	0.5428994746098068
cluster_386	M00	chr1	120311439	120311653	HMGCS2	HMGCS2	-18.0	18.0	protein_coding	nearest_TSS	True	True	False	False	0.0025304369417066	0.5428994746098068
cluster_7612	M04	chr8	143202730	143203654	RP11-953B20.1	RP11-953B20.1	-32004.0	32004.0	lincRNA	nearest_TSS	False	False	False	True	0.0024722167083421	0.158611941316062
cluster_3336	M02	chr17	37764503	37764802	NEUROD2	NEUROD2	1377.5	1377.5	protein_coding	nearest_TSS	True	True	False	False	0.0024505685203961	1.5159442960259268
cluster_5307	M02	chr3	147112541	147113092	ZIC1	ZIC1	-1607.5	1607.5	protein_coding	nearest_TSS	True	True	False	False	0.002172344139453	1.5159442960259268
cluster_1921	M08	chr12	101988756	101988803	MYBPC1	MYBPC1	-26648.5	26648.5	protein_coding	nearest_TSS	False	False	False	True	0.0020292941244891	0.5664617239942059
cluster_67	M02	chr1	2559320	2559371	RP13-436F16.1	RP13-436F16.1	4661.5	4661.5	antisense	nearest_TSS	False	True	False	False	0.0019896580789447	1.5159442960259268
cluster_652	M00	chr1	240783328	240783389	GREM2	GREM2	-7909.5	7909.5	protein_coding	nearest_TSS	False	False	False	True	0.0014656449645791	0.5428994746098068
cluster_2910	M00	chr16	27899239	27899404	RNU6-159P	RNU6-159P	-24749.5	24749.5	snRNA	nearest_TSS	False	False	False	True	0.0014337262853429	0.5428994746098068
cluster_2637	M06	chr15	48413040	48413344	SLC24A5	SLC24A5	-23.0	23.0	protein_coding	nearest_TSS	True	True	False	False	0.0010649187275356	0.6980463113959128
cluster_6410	M06	chr6	41375649	41376295	AL136967.1	AL136967.1	-52785.0	52785.0	miRNA	nearest_TSS	False	False	False	True	0.0005424621144622	0.6980463113959128
cluster_6163	M08	chr6	29274617	29275337	OR14J1	OR14J1	-574.0	574.0	protein_coding	nearest_TSS	True	True	False	False	0.0001808382892402	0.5664617239942059
cluster_5580	M02	chr4	81185723	81185765	FGF5	FGF5	2009.0	2009.0	protein_coding	nearest_TSS	False	True	False	False	1.225816881403917e-05	1.5159442960259268
