random_mean_abs_effect	random_fraction_nominal_p_lt_0_05	random_weighted_abs_effect
0.26343413140048727	0.30701754385964913	0.2812225858581813
0.26095238826014056	0.2894736842105263	0.2913875965627978
0.22734688820926338	0.23684210526315788	0.2305671919586772
0.2583537853434994	0.24561403508771928	0.26940234107492145
0.26863186119428795	0.2631578947368421	0.2841568958997764
0.2500546302510815	0.23684210526315788	0.2731304858588333
0.2318565838753915	0.15789473684210525	0.282291994362443
0.22597647149650163	0.16666666666666666	0.24661949566755664
0.24957139155794944	0.23684210526315788	0.25213198405187237
0.23044785086443786	0.23684210526315788	0.2403136674636203
0.2782013909486552	0.2982456140350877	0.30177863759100926
0.2180706543043564	0.16666666666666666	0.22449116644079126
0.2130157110128289	0.16666666666666666	0.2330781359832617
0.2241518388655529	0.22807017543859648	0.2512387650219536
0.25780390817777193	0.2543859649122807	0.2829422032418369
0.24713534657109892	0.2631578947368421	0.26844514205564324
0.24505352273537231	0.20175438596491227	0.2634005299970209
0.23466863471455202	0.22807017543859648	0.24087923098474764
0.22625696863728154	0.17543859649122806	0.23216450901435523
0.23450788348490878	0.18421052631578946	0.25383290920446794
0.27001834081575693	0.2807017543859649	0.3037626345961148
0.24027272125691299	0.24561403508771928	0.25150582770863233
0.2287375561909165	0.21929824561403508	0.2416746457602688
0.22629333431580131	0.17543859649122806	0.23624652169024216
0.22646928512343584	0.21929824561403508	0.2288706756472652
0.23049485702133066	0.21929824561403508	0.2195118390551495
0.2212827534376234	0.21052631578947367	0.2235077003786574
0.2522277679743554	0.23684210526315788	0.26473458843985975
0.23537233124773801	0.21929824561403508	0.286968204724392
0.2566454746150738	0.21929824561403508	0.2682829346801067
0.22809907945411076	0.16666666666666666	0.23414789415469545
0.22994868631135026	0.2894736842105263	0.2434906200817716
0.2275176921583399	0.21052631578947367	0.2430617735703668
0.21557430536944902	0.23684210526315788	0.24548383819962988
0.24681670958052104	0.2631578947368421	0.2488747358822413
0.25046643936535434	0.24561403508771928	0.2549048428179535
0.22890222390601175	0.24561403508771928	0.2281454229655629
0.21966962698155545	0.22807017543859648	0.22934301024890336
0.24183552124274044	0.2631578947368421	0.2621474416139796
0.25222610769917947	0.21052631578947367	0.25922194506049495
0.24763353044837771	0.24561403508771928	0.25579964121734905
0.256948912943874	0.2807017543859649	0.24153951752028704
0.2367566448688172	0.2631578947368421	0.23739395209639153
0.22474312185982087	0.20175438596491227	0.22414823502267417
0.24640642667900656	0.18421052631578946	0.26686072488502227
0.24280900220775128	0.2719298245614035	0.24130363100155597
0.23707112217341497	0.2631578947368421	0.2507776120136281
0.23523197143533475	0.19298245614035087	0.2505034490864869
0.2523891156728964	0.2894736842105263	0.26831345171275667
0.2377570322327653	0.2719298245614035	0.2660536760884902
0.21628293605907417	0.15789473684210525	0.2438600272923961
0.24091419807594286	0.2543859649122807	0.25543568864534616
0.23114306124501519	0.21929824561403508	0.23860286761770208
0.2289446597789859	0.18421052631578946	0.24785735399278744
0.23370032906796487	0.22807017543859648	0.24629358127521436
0.23269196416579663	0.22807017543859648	0.23367737186173212
0.2663201776939377	0.23684210526315788	0.28876868886093526
0.24125882122911557	0.21052631578947367	0.2453042370917976
0.20284109201736508	0.21052631578947367	0.20988244539375264
0.24320046411599405	0.21929824561403508	0.25793526826471835
0.2233580742940773	0.21929824561403508	0.24340850384666668
0.2729625656498488	0.2894736842105263	0.2704288203252298
0.24226715719787914	0.21052631578947367	0.2747237796367221
0.25516681174169553	0.2631578947368421	0.26091214363842796
0.23545296054411977	0.2719298245614035	0.25922140336052335
0.22363308793525494	0.20175438596491227	0.23307981379487314
0.22506826992997048	0.22807017543859648	0.23209426817526596
0.24090122742798634	0.22807017543859648	0.2725981466857671
0.24578713407714692	0.2719298245614035	0.25814358908562374
0.2398925753601001	0.2543859649122807	0.2378941014123271
0.21449246101284142	0.21052631578947367	0.2365498242990966
0.21784360839984654	0.24561403508771928	0.22036308187515777
0.22877054377957048	0.18421052631578946	0.22679883631798578
0.2223667071306495	0.14912280701754385	0.23916075974333356
0.23497391826617914	0.23684210526315788	0.23489096083827343
0.2074936310559783	0.17543859649122806	0.21817520907012483
0.24285566133932818	0.19298245614035087	0.23781933513675588
0.256429357179261	0.24561403508771928	0.2578600457490022
0.23056749829165038	0.21052631578947367	0.2297354173060421
0.24561364579988443	0.2543859649122807	0.2666426782447072
0.24931432266128475	0.2894736842105263	0.2758982551667733
0.2698557168372914	0.2719298245614035	0.26486871595866485
0.21265939682588503	0.18421052631578946	0.21932831802576097
0.23000331439676577	0.22807017543859648	0.25108388623915506
0.2523294236945586	0.2631578947368421	0.2571779159796953
0.23937770834158248	0.23684210526315788	0.25082615098852085
0.21499642102049044	0.23684210526315788	0.23044569880286273
0.22533709377477973	0.24561403508771928	0.2269661470477579
0.23044971995713331	0.20175438596491227	0.2453835032064402
0.2444910300490734	0.2719298245614035	0.25588085192029447
0.24102672586237475	0.2807017543859649	0.2423039282199032
0.23241786972657294	0.23684210526315788	0.24049282677656886
0.23970339745869113	0.23684210526315788	0.24552739665519702
0.24302039159833208	0.24561403508771928	0.24287265801702657
0.21842638650546425	0.21052631578947367	0.21992953973475654
0.23877504196878127	0.2631578947368421	0.26290614885671754
0.2488493180353118	0.3684210526315789	0.2555569203511953
0.23586264277780145	0.14912280701754385	0.25057174333165216
0.2533215652489078	0.19298245614035087	0.2972161063234192
0.2455497922806957	0.2543859649122807	0.25198027187310695
0.2468408997983616	0.2631578947368421	0.24940549114318347
0.20610166615413233	0.15789473684210525	0.2217931268840773
0.24673362756604925	0.22807017543859648	0.2596349561553228
0.24347022829006298	0.24561403508771928	0.24141345875245857
0.21364243973615482	0.20175438596491227	0.2333565778273452
0.2524401141738431	0.21929824561403508	0.2625480427387017
0.23479440908595994	0.21929824561403508	0.24056781362840643
0.2778616131692802	0.2719298245614035	0.302300197452224
0.21009201704522204	0.16666666666666666	0.21766853481033155
0.24445280524130933	0.23684210526315788	0.26810441681953995
0.24191788396451552	0.21052631578947367	0.25620223471085857
0.227590113561576	0.14035087719298245	0.21973657471728814
0.2364133413398676	0.24561403508771928	0.24421865805954365
0.26353475376695695	0.2719298245614035	0.31038912815714725
0.248654283310116	0.24561403508771928	0.2585961748925714
0.2437680988527978	0.23684210526315788	0.25125178243506535
0.23414536136908148	0.18421052631578946	0.2676744928885799
0.22218888093278008	0.2807017543859649	0.23007125840634648
0.24929684000222943	0.2543859649122807	0.2645229222580343
0.23476821328174308	0.21052631578947367	0.2440172825512515
0.20766411065033547	0.20175438596491227	0.21393788856812856
0.2563080441328263	0.2543859649122807	0.2949193641494588
0.21696293823172447	0.19298245614035087	0.2337460949977217
0.2449472727955327	0.30701754385964913	0.2703188976053906
0.26536564618212755	0.21052631578947367	0.2988925015379157
0.23273546568295622	0.30701754385964913	0.25010559910182334
0.22960031456397803	0.20175438596491227	0.2455194688642922
0.23253109867230443	0.19298245614035087	0.29476675834061045
0.22912247850225315	0.18421052631578946	0.2510023332469818
0.23930273132769342	0.2543859649122807	0.25633968570071697
0.22909514438231693	0.23684210526315788	0.24101213120397608
0.24804199673424668	0.24561403508771928	0.2657623616932549
0.22857377048095617	0.19298245614035087	0.24336926785983565
0.23301031214275478	0.19298245614035087	0.2388263902975225
0.23804670057226052	0.2807017543859649	0.24601723677157825
0.22129078753000725	0.18421052631578946	0.2210452707199557
0.22396068744482286	0.2543859649122807	0.2474752858802098
0.23661443291611528	0.2719298245614035	0.24425131306137005
0.2242137645670721	0.22807017543859648	0.22030272501852569
0.21457540751769796	0.21052631578947367	0.2370652740833298
0.2291000282930168	0.24561403508771928	0.2259575643037009
0.2454415283002495	0.17543859649122806	0.24228085047156814
0.22830709795821916	0.22807017543859648	0.2374481539376397
0.21878405435761009	0.18421052631578946	0.21867027832909003
0.23365284602041958	0.2807017543859649	0.24791776998686865
0.23435180527963254	0.23684210526315788	0.2510761880621765
0.25739914829077576	0.2543859649122807	0.3099334666486213
0.2212793345574217	0.16666666666666666	0.22487312312254285
0.23892591950420264	0.21052631578947367	0.25246584088041785
0.2385553372392316	0.19298245614035087	0.22957765744224135
0.22098221131494125	0.18421052631578946	0.22189301427104638
0.23772172830834895	0.24561403508771928	0.23776588975775492
0.22311350465911914	0.22807017543859648	0.24958505033188566
0.22510184992426777	0.21052631578947367	0.22306852496775295
0.22830629008646522	0.18421052631578946	0.23256780420300902
0.25546186965962353	0.2982456140350877	0.27790357584073555
0.21347850684869052	0.2543859649122807	0.20274221327514444
0.23617794673116094	0.23684210526315788	0.2374770172414514
0.23913891533680437	0.21929824561403508	0.24719600177980716
0.24934706928245495	0.19298245614035087	0.25645323432484435
0.24650188496323208	0.24561403508771928	0.253767435365974
0.23487844435283048	0.18421052631578946	0.23791377358747498
0.24329181674580108	0.23684210526315788	0.2706770751238957
0.23656400340372924	0.19298245614035087	0.24796630476962045
0.23227621164928836	0.17543859649122806	0.2512623380068899
0.22457486804271778	0.2543859649122807	0.22970580352514416
0.22178168372452683	0.21052631578947367	0.22396559506106017
0.20874156586910456	0.21929824561403508	0.2280961035835481
0.22907555792747614	0.2631578947368421	0.2357166922702929
0.2323261405258409	0.22807017543859648	0.24019925185013097
0.22684975358220055	0.24561403508771928	0.22950868644270545
0.23394631577992178	0.22807017543859648	0.2390969689979601
0.23174998629549018	0.18421052631578946	0.23746322273696
0.21366646268082426	0.21052631578947367	0.2145148561436065
0.23310338318708085	0.2982456140350877	0.24721412594951642
0.24180027183493707	0.2719298245614035	0.2441241646370407
0.25124266893409586	0.23684210526315788	0.26370984201020536
0.25758131279276	0.2807017543859649	0.2733172903453289
0.23552049235877456	0.21929824561403508	0.25623237470813437
0.21873093487858972	0.21929824561403508	0.23095776192568288
0.2511547553631645	0.2543859649122807	0.24422069194998292
0.23503526220544046	0.2719298245614035	0.2378874410604204
0.22349124390021013	0.20175438596491227	0.23978405072389486
0.22309334629613586	0.2631578947368421	0.2220058049568119
0.2269237965696699	0.20175438596491227	0.2278155671993111
0.25937454913670427	0.2543859649122807	0.27372701961099294
0.205801612644368	0.16666666666666666	0.21552292931860975
0.24378656884382136	0.24561403508771928	0.25113913822406914
0.2292519678004834	0.21929824561403508	0.23739322034260385
0.26143177103158066	0.2631578947368421	0.2683931805614025
0.22515284592328444	0.18421052631578946	0.2279685101300721
0.22740870594439527	0.21052631578947367	0.23472374624175352
0.21977849470293181	0.21052631578947367	0.23656892094188306
0.23787302304912022	0.17543859649122806	0.23923923742797126
0.24267321688864926	0.2719298245614035	0.2775666527273567
0.2335618443446865	0.2719298245614035	0.24658056735587647
0.23725447403165595	0.21929824561403508	0.24697958829002348
0.21747798420921402	0.15789473684210525	0.2445962087488482
0.23447445849190365	0.14912280701754385	0.24367943877906087
0.2353148642186524	0.16666666666666666	0.245694968458309
0.24694562130032374	0.19298245614035087	0.24428902673236005
0.22296639794818923	0.16666666666666666	0.2277859176946445
0.2519263311469849	0.2982456140350877	0.25738362557981154
0.2706448397727439	0.35964912280701755	0.2889135579987009
0.22771465311019007	0.22807017543859648	0.2482292994935798
0.22041508561502868	0.20175438596491227	0.23061886333914838
0.2337733781679762	0.22807017543859648	0.24644309484541357
0.23618389767516118	0.14912280701754385	0.22933394840455126
0.21797787990730508	0.19298245614035087	0.23314118654505459
0.23141396692374067	0.2807017543859649	0.24625979394260347
0.2351283265264497	0.2719298245614035	0.25525888918597434
0.22728477325496746	0.20175438596491227	0.23549135037422775
0.22828460701088993	0.21052631578947367	0.22533619456398088
0.24002093978799743	0.21929824561403508	0.23986886739847357
0.238807196622106	0.2631578947368421	0.24688191174578258
0.26224090156743995	0.24561403508771928	0.2657741105108687
0.23330167784545996	0.19298245614035087	0.2642930491789127
0.25088885601536287	0.2543859649122807	0.258979622177463
0.23222922656008804	0.2719298245614035	0.24665552831959597
0.23093450986021066	0.19298245614035087	0.24076094534530718
0.25653651710317915	0.2719298245614035	0.2661739940800206
0.21142377387107453	0.17543859649122806	0.22818402678451905
0.23262972183177172	0.17543859649122806	0.2286785586973348
0.25170948025475787	0.2543859649122807	0.264058162963497
0.23637337038405634	0.2543859649122807	0.24671042280370295
0.22680580630204955	0.2719298245614035	0.24162410140584856
0.2638894831596686	0.24561403508771928	0.2758642408361675
0.2406028160926093	0.22807017543859648	0.2576245539222367
0.22736301459167493	0.2719298245614035	0.22893674412115894
0.22770956974490816	0.2631578947368421	0.2346259235961328
0.23053982174446658	0.17543859649122806	0.2503464627984042
0.26063581210944564	0.2631578947368421	0.26743714097647353
0.2401218538508999	0.22807017543859648	0.2444102993215734
0.25846564656968735	0.3157894736842105	0.2558618510735578
0.2619850998843755	0.2719298245614035	0.278570178878663
0.22486231453644379	0.2631578947368421	0.2352956286020006
0.24061390593117718	0.22807017543859648	0.24534893364930585
0.2200552212185666	0.19298245614035087	0.2341544002419867
0.22210868642310508	0.16666666666666666	0.2378740700676163
0.2653274465167243	0.2719298245614035	0.2959850704611457
0.21989030779686913	0.21052631578947367	0.23163789091802223
0.23840921839454518	0.20175438596491227	0.2423535293850703
0.21800124572183746	0.21929824561403508	0.2268647551784724
0.2512092539498402	0.2631578947368421	0.25489071010792297
0.22812405598033164	0.22807017543859648	0.22877590887057098
0.25576820706781034	0.2807017543859649	0.26643562760270295
0.22500413529097812	0.19298245614035087	0.23643729315624387
0.21792942892340694	0.15789473684210525	0.21825667503274046
0.21650078080127882	0.17543859649122806	0.21771585897037082
0.23242972345789065	0.24561403508771928	0.24536768306903547
0.23419434535415692	0.2719298245614035	0.24305474639108687
0.23979935161390947	0.2543859649122807	0.24439742037265744
0.2550912605473692	0.21929824561403508	0.26490939434640526
0.24044978392232563	0.21052631578947367	0.2480888048610671
0.22544416095279246	0.18421052631578946	0.24011522279515402
0.22069595256286367	0.22807017543859648	0.2458017253390254
0.2742434227876448	0.30701754385964913	0.2951113483393201
0.26158439624682256	0.2894736842105263	0.2509094088265781
0.21696785681458752	0.14912280701754385	0.24277708101463022
0.25588811892954927	0.2631578947368421	0.2871138298141736
0.23444155201913225	0.20175438596491227	0.24696530226755972
0.23405432794718972	0.2631578947368421	0.26737205110489415
0.25567801731556605	0.23684210526315788	0.26253075550218197
0.23252481801833172	0.24561403508771928	0.24129885316337885
0.24764062651965976	0.2894736842105263	0.25754696973968816
0.2770570357023111	0.21929824561403508	0.2775592923827122
0.22252839008312772	0.23684210526315788	0.23983830716994184
0.2466966437568564	0.15789473684210525	0.24298945698567972
0.2445527143068016	0.2719298245614035	0.26075329229336724
0.22887611806801444	0.19298245614035087	0.2417510064869407
0.2036029002596941	0.17543859649122806	0.21132646499462487
0.2639625530683806	0.34210526315789475	0.2674252491990707
0.24426091362533614	0.2894736842105263	0.25033877278040684
0.25061587822729	0.2631578947368421	0.27895148770924805
0.2170630883073293	0.17543859649122806	0.24675471634518814
0.23838230060906357	0.21052631578947367	0.2555697403273575
0.23106698279074037	0.23684210526315788	0.25487548800720056
0.21889837821700736	0.20175438596491227	0.22207434301327028
0.2140320939555936	0.21052631578947367	0.22235977338635013
0.22718480733865376	0.17543859649122806	0.24741606881758135
0.2509432239898766	0.24561403508771928	0.2681364618652369
0.24091747208951803	0.21929824561403508	0.23465452380060622
0.227464622241072	0.22807017543859648	0.23617219920407412
0.2362939617218428	0.23684210526315788	0.2605042969029927
0.24217622594772617	0.2543859649122807	0.24940105295884285
0.2351270691683234	0.2543859649122807	0.23547018318976212
0.236046485397005	0.2631578947368421	0.2457948559733012
0.25328061720286543	0.2894736842105263	0.25340426545488676
0.2163603838286544	0.15789473684210525	0.23357039267770485
0.225837061130749	0.2719298245614035	0.23838020136081786
0.222764611655631	0.20175438596491227	0.22892172236978067
0.2353512923016735	0.2807017543859649	0.22365322629363724
0.2433661664416118	0.24561403508771928	0.25190996195294063
0.2351052023099779	0.21052631578947367	0.24471945741019452
0.2171407364964345	0.22807017543859648	0.222862426327974
0.2528186173575153	0.2543859649122807	0.2723911912181625
0.24824519970682019	0.2719298245614035	0.2748572180843715
0.234871231254728	0.20175438596491227	0.24780669471803105
0.2276238798447558	0.22807017543859648	0.2333404547586459
0.216367654729058	0.20175438596491227	0.2385386998214285
0.2610221559275632	0.22807017543859648	0.26716661704511757
0.21732383518674575	0.2543859649122807	0.226761840445262
0.22539667222129528	0.19298245614035087	0.23353193900037095
0.23993319424838008	0.34210526315789475	0.2448165668705083
0.22396111520270418	0.21929824561403508	0.2717608658897325
0.22633938308111223	0.19298245614035087	0.2315291548331048
0.23560457046858807	0.19298245614035087	0.23215841730801226
0.22629192188759692	0.22807017543859648	0.22545986525177708
0.23030966372294256	0.20175438596491227	0.2578208279165419
0.2331506040610271	0.21929824561403508	0.24154056552168196
0.24485096925258454	0.2719298245614035	0.2568372260638808
0.2510120797933111	0.23684210526315788	0.246119329109068
0.2227963944380639	0.16666666666666666	0.227594842459806
0.21866596843881397	0.18421052631578946	0.2342168705014055
0.2467431597428084	0.19298245614035087	0.25267056804248006
0.24330800947703918	0.23684210526315788	0.23627579191851766
0.22752693628287493	0.24561403508771928	0.21998092591807175
0.2249199600636429	0.17543859649122806	0.24226962933330365
0.2323917028310227	0.16666666666666666	0.2469622866517631
0.21463382271535175	0.17543859649122806	0.22918355377671046
0.20549255235900107	0.20175438596491227	0.21533089944203906
0.246022908322415	0.2543859649122807	0.26361230846615524
0.22682358119162202	0.21929824561403508	0.23111587591294636
0.23142414931782007	0.24561403508771928	0.23148367804564032
0.2483852802717775	0.21052631578947367	0.2789186273235235
0.23515860362402818	0.18421052631578946	0.22807544529794616
0.235118748622339	0.20175438596491227	0.23474528259245875
0.23959367851575344	0.21052631578947367	0.24811104858934332
0.2506882021398367	0.23684210526315788	0.25819559578182716
0.23187282304291312	0.2543859649122807	0.25063958921173024
0.24080426449601208	0.23684210526315788	0.24795807619422455
0.23109939939818303	0.20175438596491227	0.22671833628121946
0.23603429904777312	0.21052631578947367	0.23798784162517378
0.2508934929248705	0.23684210526315788	0.24609661238088767
0.22456794641252992	0.20175438596491227	0.2416237251761939
0.23011542754240735	0.19298245614035087	0.244661343434401
0.22850126577500382	0.2894736842105263	0.22544890900166412
0.21881986369177475	0.15789473684210525	0.23161253412829794
0.2709796579763515	0.2631578947368421	0.26954182170598723
0.23729065348614287	0.24561403508771928	0.2430276372335635
0.23584690340745595	0.2543859649122807	0.248707482897563
0.2338904722043188	0.22807017543859648	0.2445509622029891
0.21396322569697082	0.19298245614035087	0.2518016228467491
0.23079007509961885	0.23684210526315788	0.24950679151813454
0.24536135460789207	0.32456140350877194	0.23984284916788298
0.23773678663371972	0.21929824561403508	0.25141147778676337
0.24922976028521446	0.21929824561403508	0.26233859535296195
0.22980683384450276	0.2543859649122807	0.22453237311497556
0.24899225853961218	0.2894736842105263	0.2774028489979322
0.23821815169774654	0.2719298245614035	0.24008117006116203
0.23447017241248028	0.21929824561403508	0.2641786705052823
0.24947086496047488	0.2543859649122807	0.2616013350169735
0.23119809188975726	0.22807017543859648	0.2234671865882262
0.21091054863788425	0.19298245614035087	0.21974797227616227
0.2367512001850413	0.21052631578947367	0.2663002763509684
0.2237741799415506	0.22807017543859648	0.23764876460466888
0.25457887346050495	0.3157894736842105	0.2631227776379748
0.25030041594497315	0.21929824561403508	0.2753774498940337
0.2242708667717755	0.21052631578947367	0.24021329770404903
0.23397142353891406	0.22807017543859648	0.257705376817382
0.23426698862444206	0.24561403508771928	0.2542177780079023
0.22017823667053085	0.22807017543859648	0.24513077681740325
0.22922997062341532	0.20175438596491227	0.23837918191610613
0.24978359076712353	0.22807017543859648	0.2783866732487149
0.2109818426796634	0.18421052631578946	0.20883454518950179
0.25655949723561516	0.2719298245614035	0.27123608919997616
0.22912505392812654	0.2543859649122807	0.2420513720664305
0.24474524751545673	0.21052631578947367	0.24985404618605392
0.24843764216308503	0.2982456140350877	0.26283330862254234
0.23519133991603017	0.2543859649122807	0.24328112762926765
0.2311555542130899	0.17543859649122806	0.2470461626056656
0.27055923225051653	0.21929824561403508	0.3121458221654703
0.22307320066123418	0.24561403508771928	0.22893580027052393
0.219711935120757	0.19298245614035087	0.21332677308177714
0.24155839746222668	0.18421052631578946	0.2587129309708106
0.23236541953777887	0.16666666666666666	0.24787871646845647
0.22009474117447878	0.19298245614035087	0.22523109455298793
0.23111885619724423	0.21052631578947367	0.2373014373335174
0.24411349605224558	0.21929824561403508	0.24241600623845766
0.23449095584874108	0.2807017543859649	0.24083548670788255
0.20389400950069841	0.15789473684210525	0.21862128828926478
0.2528412079422838	0.22807017543859648	0.2743677715867802
0.22545461252391286	0.17543859649122806	0.23941671201683395
0.21824560162155193	0.22807017543859648	0.22305776905501204
0.2608539953442198	0.2631578947368421	0.2884296206468964
0.21879501698205095	0.17543859649122806	0.2335604491416976
0.24348846819972056	0.23684210526315788	0.2350452484874432
0.21336131503836644	0.20175438596491227	0.2357246923701413
0.23367394048655274	0.24561403508771928	0.22872358651448244
0.24422828655775478	0.2719298245614035	0.24228326658933436
0.22914738286822384	0.17543859649122806	0.24370130164317594
0.2242855160064515	0.16666666666666666	0.22503969453701203
0.23881406886989376	0.24561403508771928	0.25669358845825163
0.22934740672947315	0.23684210526315788	0.241118411204122
0.22978875713681948	0.2631578947368421	0.23853440443360915
0.22476955969860327	0.21929824561403508	0.2400425508707191
0.234210871791582	0.2894736842105263	0.24478597106687347
0.25187042194180126	0.23684210526315788	0.2898624218103753
0.23003478392819407	0.23684210526315788	0.23815109964248551
0.22978074315708996	0.18421052631578946	0.23721586646373113
0.2312773476588827	0.2543859649122807	0.23836409770788658
0.24961497668355626	0.2894736842105263	0.2707351076120929
0.24064099405044678	0.24561403508771928	0.2483171352291403
0.23043392138504684	0.17543859649122806	0.24469894893437752
0.23319787348211604	0.16666666666666666	0.2489258325085516
0.21999301332052196	0.2543859649122807	0.23359223321935788
0.22287461369825204	0.23684210526315788	0.23494185510735446
