iter	min_stage	morula_rank_lowest_is_1	morula_minus_min	A_Oocyte	A_Zygote	A_2-cell	A_4-cell	A_8-cell	A_Morula	A_Epiblast
13	2-cell	5	0.23890975751638588	0.5053794782982843	0.6500470714779532	0.3718903912661473	0.47533593625750004	0.7882602797603584	0.6108001487825332	0.5208111369200692
14	Zygote	4	0.08955196925399594	0.5765824523693037	0.46070767855483025	0.8209270664840895	0.4640732472272211	0.475809263852832	0.5502596478088262	0.5969863006561268
15	2-cell	7	0.6808805453951126	0.3975570473777762	0.6495878214142742	0.20847285012176586	0.6173511427291496	0.4140812421954621	0.8893533955168784	0.42620465415222714
16	4-cell	3	0.12416744361050086	0.6426785709674703	0.7638262529586288	0.43830296121655954	0.26072648750073274	0.3284188255438065	0.3848939311112336	0.6287578438218215
17	Zygote	3	0.013751226414845275	0.48277681104115905	0.30750084346112344	0.31053377025168133	0.5469211749620437	0.4569029641416231	0.3212520698759687	0.4882341549045413
18	Zygote	7	0.5203005803924835	0.4149830256966174	0.2451539857344961	0.5941213123584882	0.4326875742037254	0.5237309671965444	0.7654545661269796	0.6628063726148339
19	2-cell	5	0.231580337142269	0.6222965075282021	0.4914035093877961	0.30673546697602283	0.5514559049840799	0.5365845410240206	0.5383158041182918	0.4482042573841894
20	4-cell	3	0.3082875123369863	0.6728404094336584	0.8813291801074885	0.5492391290981073	0.21242832695766284	0.6862962395569222	0.5207158392946492	0.4705485502715787
21	Morula	1	0.0	0.5493044375470798	0.5691658627834401	0.6618619062934742	0.5656990449292826	0.4976207215464084	0.33125971892354367	0.582183796787316
22	4-cell	4	0.3530541385644463	0.38311928148572016	0.6880162672418466	0.7670222475711566	0.2926611111550373	0.43488250970819303	0.6457152497194836	0.6970797038779089
23	Morula	1	0.0	0.5469780129515635	0.6190468388666036	0.5109060180696366	0.593312840299222	0.5168826046353696	0.3231120174387213	0.7523885418738755
24	Epiblast	7	0.49581042458779157	0.555936409482239	0.31772689325758097	0.6139425141373656	0.3694104406590778	0.49311736617239044	0.6341450403780813	0.13833461579028974
25	Oocyte	5	0.12761072902670345	0.5522504291832095	0.6566929169943663	0.571771656356416	0.6964018589727842	0.5690445833328189	0.679861158209913	0.7096321904034285
26	8-cell	2	0.08489174452178	0.6803820386687048	0.6316521075726583	0.7755617692819066	0.6077620728540231	0.44943010317174686	0.5343218476935269	0.6604631675891446
27	4-cell	3	0.0590035967576914	0.4608049887594269	0.4878994439677218	0.5401524699698727	0.3320668038098181	0.3754379247360644	0.3910704005675095	0.5519795139889434
28	Zygote	4	0.03534981454858416	0.2661332828514795	0.2638841376184776	0.3253478005990338	0.2704724769931252	0.4310353754475472	0.2992339521670618	0.5246149993095205
29	4-cell	4	0.12219463202259806	0.48663408543359266	0.446914593170556	0.4714261382454945	0.34903463062402496	0.8934479867425378	0.471229262646623	0.36698572489957687
30	4-cell	2	0.021727615494622654	0.4002472309470014	0.5375059192876406	0.5682834412791307	0.3623077335564293	0.46340336516326597	0.38403534905105197	0.5812484538168927
31	2-cell	7	0.3492012193304051	0.5009671283550118	0.5106115491728941	0.29690265055060655	0.440810834775341	0.4772849287032333	0.6461038698810116	0.5601954863373527
32	Morula	1	0.0	0.6974740300331443	0.5648060389209335	0.47937932787898996	0.4594397915109645	0.5942751473764056	0.35301031580133474	0.6793900074468509
33	2-cell	6	0.1408016466557479	0.49730712477447914	0.4986195893766318	0.4820083415591766	0.515110592586983	0.6622215147357233	0.6228099882149245	0.5121701944321786
34	Morula	1	0.0	0.2819151288817652	0.49507085727015193	0.516675119012739	0.6064544499383604	0.5755287071269473	0.26051961812867913	0.6761176848547162
35	Zygote	7	0.22080877864987836	0.4507336988622945	0.3551961419844476	0.48429736903882536	0.5115359355546354	0.42974885257259327	0.576004920634326	0.3994021728127761
36	4-cell	7	0.4145138191197567	0.5387035083564324	0.4638818819630189	0.5666413823951473	0.2816155734476766	0.4912255163198696	0.6961293925674333	0.4644766574287146
37	Zygote	2	0.06498174888430774	0.5712751830549608	0.44195500521383824	0.5126830894976143	0.648224699645533	0.5917389091473456	0.506936754098146	0.6106493821918135
38	Zygote	7	0.3047933007880749	0.6439821799145542	0.4799108960373194	0.5630960688401287	0.5663461508844445	0.5620017008328084	0.7847041968253943	0.5633876544605672
39	Epiblast	3	0.013848421045988601	0.40077614110988025	0.3123548170313898	0.47130876919210235	0.4663678698481023	0.3391137620899365	0.3128359080011742	0.2989874869551856
40	Zygote	6	0.3796774913506269	0.8936222583525905	0.319929597074072	0.3602759658744742	0.48630807244537	0.6347888904855996	0.6996070884246989	0.686967457025872
41	2-cell	3	0.047750794892168935	0.46229755174317666	0.5292529672044459	0.421630880820109	0.5663868353383081	0.5168564129656871	0.46938167571227796	0.5238858459432707
42	Morula	1	0.0	0.6442282196707925	0.2747184355880347	0.7292809001174061	0.4929959339148585	0.6523944350027417	0.16252294201690978	0.23287097618178754
43	8-cell	5	0.275399799845601	0.8104502649671709	0.4495448733310481	0.7152745137215416	0.516601770699145	0.27685756073098905	0.55225736057659	0.4392674360420715
44	Zygote	2	0.03163932952133608	0.5094462663664829	0.22756613316187208	0.500580677702265	0.6992793533412698	0.4269193898859197	0.25920546268320815	0.6050629331629814
45	Morula	1	0.0	0.5279332424334722	0.5179643080686495	0.6253172348233422	0.568522734229953	0.43096713256572294	0.37196137852750205	0.38724253351052307
46	Zygote	2	0.060679987173230365	0.63526957609042	0.33802151392116453	0.4966858986267968	0.6102343804729113	0.6066616125769637	0.3987015010943949	0.6540985061703801
47	Morula	1	0.0	0.5480505201223194	0.4322126085048729	0.5148228942701053	0.5596355821430465	0.7083073857674389	0.2822951166042278	0.7724314489707503
48	Morula	1	0.0	0.5493472393163991	0.6317268353713702	0.6433043659862239	0.43579546455874196	0.4749778837486944	0.3949245230463361	0.5841960967545781
49	Epiblast	4	0.1252849076851386	0.4150325834839751	0.5178151658825977	0.5059992271729498	0.46340906786274677	0.5006900326228885	0.4866810145199845	0.3613961068348459
50	4-cell	7	0.4928678295621739	0.5994516281485898	0.574704482300658	0.5257333208709347	0.26166494950237773	0.471400666983176	0.7545327790645516	0.47541071036076377
51	2-cell	5	0.28735157814391227	0.7101118775704653	0.3912508200234017	0.19654092766477294	0.3487385669878549	0.49119891586252695	0.4838925058086852	0.255837315961971
52	Oocyte	6	0.4199472758544239	0.2039078342622785	0.4769472217102773	0.23801041945603027	0.6270187005152315	0.5305955354221482	0.6238551101167024	0.46025611468406
53	8-cell	3	0.2479758167821287	0.6419985459918021	0.4228049537155734	0.5158439302785726	0.6107357891207532	0.22860833111611573	0.47658414789824444	0.7613876795889332
54	Morula	1	0.0	0.47068696990789893	0.33739833221244664	0.406526412953339	0.4320500472253363	0.39034834660253814	0.3335563178423028	0.48136536087354304
55	4-cell	7	0.24124361659359295	0.3500526021570497	0.5801400445501933	0.34506290209233026	0.33914267065661197	0.3998641094430342	0.5803862872502049	0.5594896714035563
56	Oocyte	2	0.06598460480495105	0.3098614785187015	0.5426780332160424	0.5373408419757008	0.7290151102372725	0.4644210143742516	0.37584608332365255	0.750486770807266
57	8-cell	3	0.17139563033902594	0.6549882111707594	0.6142302799455981	0.46779557356104806	0.6895153695938951	0.43569262975504	0.6070882600940659	0.7546111828824257
58	2-cell	6	0.25721410426163716	0.4304764822859975	0.4885313351236684	0.2648447340057605	0.3904190608520542	0.45848523477593395	0.5220588382673976	0.6737771315385107
59	Oocyte	6	0.41773932928372115	0.17777888746868598	0.7454565931087231	0.41556788619278384	0.289623188870399	0.4036713669718661	0.5955182167524071	0.5532084597025451
60	2-cell	7	0.3748366807522048	0.4370371096940301	0.4470122613292432	0.34850619545196504	0.4608188778511621	0.5263476415838748	0.7233428762041698	0.5580193331875715
61	Zygote	7	0.352953824277785	0.5437026551779401	0.35821590183144536	0.5078322938263486	0.5680772400045374	0.39330605047466893	0.7111697261092303	0.5461170222993752
62	Morula	1	0.0	0.5786552449641478	0.5399995027885724	0.5280056333314138	0.4129492551448914	0.5285910481003615	0.3714956787524901	0.5501107388679761
63	2-cell	5	0.536204190077257	0.725299115669316	0.3529903765485656	0.18384072947881958	0.5189080385921394	0.7481948934040444	0.7200449195560765	0.5959871600634646
64	2-cell	7	0.5397093065587595	0.615638767002318	0.676803758293183	0.24903438346645634	0.5027492671372271	0.5779619184414595	0.7887436900252158	0.5253406379711537
65	Zygote	4	0.0755874398424457	0.6073610415531775	0.27457191016539834	0.3305294082855885	0.3261390253119698	0.5568743676450374	0.35015935000784404	0.4890657122136986
66	Epiblast	4	0.20897500574217567	0.6024840044941122	0.4735060244212185	0.2861624909668492	0.6134908588264556	0.38718157638635786	0.4549868139355492	0.2460118081933735
67	8-cell	6	0.19770547378135556	0.6423913770022539	0.5752286739781738	0.5228598775131617	0.45361373827546025	0.43841406203614225	0.6361195358174978	0.44534968183999196
68	Morula	1	0.0	0.5582904472977297	0.6058553647798458	0.5151454178280652	0.6603453469437428	0.583049697196947	0.3278762045735659	0.6460700417638233
69	Oocyte	7	0.5158506325259808	0.27810037497031587	0.30989148532070054	0.3847899717743475	0.37589336411649665	0.7847172100704035	0.7939510074962968	0.676793367809615
70	4-cell	3	0.11320143767222257	0.48676838357355734	0.5007450055734353	0.60115214639786	0.3716289559392205	0.6342001804196166	0.4848303936114431	0.4024162888391143
71	Zygote	6	0.45214986429419984	0.30809989825535505	0.1396427102438163	0.24673132102719791	0.5628788116266199	0.3085653257980498	0.5917925745380161	0.8310240984033457
72	8-cell	3	0.19047236595718325	0.463889839564237	0.662781120679405	0.5270141394962834	0.3815255661817446	0.25478339743205697	0.4452557633892402	0.5179942096892929
73	Oocyte	4	0.06990927500767563	0.3698583073176187	0.6589200218506174	0.40884608672606937	0.538459032704598	0.3853969676290144	0.43976758232529434	0.5761693089328491
74	Oocyte	5	0.11930220696530802	0.43068543592963227	0.5112034945224215	0.6093492765404304	0.7257701395107401	0.4533638682316792	0.5499876428949403	0.5297602110360176
75	Oocyte	2	0.11825862826599254	0.38693585665786867	0.7439014728722566	0.5786476805686542	0.6964247345160063	0.5640765692766433	0.5051944849238612	0.5720256859305536
76	4-cell	2	0.1271039645977535	0.42195100286471604	0.6267637211702091	0.6586982720841827	0.21900956369392646	0.4644625754301551	0.34611352829167996	0.5335396953172512
77	2-cell	6	0.33773268915404464	0.41412908922900327	0.5410098875660903	0.28927929097052785	0.5172303886406402	0.803132631090844	0.6270119801245725	0.41237341312769304
78	8-cell	3	0.13704089548939274	0.44190006149258587	0.5651147642548138	0.30610986647494876	0.44931705367092045	0.29603615048724097	0.4330770459766337	0.5540349819090767
79	4-cell	3	0.19587643797993826	0.588391002051474	0.48544375600509304	0.8097383870896535	0.2722053858079735	0.31468097519895555	0.46808182378791174	0.7212955390645159
80	Epiblast	3	0.16629543146029452	0.5573710916676483	0.40205607418939576	0.5164788433595775	0.5440496089545227	0.7017540153856154	0.44049687761106066	0.27420144615076614
81	Oocyte	6	0.32605119363788954	0.19296100092261176	0.3112437230651618	0.4238288156073075	0.6192781108363985	0.3573630776402031	0.5190121945605013	0.35849207285501045
82	Oocyte	5	0.093543247804876	0.3439041191060851	0.5403659106832398	0.3713805317902227	0.4081685505821558	0.39234440014824756	0.4374473669109611	0.6180077764544234
83	Zygote	6	0.2537444047593368	0.41935058884347504	0.31019009460270164	0.5201782120024012	0.419117598538587	0.4242973281865707	0.5639344993620384	0.5721208598367226
84	2-cell	6	0.46576601244561533	0.49572632114722126	0.2285468570052886	0.21602159926782924	0.49025925269528076	0.671531616135423	0.6817876117134446	0.7464379555652783
85	2-cell	4	0.17441407288488947	0.6899668847189862	0.6734195316389571	0.4125562040970407	0.46242377374698895	0.6033299940227097	0.5869702769819302	0.5538876946281127
86	Morula	1	0.0	0.56620379662691	0.7043657585640108	0.49131694942494797	0.6115963609519421	0.6792022179394457	0.34106359581971757	0.38168164757964346
87	Zygote	7	0.24752911478014955	0.6467555714939254	0.4477494851437506	0.5743590223054931	0.5083128748895052	0.5602809536236659	0.6952785999239002	0.5975293345620966
88	8-cell	5	0.15451316494209466	0.5732894155445876	0.6271222451333206	0.4470431703459027	0.40425420750506136	0.316520615740119	0.4710337806822137	0.42267328484598
89	Zygote	4	0.32546663861359115	0.43309186425922863	0.11942514680896453	0.6876731007779437	0.5441149957463578	0.4138508670138304	0.4448917854225557	0.46761530881330493
90	8-cell	7	0.379999105578537	0.35736509037651576	0.2949801888985635	0.46408760372669416	0.5192096215012508	0.2868220373991317	0.6668211429776687	0.5365236391369461
91	Epiblast	6	0.09078165132913946	0.45949337465139684	0.44364728101867396	0.41184952880873776	0.7684985056033107	0.4395335950597	0.48071648420118684	0.3899348328720474
92	Epiblast	5	0.4594919406416086	0.5582083633684712	0.5528909355622852	0.31953879116992545	0.5116572057875374	0.5201370478452344	0.547420047504964	0.08792810686335537
93	Oocyte	2	0.1589976166839397	0.3408108884414974	0.5681302916700597	0.7424326506224113	0.5490776630678877	0.5987067964787277	0.49980850512543706	0.6156647027711997
94	Epiblast	5	0.25387945806831147	0.45543798134873126	0.6884291295629218	0.5237457309719876	0.7769891099289611	0.4492191683780262	0.5530876831508217	0.2992082250825102
95	8-cell	7	0.15437276219446266	0.3446193603942721	0.3119922164999428	0.3119800493875794	0.3624681523964973	0.2858701574944127	0.44024291968887536	0.41916274454310054
96	Zygote	3	0.15626189883227937	0.5831817399311715	0.2958451095508964	0.3588787831778024	0.7336471836180934	0.4680584429061509	0.45210700838317575	0.5325263150909064
97	8-cell	6	0.2142410463289196	0.46589018776443525	0.46316261225006905	0.453675887318841	0.6699166404723071	0.4357352738061022	0.6499763201350218	0.6410294417352559
98	Zygote	6	0.22995487805904435	0.426570982571273	0.3997263120016995	0.5269718401496765	0.514982276539117	0.5966523905650685	0.6296811900607439	0.6403712255194043
99	Zygote	6	0.3351905215930689	0.5603700866668929	0.34933580003033765	0.7269858601308374	0.3739151525599155	0.39514478618008125	0.6845263216234065	0.37979939442818766
100	Morula	1	0.0	0.40150220738883186	0.3758628987291974	0.6584849940924706	0.637458898184696	0.5164464948304006	0.25837190785412034	0.5450557994515044
101	2-cell	6	0.387727160470043	0.497047226481369	0.39698344334780356	0.3178684879022384	0.42335953603455767	0.4299736345335544	0.7055956483722814	0.7357990607627417
102	Morula	1	0.0	0.6465380792954651	0.4811568596038811	0.48660781926344465	0.6941679270370755	0.46475013826063905	0.4136884492326014	0.4147776211100547
103	Morula	1	0.0	0.4124666714221865	0.5568987529562373	0.5928702464777116	0.4374912536113958	0.5128725358164181	0.34277050641244583	0.40757488378730616
104	2-cell	3	0.07598988984857385	0.5956878556229717	0.44509931696050825	0.3320042962443218	0.39791110985574646	0.4756495058056347	0.40799418609289567	0.5396318570778419
105	Epiblast	3	0.07132156745736518	0.6661471386919844	0.38966031731052947	0.5446764984225801	0.5896158077691533	0.43837312352538255	0.4146013616799219	0.3432797942225567
106	4-cell	6	0.3088437358408413	0.3894680380980743	0.32284575704115165	0.35524146589323546	0.232993570003383	0.5107899467398384	0.5418373058442243	0.6999291006585167
107	2-cell	4	0.24932131345482966	0.6392222301589066	0.5164465515707932	0.378570998208843	0.7247266887275843	0.5035196036407492	0.6278923116636727	0.7343271737456909
108	Epiblast	6	0.40058183872951825	0.6504928597369115	0.4895226188158653	0.4821800491844706	0.33998093246340605	0.5676962471505145	0.6424018348631471	0.2418199961336288
109	Morula	1	0.0	0.5242109852582332	0.6321313042202396	0.6263592074596778	0.42882747188886833	0.6378135801507735	0.262659284339584	0.6076470227640198
110	Oocyte	3	0.1665893864256066	0.24448331433742593	0.5496173707058672	0.44164000200426845	0.5118319142745659	0.3229619834778844	0.41107270076303254	0.662816133969264
111	Zygote	4	0.12186573501061376	0.6284242162806448	0.34103236839433987	0.38440361214320706	0.5056591799132238	0.46524914002235435	0.46289810340495363	0.4333457522287586
112	Oocyte	7	0.4850904198763475	0.12515585032414522	0.4571292849023748	0.22012003501616373	0.5546634403829039	0.5607112969023571	0.6102462702004927	0.553061250692777
113	Zygote	5	0.35582951260067935	0.4671254111712152	0.18120103984670283	0.25755190352479285	0.2774748055648435	0.7707541139056832	0.5370305524473822	0.7378618628375416
114	4-cell	3	0.1148386293908733	0.45855996149146994	0.638364139597944	0.4792045255213114	0.26172976756768973	0.26415413315780356	0.37656839695856303	0.4406554630217404
115	Oocyte	7	0.414361862655986	0.47152909485096467	0.4834039005761292	0.5949976710782299	0.5178382450815888	0.6906855127927634	0.8858909575069507	0.6190497895620652
116	Epiblast	5	0.29179923937710006	0.5305083702025026	0.7275703005648435	0.4743922090801556	0.6946437745839711	0.33313235254697204	0.6029771784015319	0.3111779390244318
117	4-cell	2	0.20446815140579797	0.49610561458403934	0.6789152222700717	0.5936491044938215	0.02178630788342234	0.4787187438284678	0.2262544592892203	0.6332070651760181
118	4-cell	5	0.27088946826920235	0.578894392548869	0.5857561291529849	0.3650590411168896	0.2793651616202334	0.49108158705280636	0.5502546298894357	0.5407975031656753
119	8-cell	4	0.13336270560450647	0.4432046604084655	0.6596089174850721	0.6661660922281829	0.7745377524507788	0.37747503415765493	0.5108377397621614	0.44533126288383656
120	Epiblast	3	0.21396326387628967	0.5741590826050138	0.5628420112306112	0.7396267557626081	0.5398855361297799	0.4100482141354892	0.5287824873503026	0.314819223474013
121	2-cell	7	0.45730122053323796	0.4272574770016563	0.7137751964857271	0.34626671451490176	0.4930707564466631	0.4971743998521632	0.8035679350481397	0.42274352317173586
122	Morula	1	0.0	0.41602554411848414	0.5603639677744044	0.36167755460355955	0.46883577801602294	0.48346176762868825	0.29637897657164175	0.518481327756065
123	2-cell	6	0.6459173938547458	0.6264214030395981	0.4811930270731597	0.12205354533534023	0.35286886949328417	0.5618654557996579	0.767970939190086	1.0271133968548267
124	Epiblast	3	0.08067666481919789	0.7969093528334766	0.6827395868149133	0.448763121414336	0.2971474518160525	0.4894531390658893	0.36535953238635055	0.28468286756715266
125	8-cell	5	0.244314986899819	0.35023820855311955	0.5331871086941469	0.7736024080310953	0.6239578647271602	0.3098837914358832	0.5541987783357022	0.5340654606787274
126	Oocyte	2	0.0438707476878229	0.18346787842591744	0.37087959481561494	0.6567794283615576	0.6367874438105519	0.44025971292541166	0.22733862611374034	0.5469746847526067
127	4-cell	5	0.28037925926995283	0.5902823197952325	0.3763693744603238	0.768338026142124	0.3436667709393239	0.549831342793599	0.6240460302092767	0.6700465469608718
128	2-cell	6	0.24002520971163277	0.4809824498926083	0.6181079105342389	0.3818889632985528	0.7846050881090234	0.5709282473478388	0.6219141730101856	0.5353330994140044
129	8-cell	4	0.1259439732805097	0.6951106318899627	0.37713959616237575	0.45620062420749297	0.5485013560323728	0.34532064457604283	0.47126461785655255	0.5571181250020301
130	Morula	1	0.0	0.6860143520789641	0.589301449027521	0.5127534234462978	0.6717582082771976	0.5075962778446763	0.44767690320656606	0.6864778729448582
131	Epiblast	4	0.25708070249289494	0.3788071898249189	0.6681356860037173	0.5759719622543562	0.313034018137065	0.5725802942999096	0.4153199867960404	0.15823928430314543
132	2-cell	6	0.185050093782898	0.44410448214341586	0.3904397220596578	0.3327154359894395	0.5051119751190509	0.5074134898303331	0.5177655297723375	0.7617875498939526
133	8-cell	5	0.40956601211934623	0.37855187666548995	0.38495150193236444	0.43922063597221517	0.5754225002192446	0.15828755443008363	0.5678535665494299	0.7401271553961464
134	Morula	1	0.0	0.4888773650023226	0.7189263177682685	0.3909531679580847	0.36368189591052863	0.6872631338934745	0.32413315956297195	0.3988201799878326
135	Oocyte	6	0.24092606519736826	0.28119599542984686	0.399399321667684	0.4900359033810603	0.56487344778805	0.4876548521547669	0.5221220606272151	0.4802954864659282
136	Oocyte	6	0.2495672361201911	0.40084058691865593	0.6089870015106886	0.6047927599890602	0.4757946693195469	0.5233303303929108	0.650407823038847	0.6969231052843998
137	Oocyte	7	0.46209045713857777	0.19352315716133026	0.23667289455395846	0.3975391593517579	0.43442833205438697	0.5243187255341331	0.655613614299908	0.5795576567069416
138	8-cell	3	0.2919580761167759	0.6078569824785266	0.45143625732914083	0.81049108700721	0.6008104109722843	0.3006900140641832	0.5926480901809591	0.6076426811917246
139	Oocyte	2	0.10751436297591399	0.35455041872454135	0.5175639305360631	0.512839426329472	0.5022576099959599	0.510003357289271	0.46206478170045534	0.4895429164864882
140	Epiblast	7	0.4507750240713351	0.48134035191013436	0.5875591919487719	0.36523517509184433	0.5113431834195034	0.6931366532209337	0.7477398798674184	0.29696485579608334
141	Zygote	6	0.455615441154008	0.4990147585843313	0.06870903411218532	0.4360330530590204	0.6121381658862639	0.47101790196492815	0.5243244752661933	0.2456950706390047
142	Oocyte	3	0.22451332806805618	0.2716031293145981	0.653310696330333	0.5212863602406792	0.49743363039160066	0.3891318728052343	0.4961164573826543	0.5124635255036326
143	4-cell	2	0.0942242770591114	0.7340796671393235	0.5789200488463524	0.5248047017473106	0.35557836926921105	0.6340083598666766	0.44980264632832245	0.45710508552997753
144	2-cell	4	0.08187749045516468	0.5109548053768964	0.2950919285842951	0.27607366730445837	0.5156384203194367	0.27783661264451626	0.35795115775962305	0.4282832605890917
145	Oocyte	6	0.3221523804891536	0.2160205489032138	0.501173713783346	0.46993638877629296	0.5480068759489345	0.4056250107322492	0.5381729293923674	0.43024635899013214
146	Zygote	4	0.13767724993945463	0.4226954685453221	0.31840030283793097	0.6310864833921175	0.37387756433260755	0.5092371301686254	0.4560775527773856	0.7319880126198899
147	4-cell	3	0.18892308631979565	0.42485190187168076	0.5348378555156839	0.6248596133290694	0.3111766177505198	0.5794562880106895	0.5000997040703155	0.981004146448687
148	Oocyte	2	0.08914446661407838	0.31032297305071876	0.5613328845859792	0.4915989726688532	0.5119032045768541	0.40163105131595644	0.39946743966479714	0.4618286126867859
149	2-cell	2	0.025689876860336414	0.5340112600599345	0.660462123034629	0.41896971147637446	0.6143794262767466	0.5379478251077747	0.4446595883367109	0.5109165169263303
150	Oocyte	2	0.02428242818715054	0.37828908066622213	0.4470594082511141	0.5394515824457199	0.6150457782404832	0.40452196882279584	0.4025715088533727	0.7294268709960958
151	4-cell	5	0.19460657039594986	0.3841849259753327	0.3349233141132312	0.7150145836657454	0.28034841319662573	0.4606072494971703	0.4749549835925756	0.5367534522490958
152	4-cell	7	0.30981871695005375	0.43492748440527346	0.5994126367756383	0.63742064265357	0.3851758615659659	0.486609775483708	0.6949945785160196	0.6254071233708733
153	8-cell	5	0.293129495726195	0.3814586825320257	0.6473932633390869	0.42198947698260036	0.49702985039710096	0.24938776151141523	0.5425172572376102	0.5782034741113177
154	Epiblast	4	0.17679001396788457	0.6404380566104564	0.653898730576794	0.730045343827462	0.394449771548664	0.37469436569657355	0.48177423108311196	0.3049842171152274
155	Epiblast	5	0.1974764568253103	0.5023826628296941	0.4552045488862516	0.7077320959248324	0.4454811786134998	0.3107586500419492	0.5005617213721266	0.30308526454681634
156	Zygote	4	0.18105797418197522	0.4807329453766558	0.32424879382977956	0.5621677119528552	0.6204872971397979	0.3538732962634956	0.5053067680117548	0.5431435364653268
157	2-cell	2	0.11520951876994101	0.4869973039609929	0.4287636013344444	0.29074408697300413	0.5282554836008098	0.5300249579793923	0.40595360574294514	0.6834216778491564
158	4-cell	2	0.06979293662977087	0.4626443115564084	0.447482841442991	0.5641223487027592	0.2721467088147758	0.6458062924085305	0.3419396454445467	0.40911754227894526
159	4-cell	5	0.3128775297577199	0.8928052914400095	0.7604552527633972	0.4752576285127268	0.38122289799167786	0.5834410485410322	0.6941004277493977	0.3829122521289364
160	Oocyte	2	0.09870192592520524	0.23510458335815174	0.6931740662967123	0.7180645068224156	0.628058367462127	0.4159425217329752	0.333806509283357	0.3889524966418865
161	8-cell	5	0.24364386246816794	0.4121973689335019	0.43741562597481	0.23807014904772106	0.38689556445852646	0.17002758007226287	0.4136714425404308	0.6401963310221188
162	Morula	1	0.0	0.799985583387552	0.6961783032641705	0.6181165988161113	0.5955667714234724	0.5999190736507733	0.5438334046003737	0.6611635940617065
163	Zygote	2	0.1808433325934958	0.5733849067162049	-0.013026745056238326	0.7236303973134799	0.5054148299310366	0.25839281072303955	0.16781658753725748	0.5208863301057299
164	Oocyte	3	0.16790730207823945	0.2688507129369855	0.5555683064221668	0.2867382622598339	0.6671016666971579	0.49479914577888995	0.43675801501522493	0.6619307083940381
165	2-cell	4	0.12999139207275462	0.6480087028768247	0.7595287396298709	0.32020760216512417	0.35312438236670685	0.5518847660674719	0.4501989942378788	0.4459678087262724
166	Morula	1	0.0	0.41251840306992843	0.39719783675658793	0.41913445900401863	0.4556696812255905	0.5301210612361051	0.35284270172928023	0.49835282718542445
167	Oocyte	4	0.2571604302450554	0.26759140397505554	0.4212859051030253	0.45808092766141795	0.5470659703043157	0.7794960312579995	0.524751834220111	0.7328349705970971
168	Oocyte	6	0.2983394205337053	0.2719886692928274	0.4614470552030272	0.4191737261702203	0.3779098930368614	0.5024777466629116	0.5703280898265327	0.8824893300577749
169	Oocyte	7	0.26660164554135724	0.34141781106658853	0.5314966317352114	0.5167069256626982	0.4238458435248218	0.526822087670834	0.6080194566079458	0.41711463095165324
170	Morula	1	0.0	0.5845029614141474	0.42782423496049315	0.6972345023146007	0.46096411870523996	0.4211958221236026	0.34990002209479387	0.44166912218203624
171	4-cell	3	0.2007159901898105	0.6854875390907533	0.7226459206714344	0.5059434807490778	0.3128908927522021	0.6672118510868024	0.5136068829420126	0.7831769682580676
172	Zygote	7	0.3113286709370633	0.4279319555538479	0.40926427013593747	0.6014311597482205	0.5533436724755778	0.6714377539728736	0.7205929410730008	0.4719817042887151
