cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank	cpg_per_100bp	residual_direction_label	nearest_gene	distance_to_TSS	gene_type	simple_genomic_context	morula_entry_rank	reset_dynamic_score_x	morula_entry_velocity_x	blastocyst_exit_velocity_x	in_morula_entry_top100	dynamic_reset_rank	reset_dynamic_score_y	morula_entry_velocity_y	blastocyst_exit_velocity_y	in_dynamic_reset_top100	blastocyst_exit_rank	reset_dynamic_score	morula_entry_velocity	blastocyst_exit_velocity	in_blastocyst_exit_top100	latent_loading_rank	latent_loading_norm	in_latent_loading_top100
cluster_6651	-0.0778453896585507	-0.0738380012452566	-0.0629214900756381	0.0778453896585507	-1.0	0.1749216410627069	0.1552039818434537	-0.1228297473438376	0.0507288507898726	-0.0017170929417129	0.0627366577811267	-0.1202981210545943	0.0057479479785455	0.0057479479785455	M01	1	age_DMR	age_DMR	cluster_6651	chr6	168867541	168867685	145	3	0.028197967	19	2.0689655172413794	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	54.0	2.497165883038265	-0.8205569479253689	-0.9727400050929458	True					False	49.0	2.497165883038265	-0.8205569479253689	-0.9727400050929458	True	33.0	0.1749216410627069	True
cluster_5923	0.0774541554875099	-0.2132750716026255	-0.1638854222245348	0.0774541554875099	1.0	0.1514917617104683	-0.0321747247224669	0.0254633499835354	0.0630938161649986	-0.0021356278471871	-0.1339168074474304	0.2567867158266467	-0.0165190405575195	0.0165190405575195	M09	9	age_DMR	age_DMR	cluster_5923	chr5	120191823	120192115	293	2	0.033485903	20	0.68259385665529	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	31.0	12.200283286451574	-2.2629629629629626	0.6283549783549783	True	36.0	12.200283286451574	-2.2629629629629626	0.6283549783549783	True	68.0	12.200283286451574	-2.2629629629629626	0.6283549783549783	True	52.0	0.1514917617104683	True
cluster_242	0.0773625907521746	-0.0128289750485122	-0.1991193787419469	0.0773625907521746	1.0	0.204471231201669	0.1204840596060148	-0.0953521064639546	-0.0807799363940376	0.0027342755937595	-0.1441064802365109	0.2763255075640713	-0.0009924827464479	0.0009924827464479	M01	1	age_DMR	age_DMR	cluster_242	chr1	33231070	33231109	40	2	-0.017895363	21	5.0	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	46.0	6.257146956115804	-1.271690122742755	-0.09	True	57.0	6.257146956115804	-1.271690122742755	-0.09	True					False	15.0	0.204471231201669	True
cluster_6087	-0.0747346449206742	0.4452380336659061	0.045873077445205	0.0747346449206742	-1.0	0.1554486838462534	0.1295933151226095	-0.1025612485252861	0.0628781790255892	-0.0021283288643738	0.0584482727502741	-0.1120751031282964	-0.0332747063512007	0.0332747063512007	M10	10	age_DMR	age_DMR	cluster_6087	chr6	2437142	2437147	6	2	0.055167825	22	33.333333333333336	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	19.0	19.127795451321344	2.946666666666667	-2.0000000000000004	True	23.0	19.127795451321344	2.946666666666667	-2.0000000000000004	True	29.0	19.127795451321344	2.946666666666667	-2.0000000000000004	True	48.0	0.1554486838462534	True
cluster_6495	0.074610828498747	-0.2050325310592071	-0.0386695185251952	0.074610828498747	1.0	0.15769411080267	-0.0562161070941744	0.044489903860819	0.0603492762759148	-0.0020427294274827	-0.1344066469263867	0.2577259875542288	-0.0152976470115225	0.0152976470115225	M09	9	age_DMR	age_DMR	cluster_6495	chr6	130182053	130182551	499	6	0.010966867	23	1.2024048096192383	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	41.0	8.056062391620975	-1.462212297506415	0.3410714285714286	True	44.0	8.056062391620975	-1.462212297506415	0.3410714285714286	True	92.0	8.056062391620975	-1.462212297506415	0.3410714285714286	True	46.0	0.15769411080267	True
cluster_7072	-0.0731353853165772	-0.487504142266471	-0.1357192775362327	0.0731353853165772	-1.0	0.1520134020589749	0.1458155691746288	-0.1153996779450087	-0.0177539584491341	0.0006009439651362	0.0391240482466861	-0.0750207240644802	0.0356538032880858	0.0356538032880858	M01	1	age_DMR	age_DMR	cluster_7072	chr7	132435910	132436239	330	2	0.082616718	24	0.6060606060606061	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	12.0	22.433276661750984	-3.739340518816223	2.0064777327935226	True	13.0	22.433276661750984	-3.739340518816223	2.0064777327935226	True	28.0	22.433276661750984	-3.739340518816223	2.0064777327935226	True	51.0	0.1520134020589749	True
cluster_2190	0.0710896289019975	-0.1772726933756937	-0.1782828621798618	0.0710896289019975	1.0	0.1591115694154581	-0.0481020353884071	0.038068358706427	0.0605742808770318	-0.0020503454843501	-0.1390447489464202	0.2666195910390703	-0.0126022499865356	0.0126022499865356	M12	12	age_DMR	age_DMR	cluster_2190	chr13	58299015	58299073	59	2	0.067321522	25	3.3898305084745766	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	34.0	9.600695812302972	-2.1333333333333337	0.0	True	40.0	9.600695812302972	-2.1333333333333337	0.0	True					False	45.0	0.1591115694154581	True
cluster_587	-0.0693649918891212	0.3273820336421468	0.0763216700615568	0.0693649918891212	-1.0	0.2159173090614892	-0.0044242250611157	0.0035013692303155	0.1856130037053398	-0.0062827123735316	0.1102203404115808	-0.2113485213026406	-0.0227088521082315	0.0227088521082315	M05	5	age_DMR	age_DMR	cluster_587	chr1	213122829	213123025	197	2	-0.017575416	26	1.015228426395939	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	26.0	20.327742309927014	2.422222222222222	-3.0	True	17.0	20.327742309927014	2.422222222222222	-3.0	True	17.0	20.327742309927014	2.422222222222222	-3.0	True	9.0	0.2159173090614892	True
cluster_125	-0.0639287189875389	-0.1479264643930105	0.0165938463937258	0.0639287189875389	-1.0	0.2033748686770908	0.2033260645404944	-0.1609139716603163	0.0032686018884233	-0.0001106371057986	-0.0030273634723345	0.0058049974345416	0.0094567493730009	0.0094567493730009	M07	7	age_DMR	age_DMR	cluster_125	chr1	6529710	6530205	496	2	-0.020406298	27	0.40322580645161293	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	57.0	5.297380556801568	-0.7879957079957078	0.3714285714285714	True	70.0	5.297380556801568	-0.7879957079957078	0.3714285714285714	True	89.0	5.297380556801568	-0.7879957079957078	0.3714285714285714	True	16.0	0.2033748686770908	True
cluster_5002	-0.0620667827294791	-0.3262877823532926	-0.0692425859295732	0.0620667827294791	-1.0	0.1715543673598173	0.1696001634112368	-0.1342230075146391	-0.0197063207648708	0.0006670284022922	0.0166837182013169	-0.031991183827879	0.0202516328946053	0.0202516328946053	M01	1	age_DMR	age_DMR	cluster_5002	chr22	26829758	26830041	284	3	0.073881417	28	1.0563380281690142	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	29.0	17.85537251843628	-2.373182209697194	2.3241438139180954	True	25.0	17.85537251843628	-2.373182209697194	2.3241438139180954	True	24.0	17.85537251843628	-2.373182209697194	2.3241438139180954	True	35.0	0.1715543673598173	True
cluster_643	0.0618002006883134	0.632262633850145	0.0607590152627167	0.0618002006883134	1.0	0.1011943853665421	-0.0388742200333113	0.0307653873835311	0.0250115911723228	-0.0008466035795074	-0.0900195476190728	0.1726133144443153	0.0390739576596605	0.0390739576596605	M13	13	age_DMR	age_DMR	cluster_643	chr1	236192895	236192973	79	3	0.045617076	29	3.7974683544303796	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	8.0	27.20863061559852	4.15812989467717	-3.0043781642086724	True	9.0	27.20863061559852	4.15812989467717	-3.0043781642086724	True	15.0	27.20863061559852	4.15812989467717	-3.0043781642086724	True			False
cluster_832	0.0616692971968747	0.050238455039243	-0.0865082963090844	0.0616692971968747	1.0	0.1924324018912178	0.1079577773366572	-0.0854387004544703	-0.0497784282897166	0.0016849226137584	-0.151319052624438	0.2901556817704329	0.0030981702145269	0.0030981702145269	M01	1	age_DMR	age_DMR	cluster_832	chr10	17347047	17347391	345	3	0.093944091	30	0.8695652173913043	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	81.0	4.733467877838223	-0.217619047619048	-1.2325358851674642	True	45.0	4.733467877838223	-0.217619047619048	-1.2325358851674642	True	20.0	0.1924324018912178	True
cluster_5679	-0.0613185877440524	0.0119105178228674	-0.0828426565086882	0.0613185877440524	-1.0	0.1180060944666299	0.0737705751502092	-0.0583826587403497	0.0638624277586354	-0.0021616441578624	0.06636965341214	-0.127264423750144	-0.0007303361321985	0.0007303361321985	M01	1	age_DMR	age_DMR	cluster_5679	chr4	186427685	186427765	81	3	0.024534686	31	3.7037037037037033	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	76.0	4.362218266605206	-0.4255928321149249	-1.28	True	86.0	4.362218266605206	-0.4255928321149249	-1.28	True	43.0	4.362218266605206	-0.4255928321149249	-1.28	True	85.0	0.1180060944666299	True
cluster_1387	0.0591703250537913	-0.0011402334070978	-0.1393359570690927	0.0591703250537913	1.0	0.1532397446635056	-0.0193582728881351	0.0153203013197241	0.0719704377256174	-0.0024360877233851	-0.133895230344131	0.2567453415316727	-6.746798133517158e-05	6.746798133517158e-05	M12	12	age_DMR	age_DMR	cluster_1387	chr11	59824038	59824089	52	2	0.027980847	32	3.846153846153846	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	53.0	1.88932773494709	-0.8428571428571429	-0.8571428571428571	True					False	52.0	1.88932773494709	-0.8428571428571429	-0.8571428571428571	True	50.0	0.1532397446635056	True
cluster_6114	-0.0590051237513787	-0.1988417963159236	-0.0970905295285117	0.0590051237513787	-1.0	0.1658284212962389	0.1652131247025047	-0.1307510678789362	-0.0065858140868744	0.000222919595219	0.0126615871221048	-0.0242787103143463	0.0117326847985675	0.0117326847985675	M01	1	age_DMR	age_DMR	cluster_6114	chr6	7248862	7248983	122	3	0.03469714	33	2.459016393442623	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	36.0	7.132957978762305	-1.7755939550666118	-0.4055227733726721	True	48.0	7.132957978762305	-1.7755939550666118	-0.4055227733726721	True	85.0	7.132957978762305	-1.7755939550666118	-0.4055227733726721	True	41.0	0.1658284212962389	True
cluster_1764	-0.0569407704222629	0.3504452358186836	0.1024959406519046	0.0569407704222629	-1.0	0.1908085128506311	-0.0186661231305814	0.0147725281322413	0.1551307575884885	-0.0052509356066656	0.109516722346704	-0.2099993271609946	-0.0199546217183274	0.0199546217183274	M15	15	age_DMR	age_DMR	cluster_1764	chr12	25801455	25801621	167	4	0.045710488	34	2.3952095808383236	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	24.0	12.21073896431663	2.717647058823529	0.0	True	35.0	12.21073896431663	2.717647058823529	0.0	True					False	22.0	0.1908085128506311	True
cluster_5661	0.0516704121145394	0.1684765781676832	-0.1590321337232384	0.0516704121145394	1.0	0.1781059747072654	0.122301384147463	-0.0967903525167716	-0.0166163947259085	0.0005624391969523	-0.1284056271677863	0.2462189767107488	0.0087052542255716	0.0087052542255716	M01	1	age_DMR	age_DMR	cluster_5661	chr4	177190237	177190421	185	5	0.055498035	35	2.7027027027027026	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model					False	53.0	6.565889979004321	0.0566666666666688	-1.5	True	40.0	6.565889979004321	0.0566666666666688	-1.5	True	31.0	0.1781059747072654	True
cluster_6975	-0.0499656462751898	0.1711368283058644	0.1140483568793206	0.0499656462751898	-1.0	0.1141073559387794	0.0633382300725208	-0.0501264123807125	0.0381755463501552	-0.001292183050931	0.0868987051197362	-0.166629070111643	-0.0085509622277887	0.0085509622277887	M03	3	age_DMR	age_DMR	cluster_6975	chr7	94927713	94928249	537	2	0.037164296	36	0.37243947858473	negative_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	37.0	18.13111164027258	1.7111111111111106	-3.3000000000000003	True	24.0	18.13111164027258	1.7111111111111106	-3.3000000000000003	True	14.0	18.13111164027258	1.7111111111111106	-3.3000000000000003	True	87.0	0.1141073559387794	True
cluster_3348	0.047389319232879	0.8828949967479023	0.091463977611072	0.047389319232879	1.0	0.1183438996955896	-0.0297058545703696	0.0235094652094145	0.078344625692128	-0.0026518441025663	-0.0835760756709967	0.1602578974387457	0.041839792849998	0.041839792849998	M02	2	age_DMR	age_DMR	cluster_3348	chr17	38911538	38911540	3	2	0.023898612	37	66.66666666666667	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	2.0	43.40086474600204	5.846153846153847	-6.0	True	2.0	43.40086474600204	5.846153846153847	-6.0	True	3.0	43.40086474600204	5.846153846153847	-6.0	True	84.0	0.1183438996955896	True
cluster_5977	0.0462132483412721	0.854957231281879	0.077018513649888	0.0462132483412721	1.0	0.1105417275128088	-0.0372905979808458	0.0295120954622667	0.0715367404901885	-0.0024214077444343	-0.0755736699107992	0.1449132104420815	0.0395103508503958	0.0395103508503958	M06	6	age_DMR	age_DMR	cluster_5977	chr5	147040667	147040773	107	3	0.060793808	38	2.803738317757009	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	4.0	41.52915597705978	5.591854469590602	-5.730909090909091	True	3.0	41.52915597705978	5.591854469590602	-5.730909090909091	True	5.0	41.52915597705978	5.591854469590602	-5.730909090909091	True	90.0	0.1105417275128088	True
cluster_4909	0.0455104341629633	-0.3182889463960755	-0.2917110536039242	0.0455104341629633	1.0	0.1097000246660427	-0.0585791842920642	0.0463600631938673	0.0785668986948029	-0.0026593676990619	-0.0492931740597754	0.0945201167855638	-0.0144854681397575	0.0144854681397575	M15	15	age_DMR	age_DMR	cluster_4909	chr21	32014696	32015231	536	2	0.023414564	39	0.3731343283582089	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	13.0	26.642215993582443	-3.659999999999999	3.4533333333333336	True	10.0	26.642215993582443	-3.659999999999999	3.4533333333333336	True	13.0	26.642215993582443	-3.659999999999999	3.4533333333333336	True	92.0	0.1097000246660427	True
cluster_1718	0.0448208684134199	0.5260137442757669	0.0270653780271027	0.0448208684134199	1.0	0.1364618767163422	-0.0450285151597167	0.0356359487343234	0.1010601522497824	-0.0034207294550259	-0.0798819269090833	0.1531743330495692	0.0235763928158344	0.0235763928158344	M00	0	age_DMR	age_DMR	cluster_1718	chr12	7188165	7188426	262	3	0.013745268	40	1.1450381679389312	positive_delta_beta	NA_no_gene_tss_file		NA	unclassified_without_gene_model	15.0	25.2412631513498	3.318474733817218	-3.4715789473684207	True	11.0	25.2412631513498	3.318474733817218	-3.4715789473684207	True	12.0	25.2412631513498	3.318474733817218	-3.4715789473684207	True	70.0	0.1364618767163422	True
