module_id	candidate_control	control_modality	control_value	control_stage_window	leakage_status	interpretation	control_value_z	linked_genes	n_DMRs	latent_control_PC1	latent_control_PC2	latent_control_PC3	latent_control_norm	ridge_weight	candidate_control_direction_PC1	candidate_control_direction_PC2	candidate_control_direction_PC3
M09	internal_age_weight_abs_M09	internal_methylation_prior_proxy	0.027244410999999996	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.986017132259945		3	-0.0274640862498153	0.0361868642738797	-0.0964862081446236	0.106645926043338	0.6164484768865169	0.02708005956418267	-0.03568086813681072	0.09513705425739791
M09	measured_residual_module_weight_M09	measured_residual_diagnostic	0.6164484768865169	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.0008940245729461793		3	-0.0274640862498153	0.0361868642738797	-0.0964862081446236	0.106645926043338	0.6164484768865169	-2.455356798084816e-05	3.2351945878716656e-05	-8.626104103169328e-05
M10	internal_genomic_cpg_density_M10	internal_genomic_proxy	13.212607532711631	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	2.4832219605762713		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.35447614912929487	-0.12439267775276498	-0.3601712009158815
M10	internal_age_weight_abs_M10	internal_methylation_prior_proxy	0.052975351	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.9522702836367927		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.2786836066972157	-0.09779557854037899	-0.2831609673775093
M10	measured_residual_module_weight_M10	measured_residual_diagnostic	0.739203368289564	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.2465238530297513		3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	-0.03519090418732564	-0.012349182914435635	-0.03575628502396559
M11	internal_genomic_cpg_density_M11	internal_genomic_proxy	0.7897525659228273	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.8702560496755531		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0006303778884070071	-0.0013656101569869197	0.008429342189034445
M11	internal_age_weight_abs_M11	internal_methylation_prior_proxy	0.032178605	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.42256783200922754		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0003060908542376856	-0.0006630955609247219	0.004093012459278124
M11	measured_residual_module_weight_M11	measured_residual_diagnostic	0.0463894872238132	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-1.139781432353358		4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0008256110518740902	-0.0017885507390004757	0.011039978081848619
M12	internal_genomic_cpg_density_M12	internal_genomic_proxy	4.16947629631447	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	0.04208086811785581		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.000660373983562453	0.0018235964569808937	-0.008686238069817494
M12	internal_age_weight_abs_M12	internal_methylation_prior_proxy	0.0365853255	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.08064780607178258		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0012656039512311502	0.00349491491011756	-0.01664713858530709
M12	measured_residual_module_weight_M12	measured_residual_diagnostic	1.093930175059908	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.9563243644403054		4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.015007573711515308	0.04144281714515891	-0.19740232255262394
M13	internal_genomic_cpg_density_M13	internal_genomic_proxy	12.192437432543837	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	2.207832929087527		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	-0.04271434494681425	0.10242103173410064	-0.10554799756351303
M13	internal_age_weight_abs_M13	internal_methylation_prior_proxy	0.043695692714285715	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.8926003623383028		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	-0.017268897149897596	0.04140759422168069	-0.04267178898731748
M13	measured_residual_module_weight_M13	measured_residual_diagnostic	0.4282442670836051	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.3756984455140771		7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	0.007268535941395952	-0.017428593397396556	0.017960697156611437
M14	internal_genomic_cpg_density_M14	internal_genomic_proxy	2.308006801495895	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.4604120801067717		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	0.0018036275472125697	-0.007078907552333792	0.006951867178357155
M14	internal_age_weight_abs_M14	internal_methylation_prior_proxy	0.0423546708	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.7394653499684684		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	-0.0028967964417940927	0.01136939510659019	-0.01116535624952768
M14	measured_residual_module_weight_M14	measured_residual_diagnostic	0.1333504329492505	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.9657744992133356		5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	0.003783344456932238	-0.014848933578691553	0.014582449794146392
M15	internal_genomic_cpg_density_M15	internal_genomic_proxy	3.5894479697321775	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.11449443149861202		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.0006789752859532161	0.0023441836979304423	0.0032425602902477805
M15	internal_age_weight_abs_M15	internal_methylation_prior_proxy	0.029407300666666664	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.7390307613951512		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.004382602856564066	0.015131075288605958	0.020929854568521526
M15	measured_residual_module_weight_M15	measured_residual_diagnostic	0.0556550758103894	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-1.1212411940861962		3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.006649188527447551	0.022956534166963284	0.03175431437272981
M00	RNA_delta_8cell_to_morula_M00	RNA	-0.37201439736733855	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.25467468443824265	ABLIM1,DSCAML1,FOXD2,GREM2,HMGCS2,HOXD9,INPP5J,KDELC2,NKX6-2,SGIP1,SMTNL2	16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	0.002087955273117314	-0.014631625472111283	0.017814096105201217
M00	RNA_delta_morula_to_blastocyst_M00	RNA	9.34212141156526	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	1.2806555413105694	ABLIM1,DSCAML1,FOXD2,GREM2,HMGCS2,HOXD9,INPP5J,KDELC2,NKX6-2,SGIP1,SMTNL2	16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	-0.010499478958517104	0.07357650125520851	-0.0895798533760319
M01	RNA_delta_8cell_to_morula_M01	RNA	-0.06193438914027153	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.2056661860606841	ASB5,ASPHD2,CIT,FGL2,FSHR,KIAA1522,LYL1,MIR647,PDLIM3,SLCO1C1,SMOC2,SNORD46	21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	0.06411536791997592	0.013095837231210439	0.05748829591041126
M01	RNA_delta_morula_to_blastocyst_M01	RNA	-0.18345797405209172	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.22487312703065715	ASB5,ASPHD2,CIT,FGL2,FSHR,KIAA1522,LYL1,MIR647,PDLIM3,SLCO1C1,SMOC2,SNORD46	21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	0.07010303225359528	0.014318843197675036	0.06285706521160214
M02	RNA_delta_8cell_to_morula_M02	RNA	-8.20802488687783	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-1.4931650648967145	CDKN1C,CHAT,COL13A1,FGF5,FGFR3,GDF11,HOXA11,HOXB5,KCNH4,KRT19,KRT25,MAN2A2,MFSD7,NEUROD2,NUDT13,PCDHGA1,PYY2,RFPL2,SDHD,SELV,SLC9A3R2,TRIM17,TSC22D4,ZIC1	30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	-0.04626421316657466	-0.299698457953141	0.27762616159366915
M02	RNA_delta_morula_to_blastocyst_M02	RNA	5.805451414779356	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.7216808212360101	CDKN1C,CHAT,COL13A1,FGF5,FGFR3,GDF11,HOXA11,HOXB5,KCNH4,KRT19,KRT25,MAN2A2,MFSD7,NEUROD2,NUDT13,PCDHGA1,PYY2,RFPL2,SDHD,SELV,SLC9A3R2,TRIM17,TSC22D4,ZIC1	30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.022360552183291908	0.14485111816740076	-0.13418307259243273
M03	RNA_delta_8cell_to_morula_M03	RNA	-0.1983846153846153	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.22723229968970746	LRFN1	5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	9.134337172313777e-05	0.008041287178511429	0.016038118845116845
M03	RNA_delta_morula_to_blastocyst_M03	RNA	0.7971025641025642	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.0698944174452917	LRFN1	5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	2.809632152997406e-05	0.002473420740008501	0.00493316740238303
M04	RNA_delta_8cell_to_morula_M04	RNA	-5.599476244343892	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-1.0808809816810343	ALX4,BBC3,CTXN3,DSC1,IGF1,OR2H2,PNPLA1,SLC3A1	10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.019125737159134362	-0.0012675039381917787	0.029020189657317525
M04	RNA_delta_morula_to_blastocyst_M04	RNA	-0.39774583875319114	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.2587415680487698	ALX4,BBC3,CTXN3,DSC1,IGF1,OR2H2,PNPLA1,SLC3A1	10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.004578323891818995	-0.0003034154194902015	0.006946860481649994
M05	RNA_delta_8cell_to_morula_M05	RNA	0.2214140271493213	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.1608826462271731	MYH1,VASH2	6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	0.011414947897140423	0.05225085540993326	0.08302023842055262
M05	RNA_delta_morula_to_blastocyst_M05	RNA	2.0698808446455508	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.13126963906268202	MYH1,VASH2	6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	-0.009313845374354977	-0.04263325530270801	-0.06773904450188654
M06	RNA_delta_8cell_to_morula_M06	RNA	0.2766993778280571	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.15214473360090186	ARID3C,ATN1,C11orf63,COMP,CRYBA2,GIPR,IFI30,JAKMIP2,MKRN1,NKX2-5,SLC24A5,SMYD1,SNORA18,TNFRSF18,TNFRSF25,WNT1	23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	0.0035440314573142707	-0.009968217617457191	0.013859842314798249
M06	RNA_delta_morula_to_blastocyst_M06	RNA	-10.068134772725951	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-1.7871575503971413	ARID3C,ATN1,C11orf63,COMP,CRYBA2,GIPR,IFI30,JAKMIP2,MKRN1,NKX2-5,SLC24A5,SMYD1,SNORA18,TNFRSF18,TNFRSF25,WNT1	23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	0.04162971946435245	-0.11709097618699844	0.16280367551321315
M07	RNA_delta_8cell_to_morula_M07	RNA	3.3942107304460243	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	0.3405814854816131	ADAM29,C1QTNF7,CFD,IRF9,PLA2G12B,TMEM223,TNFRSF25	9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	-0.03551014009371904	-0.008312228264115786	-0.016572228297242343
M07	RNA_delta_morula_to_blastocyst_M07	RNA	10.307047249669097	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	1.4331631687502162	ADAM29,C1QTNF7,CFD,IRF9,PLA2G12B,TMEM223,TNFRSF25	9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	-0.14942628143016295	-0.034977765692487776	-0.0697357555597662
M08	RNA_delta_8cell_to_morula_M08	RNA	-0.20514253393665158	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.22830039641186248	KRTAP13-4,MYBPC1,SCGN,TAS2R20	7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.016316158156217387	-0.0039384953177798825	0.01827211250281544
M08	RNA_delta_morula_to_blastocyst_M08	RNA	1.5863159416100594	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.05484165551946422	KRTAP13-4,MYBPC1,SCGN,TAS2R20	7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	-0.003919419935610223	0.0009460938608842645	-0.004389273585335885
M10	RNA_delta_8cell_to_morula_M10	RNA	-0.2910520361990951	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.24187849106659007	C6orf47,PDLIM3	3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	0.03452778584907167	0.012116481600214666	0.035082512955450035
M10	RNA_delta_morula_to_blastocyst_M10	RNA	0.23192849307555205	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.15922082291507736	C6orf47,PDLIM3	3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	0.02272852973442463	0.007975889723449852	0.02309368872802256
M11	RNA_delta_8cell_to_morula_M11	RNA	-0.0453461538461542	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.20304439658400494	CDH24,TNFRSF25	4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0001470770562516844	-0.00031861828527106714	0.0019666978460082902
M11	RNA_delta_morula_to_blastocyst_M11	RNA	27.285346153846156	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	4.116602643151108	CDH24,TNFRSF25	4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	0.002981898583259223	0.006459793510039042	-0.039873612310240426
