group	random_mode	iteration	random_morula_accessibility_mean	random_morula_minus_8cell_mean	random_overlap_fraction
top25_residual	module_matched_random_sets	26	1.6419136909999998	0.07902424386363632	0.88
top25_residual	module_matched_random_sets	27	1.5091751124285715	0.015338132809523812	0.84
top25_residual	module_matched_random_sets	28	1.473853767782609	0.032619435	0.92
top25_residual	module_matched_random_sets	29	1.605649760826087	-0.03848592708695657	0.92
top25_residual	module_matched_random_sets	30	1.4426566224	-0.13124921365000003	0.8
top25_residual	module_matched_random_sets	31	1.6843904849999998	-0.061837721761904794	0.84
top25_residual	module_matched_random_sets	32	1.312074735809524	-0.09078468761904769	0.84
top25_residual	module_matched_random_sets	33	1.5108819176818182	-0.09868726831818186	0.88
top25_residual	module_matched_random_sets	34	1.6023836457916667	0.05698489987499996	0.96
top25_residual	module_matched_random_sets	35	1.6023384103333334	-0.019236445047619073	0.84
top25_residual	module_matched_random_sets	36	1.442077507590909	-0.08880760804545448	0.88
top25_residual	module_matched_random_sets	37	1.408586968	-0.005707120904761929	0.84
top25_residual	module_matched_random_sets	38	1.627708874363636	0.09881224495454544	0.88
top25_residual	module_matched_random_sets	39	1.4364807157727273	-0.20039260154545452	0.88
top25_residual	module_matched_random_sets	40	1.2075507756363637	-0.14392731413636362	0.88
top25_residual	module_matched_random_sets	41	1.4702116536363639	-0.18866768490909092	0.88
top25_residual	module_matched_random_sets	42	1.4592744796521742	-0.01438071517391305	0.92
top25_residual	module_matched_random_sets	43	1.250775590818182	-0.010626906181818172	0.88
top25_residual	module_matched_random_sets	44	1.635790442952381	-0.015757518809523845	0.84
top25_residual	module_matched_random_sets	45	1.335438101909091	-0.07243752459090912	0.88
top25_residual	module_matched_random_sets	46	1.4171600966666666	-0.0786732310952381	0.84
top25_residual	module_matched_random_sets	47	1.4310817581904762	-0.007485772952380955	0.84
top25_residual	module_matched_random_sets	48	1.5067130415652172	-0.1431776713478261	0.92
top25_residual	module_matched_random_sets	49	1.499382429043478	-0.007216633217391367	0.92
top25_residual	module_matched_random_sets	50	1.3863641046363637	-0.009319760272727294	0.88
top25_residual	module_matched_random_sets	51	1.6393480559545457	-0.016354581909090934	0.88
top25_residual	module_matched_random_sets	52	1.4189211466956522	0.03033783026086956	0.92
top25_residual	module_matched_random_sets	53	1.372567086952381	0.0036680756190476432	0.84
top25_residual	module_matched_random_sets	54	1.4564727937391302	-0.031041215478260914	0.92
top25_residual	module_matched_random_sets	55	1.5130629241304345	0.002549661478260838	0.92
top25_residual	module_matched_random_sets	56	1.4169218762727274	-0.08617676277272729	0.88
top25_residual	module_matched_random_sets	57	1.3183069136818182	-0.16318242877272726	0.88
top25_residual	module_matched_random_sets	58	1.501002002782609	0.003461984260869528	0.92
top25_residual	module_matched_random_sets	59	1.6227032748095236	0.02995176223809521	0.84
top25_residual	module_matched_random_sets	60	1.5937422686363638	-0.0017823595454545323	0.88
top25_residual	module_matched_random_sets	61	1.4056072656666667	-0.18280149066666668	0.84
top25_residual	module_matched_random_sets	62	1.553246947714286	-0.048042369238095246	0.84
top25_residual	module_matched_random_sets	63	1.587513954347826	-0.1056702373478261	0.92
top25_residual	module_matched_random_sets	64	1.2657783711904762	-0.13572274580952387	0.84
top25_residual	module_matched_random_sets	65	1.243523618818182	-0.15598332013636365	0.88
top25_residual	module_matched_random_sets	66	1.354058269590909	-0.08278784409090904	0.88
top25_residual	module_matched_random_sets	67	1.3642174735217392	-0.07588945921739133	0.92
top25_residual	module_matched_random_sets	68	1.283383021695652	-0.07824808604347826	0.92
top25_residual	module_matched_random_sets	69	1.5026749596818183	-0.1545691833636364	0.88
top25_residual	module_matched_random_sets	70	1.5911100080476193	-0.009064074952380992	0.84
top25_residual	module_matched_random_sets	71	1.385839434409091	-0.08151066122727274	0.88
top25_residual	module_matched_random_sets	72	1.5348722840454547	-0.09856763218181822	0.88
top25_residual	module_matched_random_sets	73	1.4017693865	-0.1751624	0.88
top25_residual	module_matched_random_sets	74	1.6360992893333335	-0.028461756666666706	0.84
top25_residual	module_matched_random_sets	75	1.487067342772727	-0.03375417904545461	0.88
top25_residual	module_matched_random_sets	76	1.2924213985714286	-0.17187072580952384	0.84
top25_residual	module_matched_random_sets	77	1.2498727405	-0.04946208372727277	0.88
top25_residual	module_matched_random_sets	78	1.4457692845909091	-0.15375499227272726	0.88
top25_residual	module_matched_random_sets	79	1.5659130397826089	-0.05895937773913046	0.92
top25_residual	module_matched_random_sets	80	1.4248821686190478	-0.06387241123809531	0.84
top25_residual	module_matched_random_sets	81	1.3489707916190476	0.02203409152380955	0.84
top25_residual	module_matched_random_sets	82	1.6095060493913045	0.01581834126086951	0.92
top25_residual	module_matched_random_sets	83	1.6527987824761905	0.06506787538095238	0.84
top25_residual	module_matched_random_sets	84	1.4332617624761905	-0.14675217761904757	0.84
top25_residual	module_matched_random_sets	85	1.5265485572083335	0.016770834916666616	0.96
top25_residual	module_matched_random_sets	86	1.3635162861818182	0.030254213090909032	0.88
top25_residual	module_matched_random_sets	87	1.3951403113181817	-0.22209192454545457	0.88
top25_residual	module_matched_random_sets	88	1.5542242656818182	-0.059574708363636424	0.88
top25_residual	module_matched_random_sets	89	1.5985545174499998	0.06132842585	0.8
top25_residual	module_matched_random_sets	90	1.505170135590909	-0.21102710436363636	0.88
top25_residual	module_matched_random_sets	91	1.5221405297619046	-0.0841213454761905	0.84
top25_residual	module_matched_random_sets	92	1.4714019824545455	-0.08125385386363639	0.88
top25_residual	module_matched_random_sets	93	1.594197899136364	-0.014302472500000041	0.88
top25_residual	module_matched_random_sets	94	1.2339726255	-0.16377290908333333	0.96
top25_residual	module_matched_random_sets	95	1.5795706089523809	0.1333365418571428	0.84
top25_residual	module_matched_random_sets	96	1.4044124228571429	-0.1919852411428572	0.84
top25_residual	module_matched_random_sets	97	1.5125867928260868	0.011967860086956465	0.92
top25_residual	module_matched_random_sets	98	1.4255328812272727	-0.12206067113636367	0.88
top25_residual	module_matched_random_sets	99	1.6741137098260865	0.054544738869565165	0.92
top25_residual	module_matched_random_sets	100	1.7118144647826088	-0.07215318039130439	0.92
top25_residual	module_matched_random_sets	101	1.424405809909091	-0.32594195431818185	0.88
top25_residual	module_matched_random_sets	102	1.38676298625	0.016628878849999928	0.8
top25_residual	module_matched_random_sets	103	1.3790082084761905	-0.19995306899999998	0.84
top25_residual	module_matched_random_sets	104	1.4212357099545454	-0.053088461045454546	0.88
top25_residual	module_matched_random_sets	105	1.5861033029545455	-0.13798658945454545	0.88
top25_residual	module_matched_random_sets	106	1.539308734409091	0.013035482227272738	0.88
top25_residual	module_matched_random_sets	107	1.2195236495454547	-0.12984925531818184	0.88
top25_residual	module_matched_random_sets	108	1.6547321762380955	-0.03545929904761907	0.84
top25_residual	module_matched_random_sets	109	1.5054004678181818	0.005767077863636322	0.88
top25_residual	module_matched_random_sets	110	1.5909143332727274	-0.14974822709090915	0.88
top25_residual	module_matched_random_sets	111	1.5383320826190474	-0.12129171533333336	0.84
top25_residual	module_matched_random_sets	112	1.6682158831363636	0.11873274513636352	0.88
top25_residual	module_matched_random_sets	113	1.6412184564999999	0.012400596272727242	0.88
top25_residual	module_matched_random_sets	114	1.574192936904762	0.04139642647619042	0.84
top25_residual	module_matched_random_sets	115	1.5592181268181817	-0.005528485090909107	0.88
top25_residual	module_matched_random_sets	116	1.487471745	-0.12798086133333333	0.84
top25_residual	module_matched_random_sets	117	1.6347994548695655	-0.05628996404347824	0.92
top25_residual	module_matched_random_sets	118	1.6782038517727274	-0.024191886727272762	0.88
top25_residual	module_matched_random_sets	119	1.6732980895909089	0.08410023131818174	0.88
top25_residual	module_matched_random_sets	120	1.557988983818182	-0.07015940677272732	0.88
top25_residual	module_matched_random_sets	121	1.496818866272727	-0.025043244818181855	0.88
top25_residual	module_matched_random_sets	122	1.1143033001363636	-0.1308935664090909	0.88
top25_residual	module_matched_random_sets	123	1.4381558782380952	-0.1137981763333334	0.84
top25_residual	module_matched_random_sets	124	1.6626676438636365	-0.02753025368181822	0.88
top25_residual	module_matched_random_sets	125	1.3558369060000002	-0.1261429249545455	0.88
top25_residual	module_matched_random_sets	126	1.741795230909091	-0.05692104036363643	0.88
top25_residual	module_matched_random_sets	127	1.5221349621818183	-0.07694861177272726	0.88
top25_residual	module_matched_random_sets	128	1.4845936996190476	-0.08499842071428579	0.84
top25_residual	module_matched_random_sets	129	1.3818387370869565	-0.0934755866086957	0.92
top25_residual	module_matched_random_sets	130	1.4927076085416668	-0.00779049225000002	0.96
top25_residual	module_matched_random_sets	131	1.4254025211304349	-0.11513102360869565	0.92
top25_residual	module_matched_random_sets	132	1.5878765786521742	-0.030144293000000048	0.92
top25_residual	module_matched_random_sets	133	1.509694317681818	-0.09105655600000001	0.88
top25_residual	module_matched_random_sets	134	1.4266352228181818	-0.07739608954545453	0.88
top25_residual	module_matched_random_sets	135	1.4591686527727274	-0.06383412686363638	0.88
top25_residual	module_matched_random_sets	136	1.549428120636364	-0.0604272751818182	0.88
top25_residual	module_matched_random_sets	137	1.2185168925652174	-0.07717538186956525	0.92
top25_residual	module_matched_random_sets	138	1.478188645952381	-0.07203340528571432	0.84
top25_residual	module_matched_random_sets	139	1.3404716438571431	-0.04193793719047623	0.84
top25_residual	module_matched_random_sets	140	1.5958383068571431	0.029153288809523847	0.84
top25_residual	module_matched_random_sets	141	1.4134586777826088	-0.1894187047391305	0.92
top25_residual	module_matched_random_sets	142	1.3810463910952382	-0.17863642523809523	0.84
top25_residual	module_matched_random_sets	143	1.4213409572727274	0.017703686727272686	0.88
top25_residual	module_matched_random_sets	144	1.6862579854090909	0.14313503422727264	0.88
top25_residual	module_matched_random_sets	145	1.553605496909091	0.045378663136363635	0.88
top25_residual	module_matched_random_sets	146	1.1996056810952378	-0.19588971985714282	0.84
top25_residual	module_matched_random_sets	147	1.1580305750454547	-0.2144288631818182	0.88
top25_residual	module_matched_random_sets	148	1.3998088690909092	-0.1495496968636363	0.88
top25_residual	module_matched_random_sets	149	1.3522766157619048	-0.054320977428571435	0.84
top25_residual	module_matched_random_sets	150	1.363849838826087	-0.09575334743478267	0.92
top25_residual	module_matched_random_sets	151	1.5432656148636361	0.015933287363636306	0.88
top25_residual	module_matched_random_sets	152	1.5266899885416667	-0.11793647400000003	0.96
top25_residual	module_matched_random_sets	153	1.3999468745	-0.1390847494545455	0.88
top25_residual	module_matched_random_sets	154	1.533647586	0.04208230827272729	0.88
top25_residual	module_matched_random_sets	155	1.6502163257727276	0.03622226004545456	0.88
top25_residual	module_matched_random_sets	156	1.5036502745454547	-0.07190650681818182	0.88
top25_residual	module_matched_random_sets	157	1.506503677590909	0.04474637468181821	0.88
top25_residual	module_matched_random_sets	158	1.6214720259545456	0.05178815440909086	0.88
top25_residual	module_matched_random_sets	159	1.5696796287619048	0.18411735590476186	0.84
top25_residual	module_matched_random_sets	160	1.4344858287619047	-0.033754069666666664	0.84
top25_residual	module_matched_random_sets	161	1.482592208304348	0.03260019121739124	0.92
top25_residual	module_matched_random_sets	162	1.3048269547272726	-0.18804214145454548	0.88
top25_residual	module_matched_random_sets	163	1.5377715993636365	-0.07874049945454552	0.88
top25_residual	module_matched_random_sets	164	1.3118685742727274	-0.14065097122727274	0.88
top25_residual	module_matched_random_sets	165	1.1383277212380951	-0.20421431371428575	0.84
top25_residual	module_matched_random_sets	166	1.5567041467826088	-0.15234661608695657	0.92
top25_residual	module_matched_random_sets	167	1.364910560090909	-0.11002774272727268	0.88
top25_residual	module_matched_random_sets	168	1.4143377175714287	0.000862977761904734	0.84
top25_residual	module_matched_random_sets	169	1.530139082090909	-0.03285573236363637	0.88
top25_residual	module_matched_random_sets	170	1.3979472412857141	-0.2280587141428571	0.84
top25_residual	module_matched_random_sets	171	1.6073838733913042	0.016211359826086923	0.92
top25_residual	module_matched_random_sets	172	1.6630304028571428	0.020747443238095235	0.84
top25_residual	module_matched_random_sets	173	1.5937828303181818	0.07486714086363633	0.88
top25_residual	module_matched_random_sets	174	1.498838136	-0.07137638752173918	0.92
top25_residual	module_matched_random_sets	175	1.4981076593043479	-0.20338825452173914	0.92
top25_residual	module_matched_random_sets	176	1.475476088904762	-0.055609335857142866	0.84
top25_residual	module_matched_random_sets	177	1.5066158422173914	-0.22657878456521738	0.92
top25_residual	module_matched_random_sets	178	1.3235315916818182	-0.1696652778181818	0.88
top25_residual	module_matched_random_sets	179	1.4994292361818182	-0.01654495900000004	0.88
top25_residual	module_matched_random_sets	180	1.5997831224999999	0.1672523808181818	0.88
top25_residual	module_matched_random_sets	181	1.6560220770909089	0.14403390081818176	0.88
top25_residual	module_matched_random_sets	182	1.4712816286363635	0.022010193863636306	0.88
top25_residual	module_matched_random_sets	183	1.1666990361818181	-0.17819642727272725	0.88
top25_residual	module_matched_random_sets	184	1.6260412533636364	0.1547911656818182	0.88
top25_residual	module_matched_random_sets	185	1.2249070936666666	-0.022055439523809516	0.84
top25_residual	module_matched_random_sets	186	1.8092187981363637	0.1390938515454545	0.88
top25_residual	module_matched_random_sets	187	1.5455123517727272	0.14982536972727264	0.88
top25_residual	module_matched_random_sets	188	1.5030563487727273	-0.0726280585	0.88
top25_residual	module_matched_random_sets	189	1.5080734680869567	-0.08618088830434786	0.92
top25_residual	module_matched_random_sets	190	1.5510449504285715	0.08552259314285712	0.84
top25_residual	module_matched_random_sets	191	1.5625707292727276	-0.040201584772727256	0.88
top25_residual	module_matched_random_sets	192	1.4104499665909092	-0.034258972454545435	0.88
top25_residual	module_matched_random_sets	193	1.4041132983636364	-0.06042318827272728	0.88
top25_residual	module_matched_random_sets	194	1.5346353896086955	-0.07903285995652172	0.92
top25_residual	module_matched_random_sets	195	1.5964850525217391	0.024572843695652068	0.92
top25_residual	module_matched_random_sets	196	1.572241534818182	-0.12164462422727276	0.88
top25_residual	module_matched_random_sets	197	1.5142209568571428	-0.24797763585714291	0.84
top25_residual	module_matched_random_sets	198	1.484309898590909	0.05096517077272721	0.88
top25_residual	module_matched_random_sets	199	1.7362445105217392	-0.17518888182608697	0.92
top25_residual	module_matched_random_sets	200	1.267969959761905	-0.3485272938095238	0.84
top25_residual	module_matched_random_sets	201	1.562063529409091	-0.09664366609090914	0.88
top25_residual	module_matched_random_sets	202	1.374798139909091	-0.07461750459090911	0.88
top25_residual	module_matched_random_sets	203	1.2689753672272728	-0.22113881777272731	0.88
top25_residual	module_matched_random_sets	204	1.3880155302857144	0.005468159476190426	0.84
top25_residual	module_matched_random_sets	205	1.7378009395	0.1404321329545454	0.88
top25_residual	module_matched_random_sets	206	1.4177886302173912	-0.07441355634782608	0.92
top25_residual	module_matched_random_sets	207	1.4740538426521737	-0.08862698852173913	0.92
top25_residual	module_matched_random_sets	208	1.3260049302608699	-0.18484351939130436	0.92
top25_residual	module_matched_random_sets	209	1.6133704927727273	-0.0398478523636364	0.88
top25_residual	module_matched_random_sets	210	1.4902854397619048	-0.07024793061904763	0.84
top25_residual	module_matched_random_sets	211	1.5608284559499999	-0.1032284749	0.8
top25_residual	module_matched_random_sets	212	1.527221575	-0.15748700408695657	0.92
top25_residual	module_matched_random_sets	213	1.2666612738181817	-0.19168856313636365	0.88
top25_residual	module_matched_random_sets	214	1.5470195268636362	-0.055201286181818236	0.88
top25_residual	module_matched_random_sets	215	1.4782893510000001	0.08950448931818178	0.88
top25_residual	module_matched_random_sets	216	1.466194790818182	-0.16492996818181824	0.88
top25_residual	module_matched_random_sets	217	1.3036720345714286	-0.2221764437619048	0.84
top25_residual	module_matched_random_sets	218	1.5687730183809525	-0.057511700857142856	0.84
top25_residual	module_matched_random_sets	219	1.3218031319545456	-0.14123576536363638	0.88
top25_residual	module_matched_random_sets	220	1.7272269599999996	0.1426030946363636	0.88
top25_residual	module_matched_random_sets	221	1.4748268366363637	0.040899521318181774	0.88
top25_residual	module_matched_random_sets	222	1.4475654450454547	0.043374455863636315	0.88
top25_residual	module_matched_random_sets	223	1.4421209492608695	-0.12093126182608696	0.92
top25_residual	module_matched_random_sets	224	1.3892494020909092	-0.16917506818181824	0.88
top25_residual	module_matched_random_sets	225	1.7751712205714287	0.11204675109523807	0.84
top25_residual	module_matched_random_sets	226	1.4782039630454546	0.03640937868181815	0.88
top25_residual	module_matched_random_sets	227	1.4048853805454546	-0.13831699059090904	0.88
top25_residual	module_matched_random_sets	228	1.4993745072272728	0.10222648836363633	0.88
top25_residual	module_matched_random_sets	229	1.536653701173913	-0.03244763026086959	0.92
top25_residual	module_matched_random_sets	230	1.308361869478261	-0.26686677952173915	0.92
top25_residual	module_matched_random_sets	231	1.354143659090909	0.050298737863636304	0.88
top25_residual	module_matched_random_sets	232	1.4323471048571428	0.018592026238095232	0.84
top25_residual	module_matched_random_sets	233	1.4522526828636364	-0.04964757759090914	0.88
top25_residual	module_matched_random_sets	234	1.545443131227273	-0.031102156727272737	0.88
top25_residual	module_matched_random_sets	235	1.4798670483913041	-0.07035822165217391	0.92
top25_residual	module_matched_random_sets	236	1.568531797833333	-0.032590534291666744	0.96
top25_residual	module_matched_random_sets	237	1.5545556018636362	0.06986147404545455	0.88
top25_residual	module_matched_random_sets	238	1.557589015047619	-0.09312256971428574	0.84
top25_residual	module_matched_random_sets	239	1.5873739023913045	-0.010682603521739121	0.92
top25_residual	module_matched_random_sets	240	1.5280180442173916	-0.009190470999999988	0.92
top25_residual	module_matched_random_sets	241	1.4715227130476192	-0.07290900661904766	0.84
top25_residual	module_matched_random_sets	242	1.5352233180000001	-0.15253598454545456	0.88
top25_residual	module_matched_random_sets	243	1.6504635479090908	0.10902106077272723	0.88
top25_residual	module_matched_random_sets	244	1.3988638936521738	-0.04631786430434777	0.92
top25_residual	module_matched_random_sets	245	1.4851016474545453	0.023530231499999967	0.88
top25_residual	module_matched_random_sets	246	1.3795832157999999	-0.04812989835000002	0.8
top25_residual	module_matched_random_sets	247	1.5520707539	-0.031459989150000034	0.8
top25_residual	module_matched_random_sets	248	1.611170263818182	0.007872447409090953	0.88
top25_residual	module_matched_random_sets	249	1.5075470688181818	0.07990754559090907	0.88
top25_residual	module_matched_random_sets	250	1.6188314422727272	0.22366951668181814	0.88
top25_residual	module_matched_random_sets	251	1.2048011301818182	-0.2238346878636364	0.88
top25_residual	module_matched_random_sets	252	1.458632725	-0.22197162242857146	0.84
top25_residual	module_matched_random_sets	253	1.5666193835238094	0.11886767861904762	0.84
top25_residual	module_matched_random_sets	254	1.432751177652174	-0.0055441429565217925	0.92
top25_residual	module_matched_random_sets	255	1.6502365608636362	0.04558863440909088	0.88
top25_residual	module_matched_random_sets	256	1.7564039438181818	0.14495250218181813	0.88
top25_residual	module_matched_random_sets	257	1.457679783590909	-0.13856958690909094	0.88
top25_residual	module_matched_random_sets	258	1.3282749721363638	-0.0028172495909091124	0.88
top25_residual	module_matched_random_sets	259	1.1801824539545454	-0.11439517913636367	0.88
top25_residual	module_matched_random_sets	260	1.455488293909091	-0.24795177790909093	0.88
top25_residual	module_matched_random_sets	261	1.5204908107826085	-0.06209351713043485	0.92
top25_residual	module_matched_random_sets	262	1.5090989149999998	-0.05738690772727277	0.88
top25_residual	module_matched_random_sets	263	1.4552780545909092	-0.054052852500000005	0.88
top25_residual	module_matched_random_sets	264	1.3809383392380954	-0.1526799637619048	0.84
top25_residual	module_matched_random_sets	265	1.3687396683809523	-0.2815945927142857	0.84
top25_residual	module_matched_random_sets	266	1.4089982729047619	-0.26947342228571436	0.84
top25_residual	module_matched_random_sets	267	1.4478963305454546	-0.07511086813636364	0.88
top25_residual	module_matched_random_sets	268	1.5632199515217393	0.026811629304347776	0.92
top25_residual	module_matched_random_sets	269	1.6958923794285716	-0.03484654233333334	0.84
top25_residual	module_matched_random_sets	270	1.4082372725217391	-0.09926377686956521	0.92
top25_residual	module_matched_random_sets	271	1.4501630098695653	-0.11580243186956525	0.92
top25_residual	module_matched_random_sets	272	1.3449793203	-0.21352570799999998	0.8
top25_residual	module_matched_random_sets	273	1.751835451227273	-0.03953409663636369	0.88
top25_residual	module_matched_random_sets	274	1.4707771307272728	0.016651382545454476	0.88
top25_residual	module_matched_random_sets	275	1.5399403212083334	-0.04196326025	0.96
top25_residual	module_matched_random_sets	276	1.679308341590909	0.02743776372727271	0.88
top25_residual	module_matched_random_sets	277	1.5453623550952382	0.013267520190476178	0.84
top25_residual	module_matched_random_sets	278	1.6007853952272726	-0.14402133263636366	0.88
top25_residual	module_matched_random_sets	279	1.331688741318182	-0.041819126227272754	0.88
top25_residual	module_matched_random_sets	280	1.4050314241363635	-0.07851643481818184	0.88
top25_residual	module_matched_random_sets	281	1.4028490200454546	-0.07326224504545457	0.88
top25_residual	module_matched_random_sets	282	1.6921709434782608	0.015903439913043414	0.92
top25_residual	module_matched_random_sets	283	1.574639373952381	-0.09557252871428579	0.84
top25_residual	module_matched_random_sets	284	1.545731038318182	0.0072068389090908175	0.88
top25_residual	module_matched_random_sets	285	1.2082542366363638	-0.1214890508181818	0.88
top25_residual	module_matched_random_sets	286	1.3664586916956523	-0.18235098652173912	0.92
top25_residual	module_matched_random_sets	287	1.6871070002380952	-0.03986705785714292	0.84
top25_residual	module_matched_random_sets	288	1.4334300832272726	-0.09075488540909091	0.88
top25_residual	module_matched_random_sets	289	1.2817437688260873	-0.11127044082608696	0.92
top25_residual	module_matched_random_sets	290	1.3728450111818182	-0.10289787831818185	0.88
top25_residual	module_matched_random_sets	291	1.4313684245	-0.009956626590909099	0.88
top25_residual	module_matched_random_sets	292	1.4167770877272727	-0.04277995409090917	0.88
top25_residual	module_matched_random_sets	293	1.5102668824545453	0.0346875882272727	0.88
top25_residual	module_matched_random_sets	294	1.4185871933181817	-0.025505801681818173	0.88
top25_residual	module_matched_random_sets	295	1.5723051878095238	0.15352377180952376	0.84
top25_residual	module_matched_random_sets	296	1.4311155690454547	-0.07551236600000004	0.88
top25_residual	module_matched_random_sets	297	1.4194017230909093	-0.09878537790909094	0.88
top25_residual	module_matched_random_sets	298	1.5658166206190476	0.09253954161904757	0.84
top25_residual	module_matched_random_sets	299	1.5512748169545458	-0.11398397250000002	0.88
top25_residual	module_matched_random_sets	300	1.524333702681818	0.09325690831818184	0.88
top25_residual	module_matched_random_sets	301	1.189589107857143	-0.18387762419047618	0.84
top25_residual	module_matched_random_sets	302	1.6754052303333336	0.004838415380952284	0.84
top25_residual	module_matched_random_sets	303	1.540063643181818	0.10922097109090906	0.88
top25_residual	module_matched_random_sets	304	1.4651899378500002	-0.06424168235000002	0.8
top25_residual	module_matched_random_sets	305	1.2577376187619047	-0.24402816247619047	0.84
top25_residual	module_matched_random_sets	306	1.6654004263478261	-0.1555985932173913	0.92
top25_residual	module_matched_random_sets	307	1.470834711818182	-0.13554847195454547	0.88
top25_residual	module_matched_random_sets	308	1.4422122391363636	-0.08058922363636363	0.88
top25_residual	module_matched_random_sets	309	1.3907059291666668	-0.11323806000000002	0.96
top25_residual	module_matched_random_sets	310	1.477097137409091	0.0430793204090909	0.88
top25_residual	module_matched_random_sets	311	1.4671659425217387	-0.050500591130434806	0.92
top25_residual	module_matched_random_sets	312	1.3626485381818183	-0.11703155113636368	0.88
top25_residual	module_matched_random_sets	313	1.5893095054285713	-0.015289700666666763	0.84
top25_residual	module_matched_random_sets	314	1.5185489245454546	-0.05904524786363636	0.88
top25_residual	module_matched_random_sets	315	1.720544477272727	-0.061488385863636405	0.88
top25_residual	module_matched_random_sets	316	1.7284604787727273	0.09351354945454542	0.88
top25_residual	module_matched_random_sets	317	1.6206247089999999	0.06946477909090908	0.88
top25_residual	module_matched_random_sets	318	1.5341376112608693	-0.02969590326086957	0.92
top25_residual	module_matched_random_sets	319	1.1329802687727275	-0.30882646086363635	0.88
top25_residual	module_matched_random_sets	320	1.5033044642380955	-0.19436334190476193	0.84
top25_residual	module_matched_random_sets	321	1.5089647334782608	0.0377502540869565	0.92
top25_residual	module_matched_random_sets	322	1.278895497818182	-0.0890888615	0.88
top25_residual	module_matched_random_sets	323	1.2782798880000001	-0.31067347566666664	0.84
top25_residual	module_matched_random_sets	324	1.2924246546521738	-0.14173057747826096	0.92
top25_residual	module_matched_random_sets	325	1.360908132	-0.1198483656818182	0.88
top25_residual	module_matched_random_sets	326	1.3951310168636364	-0.0595183255909091	0.88
top25_residual	module_matched_random_sets	327	1.5393279563809525	-0.1622169820952381	0.84
top25_residual	module_matched_random_sets	328	1.6028187046956521	0.14986228882608693	0.92
top25_residual	module_matched_random_sets	329	1.3128294103636364	-0.04108768449999997	0.88
top25_residual	module_matched_random_sets	330	1.3752573496666667	-0.19409173733333335	0.84
top25_residual	module_matched_random_sets	331	1.4017763458095238	0.02349510923809525	0.84
top25_residual	module_matched_random_sets	332	1.4609644733333333	-0.12248009876190473	0.84
top25_residual	module_matched_random_sets	333	1.3793591046363636	-0.1543936441363636	0.88
top25_residual	module_matched_random_sets	334	1.5440645059047615	-0.1599341670476191	0.84
top25_residual	module_matched_random_sets	335	1.5702325585454544	0.13086773945454544	0.88
top25_residual	module_matched_random_sets	336	1.4673300358636363	-0.07696632854545458	0.88
top25_residual	module_matched_random_sets	337	1.4342014012272726	-0.08736424277272727	0.88
top25_residual	module_matched_random_sets	338	1.512462864952381	-0.20823045371428572	0.84
top25_residual	module_matched_random_sets	339	1.3861184803913043	-0.09109663891304356	0.92
top25_residual	module_matched_random_sets	340	1.3700091132727275	0.022302538090909076	0.88
top25_residual	module_matched_random_sets	341	1.4505972393043476	-0.0629139383913044	0.92
top25_residual	module_matched_random_sets	342	1.635681521375	0.10230646583333323	0.96
top25_residual	module_matched_random_sets	343	1.3312921335909091	-0.18946453890909087	0.88
