cluster_name	beta_8cell	beta_morula	beta_blastocyst	module_id	module_index	basin_residual_rank	latent_residual_delta_beta	abs_latent_residual_delta_beta	signed_latent_residual_direction	chr	start	end	width	n_cpg_target	branch	entry_change	exit_change	curvature	rebound_ratio	signed_duality	is_u_shape	is_inverted_u	is_residual_ranked	is_priority_residual_module
cluster_3275	0.0666666666666666	0.0	0.1	M05	5	5	-0.1422064863349969	0.1422064863349969	-1.0	chr17	10421635	10422077	443	3	closure	-0.0666666666666666	0.1	0.1666666666666666	1.4999999999775016	1	True	False	True	True
cluster_3303	0.005764608222635	0.0265837104072398	0.0214285714285714	M02	2	116	0.0085939111069334	0.0085939111069334	1.0	chr17	26553567	26554245	679	4	access	0.020819102184604803	-0.0051551389786684	-0.025974241163273203	0.24761581612452427	1	False	True	True	True
cluster_3336	0.0083333333333333	0.0	0.02	M02	2	147	0.0024505685203961	0.0024505685203961	1.0	chr17	37764503	37764802	300	3	access	-0.0083333333333333	0.02	0.0283333333333333	2.3999999997120094	1	True	False	True	True
cluster_3348	0.0256410256410256	1.0	0.0	M02	2	37	0.047389319232879	0.047389319232879	1.0	chr17	38911538	38911540	3	2	access	0.9743589743589745	-1.0	-1.9743589743589745	1.026315789472631	1	False	True	True	True
cluster_3362	0.0533509013313174	0.0113636363636363	0.0153846153846153	M02	2	124	0.0069950097435394	0.0069950097435394	1.0	chr17	39685250	39685912	663	4	access	-0.041987264967681105	0.004020979020979001	0.0460082439886601	0.09576663362041576	1	True	False	True	True
cluster_3369	0.0	0.0	0.0	M02	2	126	0.0067836463293485	0.0067836463293485	1.0	chr17	40333521	40333758	238	3	access	0.0	0.0	0.0	0.0	0	False	False	True	True
cluster_3416	0.0777777777777777	0.3333333333333333	0.0	M02	2	133	0.0051703497683711	0.0051703497683711	1.0	chr17	46676215	46676375	161	2	access	0.25555555555555565	-0.3333333333333333	-0.5888888888888889	1.3043478260818522	1	False	True	True	True
cluster_3519	0.5114529343630538	0.3303571428571428	0.4519896640826873	M01	1	45	-0.0396155009392248	0.0396155009392248	-1.0	chr17	76481380	76481729	350	2	closure	-0.18109579150591104	0.12163252122554452	0.30272831273145556	0.6716474204807942	1	True	False	True	True
cluster_3660	0.1583862433862433	0.0	0.0	M04	4	55	-0.0267335027684852	0.0267335027684852	-1.0	chr18	28742633	28743074	442	2	other	-0.1583862433862433	0.0	0.1583862433862433	0.0	0	False	False	True	False
cluster_3684	0.0822222222222222	0.0	0.0	M02	2	47	0.0330316810641798	0.0330316810641798	1.0	chr18	61817088	61817320	233	3	access	-0.0822222222222222	0.0	0.0822222222222222	0.0	0	False	False	True	True
cluster_3762	0.1022486772486772	0.7	0.0619047619047619	M07	7	58	0.0254792161705422	0.0254792161705422	1.0	chr19	863226	863244	19	2	other	0.5977513227513227	-0.638095238095238	-1.2358465608465607	1.0674928081416089	1	False	True	True	False
cluster_3766	0.0486868251574133	0.25	0.0	M14	14	86	0.0144981483232047	0.0144981483232047	1.0	chr19	1065688	1065728	41	3	other	0.2013131748425867	-0.25	-0.4513131748425867	1.2418461940915753	1	False	True	True	False
cluster_386	0.0367063492063492	0.05	0.0971428571428571	M00	0	145	-0.0025304369417066	0.0025304369417066	-1.0	chr1	120311439	120311653	215	4	other	0.013293650793650802	0.0471428571428571	0.033849206349206296	3.546268656449648	-1	False	False	True	False
cluster_3928	0.441501020020037	0.3830492424242424	0.1159244264507422	M01	1	97	-0.0120497501188807	0.0120497501188807	-1.0	chr19	13214412	13215041	630	2	closure	-0.05845177759579462	-0.2671248159735002	-0.20867303837770557	4.570003290851993	-1	False	False	True	True
cluster_3967	0.0620317644785453	0.0	0.0410714285714285	M06	6	88	0.013740044568184	0.013740044568184	1.0	chr19	18284120	18284450	331	6	other	-0.0620317644785453	0.0410714285714285	0.1031031930499738	0.662103180782027	1	True	False	True	False
cluster_3978	0.0069135802469135	0.0555555555555555	0.0	M06	6	127	-0.0066719968616041	0.0066719968616041	-1.0	chr19	18902527	18902727	201	3	other	0.048641975308642	-0.0555555555555555	-0.10419753086419749	1.1421319796719493	1	False	True	True	False
cluster_4026	0.3733333333333333	1.0	0.2799999999999999	M03	3	17	0.0834739790170535	0.0834739790170535	1.0	chr19	39806522	39806765	244	2	other	0.6266666666666667	-0.7200000000000001	-1.3466666666666667	1.1489361702109326	1	False	True	True	False
cluster_4028	0.0206927575348628	0.0	0.0571428571428571	M02	2	134	0.0049639717947311	0.0049639717947311	1.0	chr19	40005557	40005602	46	2	access	-0.0206927575348628	0.0571428571428571	0.0778356146777199	2.7614906830963597	1	True	False	True	True
cluster_4064	0.0400392324083373	0.0	0.0475	M06	6	108	-0.0098634878555215	0.0098634878555215	-1.0	chr19	46170946	46171507	562	5	other	-0.0400392324083373	0.0475	0.0875392324083373	1.1863364290900547	1	True	False	True	False
cluster_4084	0.1229698055820157	0.0934794372294372	0.1621929824561403	M04	4	76	-0.0195509484423129	0.0195509484423129	-1.0	chr19	47745212	47745582	371	2	other	-0.029490368352578497	0.0687135452267031	0.0982039135792816	2.3300334672952663	1	True	False	True	False
cluster_4141	0.4925925925925925	0.0	0.0	M05	5	7	-0.1345314971598012	0.1345314971598012	-1.0	chr19	51858208	51858276	69	2	closure	-0.4925925925925925	0.0	0.4925925925925925	0.0	0	False	False	True	True
cluster_4364	0.2263080271735733	0.0	0.0706004140786749	M04	4	51	0.0287617835195389	0.0287617835195389	1.0	chr2	44502740	44502977	238	2	other	-0.2263080271735733	0.0706004140786749	0.2969084412522482	0.3119660179981772	1	True	False	True	False
cluster_4373	0.4720105820105821	0.0	0.5	M01	1	6	-0.1361948309072878	0.1361948309072878	-1.0	chr2	49382159	49382401	243	3	closure	-0.4720105820105821	0.5	0.9720105820105821	1.0592982849433896	1	True	False	True	True
cluster_4404	0.4645995667350345	0.2333333333333333	0.156578947368421	M01	1	15	-0.0972246935380607	0.0972246935380607	-1.0	chr2	74607470	74607600	131	4	closure	-0.2312662334017012	-0.0767543859649123	0.1545118474367889	0.33188756021836	-1	False	False	True	True
cluster_4420	0.0665303831970498	0.0	0.02	M06	6	118	0.0078800653460011	0.0078800653460011	1.0	chr2	88366775	88367503	729	6	other	-0.0665303831970498	0.02	0.08653038319704981	0.3006145318667916	1	True	False	True	False
cluster_4449	0.0222222222222222	0.0	0.2533333333333333	M13	13	78	0.0189100674522665	0.0189100674522665	1.0	chr2	102607750	102607752	3	2	other	-0.0222222222222222	0.2533333333333333	0.2755555555555555	11.399999999487012	1	True	False	True	False
cluster_4532	0.0554208754208754	1.0	0.3	M13	13	57	0.0255573795701712	0.0255573795701712	1.0	chr2	159651559	159651918	360	3	other	0.9445791245791246	-0.7	-1.6445791245791246	0.7410707920431306	1	False	True	True	False
cluster_4538	1.0	1.0	0.325	M01	1	96	-0.0121196315524591	0.0121196315524591	-1.0	chr2	167168604	167168852	249	2	closure	0.0	-0.675	-0.675	675000000000.0	0	False	False	True	True
cluster_4551	0.0074074074074074	0.0	0.125	M00	0	105	0.0105117013064552	0.0105117013064552	1.0	chr2	176983285	176983519	235	2	other	-0.0074074074074074	0.125	0.1324074074074074	16.87499999772189	1	True	False	True	False
cluster_4593	0.0546783625730994	0.0	0.0285714285714285	M06	6	112	-0.0089748354245758	0.0089748354245758	-1.0	chr2	219860379	219860717	339	2	other	-0.0546783625730994	0.0285714285714285	0.08324979114452791	0.5225362872326119	1	True	False	True	False
cluster_4605	0.35	0.45	0.36	M01	1	9	-0.1245572055941755	0.1245572055941755	-1.0	chr2	227288327	227288518	192	2	closure	0.10000000000000003	-0.09000000000000002	-0.19000000000000006	0.8999999999909999	1	False	True	True	True
cluster_483	0.0296296296296296	0.0	0.0	M11	11	80	-0.0182694894255372	0.0182694894255372	-1.0	chr1	158670124	158670617	494	3	other	-0.0296296296296296	0.0	0.0296296296296296	0.0	0	False	False	True	False
cluster_4889	0.3374842603955989	0.4714285714285714	0.3431438127090301	M01	1	84	-0.0150375801511645	0.0150375801511645	-1.0	chr20	62574023	62574518	496	6	closure	0.1339443110329725	-0.12828475871954131	-0.26222906975251375	0.957746975061929	1	False	True	True	True
cluster_4897	0.0055555555555555	0.0	0.0	M06	6	89	-0.0136649263686845	0.0136649263686845	-1.0	chr21	17961737	17962124	388	4	other	-0.0055555555555555	0.0	0.0055555555555555	0.0	0	False	False	True	False
cluster_4899	0.0577777777777777	0.0	0.1333333333333333	M00	0	121	0.0073274438649349	0.0073274438649349	1.0	chr21	22175001	22175522	522	2	other	-0.0577777777777777	0.1333333333333333	0.191111111111111	2.3076923076523697	1	True	False	True	False
cluster_4904	0.5	0.0	0.0	M12	12	18	0.079519979974636	0.079519979974636	1.0	chr21	31661731	31661998	268	2	closure	-0.5	0.0	0.5	0.0	0	False	False	True	True
cluster_4907	0.4320658141347797	0.2321428571428571	0.2205128205128204	M08	8	54	0.0281918746673707	0.0281918746673707	1.0	chr21	31802169	31802829	661	2	other	-0.19992295699192258	-0.0116300366300367	0.18829292036188588	0.05817259210731067	-1	False	False	True	False
cluster_4909	0.6099999999999998	0.0	0.5755555555555556	M15	15	39	0.0455104341629633	0.0455104341629633	1.0	chr21	32014696	32015231	536	2	other	-0.6099999999999998	0.5755555555555556	1.1855555555555553	0.943533697630512	1	True	False	True	False
cluster_4920	0.0816198070934913	0.1354166666666666	0.3901449275362319	M13	13	75	0.0196173272824462	0.0196173272824462	1.0	chr21	39627271	39628679	1409	5	other	0.0537968595731753	0.25472826086956535	0.20093140129639003	4.735002431105577	-1	False	False	True	False
cluster_5002	0.4900816503341478	0.094551282051282	0.4819085843709646	M01	1	28	-0.0620667827294791	0.0620667827294791	-1.0	chr22	26829758	26830041	284	3	closure	-0.3955303682828658	0.38735730231968263	0.7828876706025484	0.9793364388184791	1	True	False	True	True
cluster_5020	0.0426166426166426	0.0208333333333333	0.0908385093167701	M00	0	83	-0.0153864516463316	0.0153864516463316	-1.0	chr22	31518860	31518963	104	3	other	-0.0217833092833093	0.0700051759834368	0.0917884852667461	3.213707112622328	1	True	False	True	False
cluster_5024	0.0	0.0	0.04	M02	2	136	-0.0045462418781285	0.0045462418781285	-1.0	chr22	32598479	32598570	92	2	access	0.0	0.04	0.04	40000000000.0	0	False	False	True	True
cluster_5064	0.0809598915911208	0.0	0.0281733746130031	M07	7	56	-0.0265140525538444	0.0265140525538444	-1.0	chr22	46370644	46371152	509	2	other	-0.0809598915911208	0.0281733746130031	0.10913326620412389	0.34799175318738934	1	True	False	True	False
cluster_5215	0.0795991045991045	1.0	0.25	M13	13	65	0.0225779114774131	0.0225779114774131	1.0	chr3	63428234	63428840	607	3	other	0.9204008954008955	-0.75	-1.6704008954008955	0.8148623102680821	1	False	True	True	False
cluster_5240	0.0644444444444444	0.0	0.0	M06	6	50	0.0306570107148617	0.0306570107148617	1.0	chr3	99904510	99904609	100	3	other	-0.0644444444444444	0.0	0.0644444444444444	0.0	0	False	False	True	False
cluster_5252	0.0222222222222222	0.0	1.0	M15	15	139	0.0044561738151872	0.0044561738151872	1.0	chr3	114036607	114036631	25	2	other	-0.0222222222222222	1.0	1.0222222222222221	44.99999999797505	1	True	False	True	False
cluster_5307	0.0111111111111111	0.0	0.06	M02	2	148	-0.002172344139453	0.002172344139453	-1.0	chr3	147112541	147113092	552	3	access	-0.0111111111111111	0.06	0.0711111111111111	5.399999999514005	1	True	False	True	True
cluster_5336	0.0833333333333333	0.0	0.0	M06	6	115	0.0085940936800676	0.0085940936800676	1.0	chr3	177315226	177315882	657	2	other	-0.0833333333333333	0.0	0.0833333333333333	0.0	0	False	False	True	False
cluster_5400	0.0197879401361995	0.0	0.0158947970268725	M02	2	125	0.0069035186180976	0.0069035186180976	1.0	chr4	683148	683772	625	4	access	-0.0197879401361995	0.0158947970268725	0.035682737163072	0.8032567774445482	1	True	False	True	True
cluster_543	0.9777777777777776	0.25	0.3333333333333333	M08	8	16	0.0903190284088766	0.0903190284088766	1.0	chr1	198828060	198828249	190	5	other	-0.7277777777777776	0.08333333333333331	0.8111111111111109	0.1145038167937358	1	True	False	True	False
cluster_5447	0.0042328042328042	0.0	0.0	M02	2	113	0.0086766287176006	0.0086766287176006	1.0	chr4	1794043	1794084	42	2	access	-0.0042328042328042	0.0	0.0042328042328042	0.0	0	False	False	True	True
cluster_5516	0.0592592592592592	0.0	0.0	M07	7	85	0.0145793093893729	0.0145793093893729	1.0	chr4	15341641	15341878	238	2	other	-0.0592592592592592	0.0	0.0592592592592592	0.0	0	False	False	True	False
cluster_5580	0.0	0.0	0.0	M02	2	156	-1.225816881403917e-05	1.225816881403917e-05	-1.0	chr4	81185723	81185765	43	2	access	0.0	0.0	0.0	0.0	0	False	False	True	True
cluster_5599	0.0523486092451609	0.09375	0.0296296296296296	M06	6	87	0.014392782084662	0.014392782084662	1.0	chr4	106472990	106473806	817	4	other	0.0414013907548391	-0.0641203703703704	-0.10552176112520949	1.548749189333141	1	False	True	True	False
cluster_5608	0.0640309122008468	0.0	0.0943548387096774	M00	0	114	0.0086324813042938	0.0086324813042938	1.0	chr4	114213574	114214449	876	7	other	-0.0640309122008468	0.0943548387096774	0.1583857509105242	1.4735826097907123	1	True	False	True	False
cluster_5656	0.0619109866168689	0.0	0.12	M14	14	106	0.0102486990911319	0.0102486990911319	1.0	chr4	174457944	174458502	559	2	other	-0.0619109866168689	0.12	0.18191098661686889	1.938266639823913	1	True	False	True	False
cluster_5659	0.0666666666666666	0.0	0.0	M07	7	110	0.0094636497262664	0.0094636497262664	1.0	chr4	175752696	175752781	86	2	other	-0.0666666666666666	0.0	0.0666666666666666	0.0	0	False	False	True	False
cluster_5661	0.7822222222222219	0.7916666666666667	0.5416666666666667	M01	1	35	0.0516704121145394	0.0516704121145394	1.0	chr4	177190237	177190421	185	5	closure	0.00944444444444481	-0.25	-0.2594444444444448	26.47058823249032	1	False	True	True	True
cluster_5678	0.0417989417989418	0.6862745098039216	0.8066666666666666	M10	10	4	-0.1645691559665318	0.1645691559665318	-1.0	chr4	186425697	186425754	58	3	access	0.6444755680049797	0.12039215686274507	-0.5240834111422348	0.18680639397276272	-1	False	False	True	True
cluster_5679	0.5709321386858208	0.5	0.2866666666666667	M01	1	31	-0.0613185877440524	0.0613185877440524	-1.0	chr4	186427685	186427765	81	3	closure	-0.07093213868582082	-0.21333333333333332	-0.1424011946475125	3.007569449939208	-1	False	False	True	True
cluster_5760	0.0537857798740208	0.171875	0.045731582206703	M06	6	92	0.0134841343385623	0.0134841343385623	1.0	chr5	1855899	1856713	815	6	other	0.1180892201259792	-0.126143417793297	-0.2442326379192762	1.068204342933735	1	False	True	True	False
cluster_587	0.0962962962962963	0.5	0.0	M05	5	26	-0.0693649918891212	0.0693649918891212	-1.0	chr1	213122829	213123025	197	2	closure	0.4037037037037037	-0.5	-0.9037037037037037	1.2385321100886753	1	False	True	True	True
cluster_5923	0.3910493827160493	0.0138888888888888	0.1186147186147186	M09	9	20	0.0774541554875099	0.0774541554875099	1.0	chr5	120191823	120192115	293	2	other	-0.3771604938271605	0.1047258297258298	0.48188632355299027	0.27766913937053106	1	True	False	True	False
cluster_5928	0.2243019943019942	0.0	0.0	M04	4	63	0.0236668655051044	0.0236668655051044	1.0	chr5	126984765	126984994	230	2	other	-0.2243019943019942	0.0	0.2243019943019942	0.0	0	False	False	True	False
cluster_5966	0.0111111111111111	0.0	0.0	M02	2	135	-0.0047669051413519	0.0047669051413519	-1.0	chr5	140709983	140710237	255	4	access	-0.0111111111111111	0.0	0.0111111111111111	0.0	0	False	False	True	True
cluster_5977	0.068024255068233	1.0	0.0448484848484848	M06	6	38	0.0462132483412721	0.0462132483412721	1.0	chr5	147040667	147040773	107	3	other	0.931975744931767	-0.9551515151515152	-1.8871272600832822	1.024867353409954	1	False	True	True	False
cluster_6020	0.0142376142376142	0.0	0.0291187739463601	M06	6	100	-0.0114444631483763	0.0114444631483763	-1.0	chr5	172662724	172663219	496	4	other	-0.0142376142376142	0.0291187739463601	0.0433563881839743	2.0452003726429333	1	True	False	True	False
cluster_6087	0.5088888888888888	1.0	0.6666666666666666	M10	10	22	-0.0747346449206742	0.0747346449206742	-1.0	chr6	2437142	2437147	6	2	access	0.49111111111111116	-0.33333333333333337	-0.8244444444444444	0.6787330316728262	1	False	True	True	True
cluster_6114	0.5232050531171626	0.2272727272727273	0.1596855983772819	M01	1	33	-0.0590051237513787	0.0590051237513787	-1.0	chr6	7248862	7248983	122	3	closure	-0.2959323258444353	-0.06758712889544538	0.22834519694898991	0.22838711081109123	-1	False	False	True	True
cluster_6143	0.8037037037037039	0.0	0.2	M08	8	49	0.0324829247082393	0.0324829247082393	1.0	chr6	25650786	25651144	359	2	other	-0.8037037037037039	0.2	1.003703703703704	0.24884792626697144	1	True	False	True	False
