top_k	metric	iteration	random_mean
10	overlap_public_chromatin	127	1.0
10	overlap_public_chromatin	128	1.0
10	overlap_public_chromatin	129	0.9
10	overlap_public_chromatin	130	1.0
10	overlap_public_chromatin	131	1.0
10	overlap_public_chromatin	132	1.0
10	overlap_public_chromatin	133	0.8
10	overlap_public_chromatin	134	1.0
10	overlap_public_chromatin	135	1.0
10	overlap_public_chromatin	136	1.0
10	overlap_public_chromatin	137	1.0
10	overlap_public_chromatin	138	1.0
10	overlap_public_chromatin	139	0.9
10	overlap_public_chromatin	140	1.0
10	overlap_public_chromatin	141	0.9
10	overlap_public_chromatin	142	1.0
10	overlap_public_chromatin	143	1.0
10	overlap_public_chromatin	144	1.0
10	overlap_public_chromatin	145	1.0
10	overlap_public_chromatin	146	1.0
10	overlap_public_chromatin	147	1.0
10	overlap_public_chromatin	148	0.9
10	overlap_public_chromatin	149	0.9
10	overlap_public_chromatin	150	1.0
10	overlap_public_chromatin	151	1.0
10	overlap_public_chromatin	152	0.9
10	overlap_public_chromatin	153	1.0
10	overlap_public_chromatin	154	1.0
10	overlap_public_chromatin	155	1.0
10	overlap_public_chromatin	156	1.0
10	overlap_public_chromatin	157	1.0
10	overlap_public_chromatin	158	1.0
10	overlap_public_chromatin	159	1.0
10	overlap_public_chromatin	160	1.0
10	overlap_public_chromatin	161	0.9
10	overlap_public_chromatin	162	1.0
10	overlap_public_chromatin	163	0.9
10	overlap_public_chromatin	164	0.9
10	overlap_public_chromatin	165	1.0
10	overlap_public_chromatin	166	1.0
10	overlap_public_chromatin	167	1.0
10	overlap_public_chromatin	168	0.7
10	overlap_public_chromatin	169	0.8
10	overlap_public_chromatin	170	1.0
10	overlap_public_chromatin	171	0.8
10	overlap_public_chromatin	172	0.9
10	overlap_public_chromatin	173	0.9
10	overlap_public_chromatin	174	1.0
10	overlap_public_chromatin	175	1.0
10	overlap_public_chromatin	176	1.0
10	overlap_public_chromatin	177	1.0
10	overlap_public_chromatin	178	0.9
10	overlap_public_chromatin	179	1.0
10	overlap_public_chromatin	180	0.8
10	overlap_public_chromatin	181	1.0
10	overlap_public_chromatin	182	0.8
10	overlap_public_chromatin	183	1.0
10	overlap_public_chromatin	184	1.0
10	overlap_public_chromatin	185	1.0
10	overlap_public_chromatin	186	0.9
10	overlap_public_chromatin	187	1.0
10	overlap_public_chromatin	188	1.0
10	overlap_public_chromatin	189	1.0
10	overlap_public_chromatin	190	1.0
10	overlap_public_chromatin	191	0.9
10	overlap_public_chromatin	192	0.9
10	overlap_public_chromatin	193	0.9
10	overlap_public_chromatin	194	1.0
10	overlap_public_chromatin	195	0.9
10	overlap_public_chromatin	196	1.0
10	overlap_public_chromatin	197	1.0
10	overlap_public_chromatin	198	0.9
10	overlap_public_chromatin	199	1.0
10	overlap_public_chromatin	200	1.0
10	overlap_public_chromatin	201	1.0
10	overlap_public_chromatin	202	1.0
10	overlap_public_chromatin	203	1.0
10	overlap_public_chromatin	204	0.9
10	overlap_public_chromatin	205	0.9
10	overlap_public_chromatin	206	1.0
10	overlap_public_chromatin	207	0.9
10	overlap_public_chromatin	208	1.0
10	overlap_public_chromatin	209	1.0
10	overlap_public_chromatin	210	1.0
10	overlap_public_chromatin	211	0.9
10	overlap_public_chromatin	212	0.9
10	overlap_public_chromatin	213	0.9
10	overlap_public_chromatin	214	1.0
10	overlap_public_chromatin	215	0.9
10	overlap_public_chromatin	216	0.9
10	overlap_public_chromatin	217	1.0
10	overlap_public_chromatin	218	1.0
10	overlap_public_chromatin	219	1.0
10	overlap_public_chromatin	220	0.9
10	overlap_public_chromatin	221	1.0
10	overlap_public_chromatin	222	0.9
10	overlap_public_chromatin	223	0.9
10	overlap_public_chromatin	224	1.0
10	overlap_public_chromatin	225	0.9
10	overlap_public_chromatin	226	0.8
10	overlap_public_chromatin	227	0.8
10	overlap_public_chromatin	228	1.0
10	overlap_public_chromatin	229	0.8
10	overlap_public_chromatin	230	1.0
10	overlap_public_chromatin	231	1.0
10	overlap_public_chromatin	232	0.9
10	overlap_public_chromatin	233	1.0
10	overlap_public_chromatin	234	0.9
10	overlap_public_chromatin	235	1.0
10	overlap_public_chromatin	236	1.0
10	overlap_public_chromatin	237	1.0
10	overlap_public_chromatin	238	1.0
10	overlap_public_chromatin	239	0.9
10	overlap_public_chromatin	240	1.0
10	overlap_public_chromatin	241	1.0
10	overlap_public_chromatin	242	1.0
10	overlap_public_chromatin	243	1.0
10	overlap_public_chromatin	244	0.9
10	overlap_public_chromatin	245	0.8
10	overlap_public_chromatin	246	1.0
10	overlap_public_chromatin	247	1.0
10	overlap_public_chromatin	248	0.9
10	overlap_public_chromatin	249	0.9
10	overlap_public_chromatin	250	0.9
10	overlap_public_chromatin	251	0.9
10	overlap_public_chromatin	252	0.8
10	overlap_public_chromatin	253	1.0
10	overlap_public_chromatin	254	1.0
10	overlap_public_chromatin	255	0.9
10	overlap_public_chromatin	256	1.0
10	overlap_public_chromatin	257	1.0
10	overlap_public_chromatin	258	0.9
10	overlap_public_chromatin	259	1.0
10	overlap_public_chromatin	260	1.0
10	overlap_public_chromatin	261	0.8
10	overlap_public_chromatin	262	1.0
10	overlap_public_chromatin	263	0.9
10	overlap_public_chromatin	264	1.0
10	overlap_public_chromatin	265	1.0
10	overlap_public_chromatin	266	0.9
10	overlap_public_chromatin	267	0.9
10	overlap_public_chromatin	268	1.0
10	overlap_public_chromatin	269	1.0
10	overlap_public_chromatin	270	1.0
10	overlap_public_chromatin	271	1.0
10	overlap_public_chromatin	272	1.0
10	overlap_public_chromatin	273	1.0
10	overlap_public_chromatin	274	1.0
10	overlap_public_chromatin	275	0.9
10	overlap_public_chromatin	276	1.0
10	overlap_public_chromatin	277	1.0
10	overlap_public_chromatin	278	0.8
10	overlap_public_chromatin	279	1.0
10	overlap_public_chromatin	280	0.9
10	overlap_public_chromatin	281	0.9
10	overlap_public_chromatin	282	1.0
10	overlap_public_chromatin	283	1.0
10	overlap_public_chromatin	284	0.9
10	overlap_public_chromatin	285	1.0
10	overlap_public_chromatin	286	0.9
10	overlap_public_chromatin	287	1.0
10	overlap_public_chromatin	288	1.0
10	overlap_public_chromatin	289	1.0
10	overlap_public_chromatin	290	0.9
10	overlap_public_chromatin	291	1.0
10	overlap_public_chromatin	292	1.0
10	overlap_public_chromatin	293	0.9
10	overlap_public_chromatin	294	0.8
10	overlap_public_chromatin	295	1.0
10	overlap_public_chromatin	296	0.9
10	overlap_public_chromatin	297	1.0
10	overlap_public_chromatin	298	0.9
10	overlap_public_chromatin	299	0.9
10	overlap_public_chromatin	300	0.9
10	overlap_public_chromatin	301	1.0
10	overlap_public_chromatin	302	1.0
10	overlap_public_chromatin	303	0.9
10	overlap_public_chromatin	304	1.0
10	overlap_public_chromatin	305	1.0
10	overlap_public_chromatin	306	1.0
10	overlap_public_chromatin	307	1.0
10	overlap_public_chromatin	308	0.9
10	overlap_public_chromatin	309	1.0
10	overlap_public_chromatin	310	0.9
10	overlap_public_chromatin	311	0.9
10	overlap_public_chromatin	312	1.0
10	overlap_public_chromatin	313	1.0
10	overlap_public_chromatin	314	0.8
10	overlap_public_chromatin	315	1.0
10	overlap_public_chromatin	316	0.9
10	overlap_public_chromatin	317	1.0
10	overlap_public_chromatin	318	1.0
10	overlap_public_chromatin	319	1.0
10	overlap_public_chromatin	320	0.9
10	overlap_public_chromatin	321	0.9
10	overlap_public_chromatin	322	1.0
10	overlap_public_chromatin	323	1.0
10	overlap_public_chromatin	324	0.8
10	overlap_public_chromatin	325	1.0
10	overlap_public_chromatin	326	1.0
10	overlap_public_chromatin	327	0.9
10	overlap_public_chromatin	328	1.0
10	overlap_public_chromatin	329	1.0
10	overlap_public_chromatin	330	1.0
10	overlap_public_chromatin	331	1.0
10	overlap_public_chromatin	332	1.0
10	overlap_public_chromatin	333	1.0
10	overlap_public_chromatin	334	0.9
10	overlap_public_chromatin	335	0.9
10	overlap_public_chromatin	336	1.0
10	overlap_public_chromatin	337	1.0
10	overlap_public_chromatin	338	1.0
10	overlap_public_chromatin	339	0.9
10	overlap_public_chromatin	340	1.0
10	overlap_public_chromatin	341	1.0
10	overlap_public_chromatin	342	1.0
10	overlap_public_chromatin	343	1.0
10	overlap_public_chromatin	344	0.8
10	overlap_public_chromatin	345	1.0
10	overlap_public_chromatin	346	0.8
10	overlap_public_chromatin	347	1.0
10	overlap_public_chromatin	348	0.8
10	overlap_public_chromatin	349	0.9
10	overlap_public_chromatin	350	1.0
10	overlap_public_chromatin	351	1.0
10	overlap_public_chromatin	352	0.9
10	overlap_public_chromatin	353	1.0
10	overlap_public_chromatin	354	0.9
10	overlap_public_chromatin	355	0.9
10	overlap_public_chromatin	356	1.0
10	overlap_public_chromatin	357	1.0
10	overlap_public_chromatin	358	0.9
10	overlap_public_chromatin	359	1.0
10	overlap_public_chromatin	360	0.9
10	overlap_public_chromatin	361	0.9
10	overlap_public_chromatin	362	1.0
10	overlap_public_chromatin	363	0.9
10	overlap_public_chromatin	364	1.0
10	overlap_public_chromatin	365	0.9
10	overlap_public_chromatin	366	1.0
10	overlap_public_chromatin	367	0.9
10	overlap_public_chromatin	368	0.9
10	overlap_public_chromatin	369	1.0
10	overlap_public_chromatin	370	1.0
10	overlap_public_chromatin	371	1.0
10	overlap_public_chromatin	372	1.0
10	overlap_public_chromatin	373	0.9
10	overlap_public_chromatin	374	1.0
10	overlap_public_chromatin	375	1.0
10	overlap_public_chromatin	376	0.9
10	overlap_public_chromatin	377	0.9
10	overlap_public_chromatin	378	1.0
10	overlap_public_chromatin	379	1.0
10	overlap_public_chromatin	380	0.9
10	overlap_public_chromatin	381	1.0
10	overlap_public_chromatin	382	1.0
10	overlap_public_chromatin	383	1.0
10	overlap_public_chromatin	384	1.0
10	overlap_public_chromatin	385	0.9
10	overlap_public_chromatin	386	0.9
10	overlap_public_chromatin	387	0.9
10	overlap_public_chromatin	388	0.9
10	overlap_public_chromatin	389	0.9
10	overlap_public_chromatin	390	1.0
10	overlap_public_chromatin	391	1.0
10	overlap_public_chromatin	392	0.9
10	overlap_public_chromatin	393	0.9
10	overlap_public_chromatin	394	0.9
10	overlap_public_chromatin	395	1.0
10	overlap_public_chromatin	396	0.9
10	overlap_public_chromatin	397	0.9
10	overlap_public_chromatin	398	0.9
10	overlap_public_chromatin	399	1.0
10	overlap_public_chromatin	400	1.0
10	overlap_public_chromatin	401	0.9
10	overlap_public_chromatin	402	1.0
10	overlap_public_chromatin	403	0.9
10	overlap_public_chromatin	404	1.0
10	overlap_public_chromatin	405	1.0
10	overlap_public_chromatin	406	0.9
10	overlap_public_chromatin	407	0.9
10	overlap_public_chromatin	408	0.8
10	overlap_public_chromatin	409	1.0
10	overlap_public_chromatin	410	0.9
10	overlap_public_chromatin	411	1.0
10	overlap_public_chromatin	412	0.9
10	overlap_public_chromatin	413	1.0
10	overlap_public_chromatin	414	1.0
10	overlap_public_chromatin	415	0.9
10	overlap_public_chromatin	416	1.0
10	overlap_public_chromatin	417	1.0
10	overlap_public_chromatin	418	0.9
10	overlap_public_chromatin	419	0.8
10	overlap_public_chromatin	420	1.0
10	overlap_public_chromatin	421	1.0
10	overlap_public_chromatin	422	1.0
10	overlap_public_chromatin	423	0.8
10	overlap_public_chromatin	424	1.0
10	overlap_public_chromatin	425	1.0
10	overlap_public_chromatin	426	0.9
10	overlap_public_chromatin	427	0.9
10	overlap_public_chromatin	428	1.0
10	overlap_public_chromatin	429	1.0
10	overlap_public_chromatin	430	0.9
10	overlap_public_chromatin	431	0.9
10	overlap_public_chromatin	432	1.0
10	overlap_public_chromatin	433	1.0
10	overlap_public_chromatin	434	0.9
10	overlap_public_chromatin	435	0.9
10	overlap_public_chromatin	436	0.9
10	overlap_public_chromatin	437	1.0
10	overlap_public_chromatin	438	0.9
10	overlap_public_chromatin	439	0.9
10	overlap_public_chromatin	440	1.0
10	overlap_public_chromatin	441	0.9
10	overlap_public_chromatin	442	1.0
10	overlap_public_chromatin	443	0.9
10	overlap_public_chromatin	444	0.8
10	overlap_public_chromatin	445	1.0
10	overlap_public_chromatin	446	0.9
10	overlap_public_chromatin	447	1.0
10	overlap_public_chromatin	448	1.0
10	overlap_public_chromatin	449	0.9
10	overlap_public_chromatin	450	1.0
10	overlap_public_chromatin	451	1.0
10	overlap_public_chromatin	452	1.0
10	overlap_public_chromatin	453	1.0
10	overlap_public_chromatin	454	0.9
10	overlap_public_chromatin	455	1.0
10	overlap_public_chromatin	456	0.9
10	overlap_public_chromatin	457	1.0
10	overlap_public_chromatin	458	1.0
10	overlap_public_chromatin	459	1.0
10	overlap_public_chromatin	460	1.0
10	overlap_public_chromatin	461	1.0
10	overlap_public_chromatin	462	1.0
10	overlap_public_chromatin	463	0.9
10	overlap_public_chromatin	464	0.8
10	overlap_public_chromatin	465	0.9
10	overlap_public_chromatin	466	1.0
10	overlap_public_chromatin	467	1.0
10	overlap_public_chromatin	468	1.0
10	overlap_public_chromatin	469	1.0
10	overlap_public_chromatin	470	0.8
10	overlap_public_chromatin	471	0.9
10	overlap_public_chromatin	472	1.0
10	overlap_public_chromatin	473	1.0
10	overlap_public_chromatin	474	1.0
10	overlap_public_chromatin	475	1.0
10	overlap_public_chromatin	476	0.9
10	overlap_public_chromatin	477	0.9
10	overlap_public_chromatin	478	1.0
10	overlap_public_chromatin	479	0.8
10	overlap_public_chromatin	480	1.0
10	overlap_public_chromatin	481	1.0
10	overlap_public_chromatin	482	1.0
10	overlap_public_chromatin	483	0.9
10	overlap_public_chromatin	484	1.0
10	overlap_public_chromatin	485	1.0
10	overlap_public_chromatin	486	0.9
10	overlap_public_chromatin	487	1.0
10	overlap_public_chromatin	488	1.0
10	overlap_public_chromatin	489	0.9
10	overlap_public_chromatin	490	0.9
10	overlap_public_chromatin	491	0.9
10	overlap_public_chromatin	492	1.0
10	overlap_public_chromatin	493	0.8
10	overlap_public_chromatin	494	1.0
10	overlap_public_chromatin	495	1.0
10	overlap_public_chromatin	496	1.0
10	overlap_public_chromatin	497	0.8
10	overlap_public_chromatin	498	0.9
10	overlap_public_chromatin	499	0.9
10	overlap_public_chromatin	500	1.0
10	overlap_public_chromatin	501	1.0
10	overlap_public_chromatin	502	1.0
10	overlap_public_chromatin	503	1.0
10	overlap_public_chromatin	504	0.9
10	overlap_public_chromatin	505	1.0
10	overlap_public_chromatin	506	1.0
10	overlap_public_chromatin	507	1.0
10	overlap_public_chromatin	508	1.0
10	overlap_public_chromatin	509	1.0
10	overlap_public_chromatin	510	1.0
10	overlap_public_chromatin	511	1.0
10	overlap_public_chromatin	512	0.9
10	overlap_public_chromatin	513	1.0
10	overlap_public_chromatin	514	0.9
10	overlap_public_chromatin	515	0.9
10	overlap_public_chromatin	516	1.0
10	overlap_public_chromatin	517	1.0
10	overlap_public_chromatin	518	0.9
10	overlap_public_chromatin	519	1.0
10	overlap_public_chromatin	520	0.9
10	overlap_public_chromatin	521	1.0
10	overlap_public_chromatin	522	0.9
10	overlap_public_chromatin	523	1.0
10	overlap_public_chromatin	524	1.0
10	overlap_public_chromatin	525	1.0
10	overlap_public_chromatin	526	0.8
10	overlap_public_chromatin	527	1.0
10	overlap_public_chromatin	528	1.0
10	overlap_public_chromatin	529	1.0
10	overlap_public_chromatin	530	1.0
10	overlap_public_chromatin	531	0.9
10	overlap_public_chromatin	532	1.0
10	overlap_public_chromatin	533	1.0
10	overlap_public_chromatin	534	0.9
10	overlap_public_chromatin	535	0.9
10	overlap_public_chromatin	536	1.0
10	overlap_public_chromatin	537	0.9
10	overlap_public_chromatin	538	1.0
10	overlap_public_chromatin	539	1.0
10	overlap_public_chromatin	540	1.0
10	overlap_public_chromatin	541	1.0
10	overlap_public_chromatin	542	0.9
10	overlap_public_chromatin	543	1.0
10	overlap_public_chromatin	544	1.0
10	overlap_public_chromatin	545	1.0
10	overlap_public_chromatin	546	1.0
10	overlap_public_chromatin	547	0.7
10	overlap_public_chromatin	548	1.0
10	overlap_public_chromatin	549	0.9
10	overlap_public_chromatin	550	0.9
10	overlap_public_chromatin	551	1.0
10	overlap_public_chromatin	552	1.0
10	overlap_public_chromatin	553	0.9
10	overlap_public_chromatin	554	1.0
10	overlap_public_chromatin	555	1.0
10	overlap_public_chromatin	556	1.0
10	overlap_public_chromatin	557	1.0
10	overlap_public_chromatin	558	1.0
10	overlap_public_chromatin	559	1.0
10	overlap_public_chromatin	560	1.0
10	overlap_public_chromatin	561	1.0
10	overlap_public_chromatin	562	1.0
10	overlap_public_chromatin	563	1.0
10	overlap_public_chromatin	564	1.0
10	overlap_public_chromatin	565	1.0
10	overlap_public_chromatin	566	1.0
10	overlap_public_chromatin	567	1.0
10	overlap_public_chromatin	568	1.0
10	overlap_public_chromatin	569	0.9
10	overlap_public_chromatin	570	0.8
10	overlap_public_chromatin	571	0.9
10	overlap_public_chromatin	572	0.8
10	overlap_public_chromatin	573	1.0
10	overlap_public_chromatin	574	0.9
10	overlap_public_chromatin	575	1.0
10	overlap_public_chromatin	576	1.0
10	overlap_public_chromatin	577	0.7
10	overlap_public_chromatin	578	0.9
10	overlap_public_chromatin	579	1.0
10	overlap_public_chromatin	580	1.0
10	overlap_public_chromatin	581	0.8
10	overlap_public_chromatin	582	0.8
10	overlap_public_chromatin	583	1.0
10	overlap_public_chromatin	584	0.9
10	overlap_public_chromatin	585	0.9
10	overlap_public_chromatin	586	1.0
10	overlap_public_chromatin	587	1.0
10	overlap_public_chromatin	588	1.0
10	overlap_public_chromatin	589	0.9
10	overlap_public_chromatin	590	1.0
10	overlap_public_chromatin	591	0.9
10	overlap_public_chromatin	592	0.9
10	overlap_public_chromatin	593	0.8
10	overlap_public_chromatin	594	1.0
10	overlap_public_chromatin	595	0.9
10	overlap_public_chromatin	596	0.9
10	overlap_public_chromatin	597	0.9
10	overlap_public_chromatin	598	1.0
10	overlap_public_chromatin	599	0.9
10	overlap_public_chromatin	600	0.9
10	overlap_public_chromatin	601	0.8
10	overlap_public_chromatin	602	1.0
10	overlap_public_chromatin	603	0.7
10	overlap_public_chromatin	604	0.9
10	overlap_public_chromatin	605	1.0
10	overlap_public_chromatin	606	1.0
10	overlap_public_chromatin	607	0.9
10	overlap_public_chromatin	608	0.9
10	overlap_public_chromatin	609	1.0
10	overlap_public_chromatin	610	1.0
10	overlap_public_chromatin	611	1.0
10	overlap_public_chromatin	612	1.0
10	overlap_public_chromatin	613	1.0
10	overlap_public_chromatin	614	1.0
10	overlap_public_chromatin	615	1.0
10	overlap_public_chromatin	616	0.9
10	overlap_public_chromatin	617	1.0
10	overlap_public_chromatin	618	0.9
10	overlap_public_chromatin	619	1.0
10	overlap_public_chromatin	620	1.0
10	overlap_public_chromatin	621	0.9
10	overlap_public_chromatin	622	1.0
10	overlap_public_chromatin	623	0.9
10	overlap_public_chromatin	624	1.0
10	overlap_public_chromatin	625	1.0
10	overlap_public_chromatin	626	1.0
10	overlap_public_chromatin	627	0.9
10	overlap_public_chromatin	628	1.0
10	overlap_public_chromatin	629	0.9
10	overlap_public_chromatin	630	0.9
10	overlap_public_chromatin	631	0.9
10	overlap_public_chromatin	632	1.0
10	overlap_public_chromatin	633	0.9
10	overlap_public_chromatin	634	1.0
10	overlap_public_chromatin	635	1.0
10	overlap_public_chromatin	636	1.0
10	overlap_public_chromatin	637	0.9
10	overlap_public_chromatin	638	1.0
10	overlap_public_chromatin	639	1.0
10	overlap_public_chromatin	640	0.9
10	overlap_public_chromatin	641	0.9
10	overlap_public_chromatin	642	1.0
10	overlap_public_chromatin	643	1.0
10	overlap_public_chromatin	644	0.9
10	overlap_public_chromatin	645	0.9
10	overlap_public_chromatin	646	1.0
10	overlap_public_chromatin	647	1.0
10	overlap_public_chromatin	648	0.8
10	overlap_public_chromatin	649	0.9
10	overlap_public_chromatin	650	1.0
10	overlap_public_chromatin	651	0.9
10	overlap_public_chromatin	652	1.0
10	overlap_public_chromatin	653	0.9
10	overlap_public_chromatin	654	0.9
10	overlap_public_chromatin	655	1.0
10	overlap_public_chromatin	656	0.9
10	overlap_public_chromatin	657	1.0
10	overlap_public_chromatin	658	1.0
10	overlap_public_chromatin	659	0.9
10	overlap_public_chromatin	660	1.0
10	overlap_public_chromatin	661	1.0
10	overlap_public_chromatin	662	0.9
10	overlap_public_chromatin	663	0.9
10	overlap_public_chromatin	664	0.9
10	overlap_public_chromatin	665	0.9
10	overlap_public_chromatin	666	0.8
10	overlap_public_chromatin	667	1.0
10	overlap_public_chromatin	668	0.9
10	overlap_public_chromatin	669	1.0
10	overlap_public_chromatin	670	1.0
10	overlap_public_chromatin	671	1.0
10	overlap_public_chromatin	672	0.8
10	overlap_public_chromatin	673	0.9
10	overlap_public_chromatin	674	0.9
10	overlap_public_chromatin	675	1.0
10	overlap_public_chromatin	676	1.0
10	overlap_public_chromatin	677	1.0
10	overlap_public_chromatin	678	0.9
10	overlap_public_chromatin	679	0.9
10	overlap_public_chromatin	680	1.0
10	overlap_public_chromatin	681	1.0
10	overlap_public_chromatin	682	1.0
10	overlap_public_chromatin	683	0.9
10	overlap_public_chromatin	684	0.9
10	overlap_public_chromatin	685	1.0
10	overlap_public_chromatin	686	1.0
10	overlap_public_chromatin	687	0.9
10	overlap_public_chromatin	688	1.0
10	overlap_public_chromatin	689	1.0
10	overlap_public_chromatin	690	1.0
10	overlap_public_chromatin	691	0.9
10	overlap_public_chromatin	692	0.9
10	overlap_public_chromatin	693	1.0
10	overlap_public_chromatin	694	1.0
10	overlap_public_chromatin	695	0.9
10	overlap_public_chromatin	696	1.0
10	overlap_public_chromatin	697	0.9
10	overlap_public_chromatin	698	1.0
10	overlap_public_chromatin	699	1.0
10	overlap_public_chromatin	700	1.0
10	overlap_public_chromatin	701	0.9
10	overlap_public_chromatin	702	1.0
10	overlap_public_chromatin	703	1.0
10	overlap_public_chromatin	704	1.0
10	overlap_public_chromatin	705	1.0
10	overlap_public_chromatin	706	0.9
10	overlap_public_chromatin	707	1.0
10	overlap_public_chromatin	708	1.0
10	overlap_public_chromatin	709	1.0
10	overlap_public_chromatin	710	0.9
10	overlap_public_chromatin	711	0.9
10	overlap_public_chromatin	712	1.0
10	overlap_public_chromatin	713	0.8
10	overlap_public_chromatin	714	1.0
10	overlap_public_chromatin	715	0.9
10	overlap_public_chromatin	716	1.0
10	overlap_public_chromatin	717	1.0
10	overlap_public_chromatin	718	1.0
10	overlap_public_chromatin	719	1.0
10	overlap_public_chromatin	720	0.9
10	overlap_public_chromatin	721	1.0
10	overlap_public_chromatin	722	0.9
10	overlap_public_chromatin	723	1.0
10	overlap_public_chromatin	724	0.9
10	overlap_public_chromatin	725	0.9
10	overlap_public_chromatin	726	0.9
10	overlap_public_chromatin	727	0.8
10	overlap_public_chromatin	728	0.8
10	overlap_public_chromatin	729	1.0
10	overlap_public_chromatin	730	1.0
10	overlap_public_chromatin	731	0.9
10	overlap_public_chromatin	732	0.8
10	overlap_public_chromatin	733	1.0
10	overlap_public_chromatin	734	1.0
