morula_A_mean	morula_P_mean	morula_reset_score_A_minus_P	morula_A_rank_lowest_is_1	morula_P_rank_highest_is_1	morula_reset_rank_lowest_is_1	iteration
0.4304980257810765	0.5652731267932737	-0.1347751010121972	2	3	2	65
0.459033996916848	0.5492615352881772	-0.09022753837132924	6	6	6	66
0.4577240008712712	0.5430801752716464	-0.08535617440037524	6	5	6	67
0.46240770794358665	0.5726256732952393	-0.11021796535165262	6	2	4	68
0.4494029427917139	0.5422478092877802	-0.09284486649606627	3	6	6	69
0.4704691203432007	0.561397899951636	-0.09092877960843532	7	4	7	70
0.41708984861056264	0.5752060805186615	-0.15811623190809887	1	2	1	71
0.45836418492021447	0.5599955558164239	-0.10163137089620944	7	4	4	72
0.42809910775654025	0.625409947813211	-0.19731084005667077	1	1	1	73
0.43818680783050007	0.593645693036886	-0.1554588852063859	1	1	1	74
0.453629277790043	0.5731604582356785	-0.11953118044563554	3	1	2	75
0.4535580061370864	0.5412229344780441	-0.08766492834095774	4	6	4	76
0.4754153676111877	0.5316693048457714	-0.05625393723458366	7	7	7	77
0.4350738933111019	0.5569194650218864	-0.12184557171078447	1	4	2	78
0.4495708166241434	0.5214943957517224	-0.07192357912757902	4	6	7	79
0.45942360265631516	0.5520916933850681	-0.09266809072875298	5	5	6	80
0.4506945290600325	0.5169165557691418	-0.06622202670910926	4	7	7	81
0.4664135151003166	0.5381646933981008	-0.07175117829778421	7	7	7	82
0.47032460334818565	0.5668232138649824	-0.0964986105167967	7	4	6	83
0.4459777993249953	0.5745220985815833	-0.128544299256588	3	2	2	84
0.43618257347111894	0.5774207148228792	-0.14123814135176022	1	1	1	85
0.4588919754842412	0.5672321113463415	-0.10834013586210034	4	3	4	86
0.4531074700704282	0.5466556797135522	-0.09354820964312405	4	5	5	87
0.44474645241797395	0.5787536484062205	-0.1340071959882465	4	3	4	88
0.44516414098978335	0.5237710776581507	-0.07860693666836732	2	7	7	89
0.4272592611583411	0.5501800370239143	-0.12292077586557315	1	6	1	90
0.4615663673101677	0.556990967131663	-0.09542459982149526	6	4	6	91
0.47171188120812674	0.5462119891322026	-0.07450010792407585	6	7	7	92
0.46829790433174245	0.5643224465583794	-0.09602454222663692	6	2	5	93
0.45604298477018296	0.5437930427173395	-0.08775005794715657	5	4	5	94
0.4478729375221144	0.5681497036332508	-0.12027676611113641	3	2	3	95
0.45845808328620424	0.569695508964778	-0.11123742567857381	4	2	4	96
0.4549992044187705	0.5726095706673638	-0.11761036624859333	4	3	3	97
0.47612708162822837	0.5880258221220928	-0.11189874049386439	7	2	5	98
0.444743917349748	0.5533217063319812	-0.10857778898223319	3	5	5	99
0.4396115499679508	0.5800570802216113	-0.14044553025366047	2	1	1	100
0.46630605306517864	0.5630090243983826	-0.09670297133320399	6	3	6	101
0.43664724812659894	0.5613970123347913	-0.12474976420819239	2	3	3	102
0.42769159241623333	0.5640868184414163	-0.13639522602518295	1	3	2	103
0.44296674671722946	0.5441857436188224	-0.10121899690159297	1	6	4	104
0.4112579032038331	0.60584017623799	-0.19458227303415693	1	1	1	105
0.4527721438058335	0.5463873144294942	-0.09361517062366065	5	6	5	106
0.4694833605848826	0.5353477301092008	-0.06586436952431818	6	7	7	107
0.4534620547378497	0.5654804750694455	-0.11201842033159587	4	2	4	108
0.4436527112705892	0.5599677252378027	-0.1163150139672135	2	3	1	109
0.4635680192388268	0.5232808513503798	-0.05971283211155304	6	7	7	110
0.4471248842949185	0.5407770039824343	-0.09365211968751586	2	7	6	111
0.46802735824805874	0.5690840857877205	-0.10105672753966177	7	2	5	112
0.4741132585840862	0.5296040099994009	-0.05549075141531473	7	7	7	113
0.42468528469897837	0.5479119945094306	-0.12322670981045225	1	5	3	114
0.4448750439593397	0.5679352884552024	-0.12306024449586267	2	3	4	115
0.46981931546814565	0.5480853770760008	-0.07826606160785515	6	6	7	116
0.44757320263810524	0.5059086008050321	-0.058335398166926844	4	7	7	117
0.4545157551123718	0.5540150746138874	-0.09949931950151564	6	6	7	118
0.45781904504383675	0.5383877296963874	-0.08056868465255063	6	5	6	119
0.46944574928635885	0.525425730814044	-0.05597998152768513	6	7	7	120
0.4221736533064782	0.57932504546305	-0.15715139215657176	2	1	2	121
0.4395117640977425	0.5405091667871089	-0.10099740268936641	1	7	5	122
0.4366876003500319	0.5969059811383918	-0.16021838078835987	1	1	1	123
0.42536992426975356	0.5576356279743834	-0.1322657037046298	1	5	1	124
0.421964579522557	0.543370447635265	-0.12140586811270798	2	7	4	125
0.45875574905376937	0.5995776567549792	-0.14082190770120984	6	1	3	126
0.43765225639441724	0.5331324177270422	-0.09548016133262499	1	6	6	127
0.418072598882395	0.5455881344006248	-0.1275155355182298	1	6	2	128
0.45196341739149964	0.5752147968943286	-0.123251379502829	4	2	1	129
0.45992749893316404	0.5479920815097343	-0.0880645825765703	4	6	4	130
0.4570692539363369	0.5460461819363519	-0.088976928000015	5	4	5	131
0.44387026847501443	0.566326025687417	-0.12245575721240254	3	2	2	132
0.4300276336923353	0.580396857837612	-0.15036922414527665	1	2	2	133
0.4163637626632813	0.5750443110077459	-0.1586805483444646	1	2	2	134
0.44922980542557506	0.5622546994055354	-0.11302489397996035	3	4	3	135
0.44349839436294847	0.5601439630187631	-0.11664556865581466	2	4	2	136
0.4495300473601277	0.5652821010765697	-0.11575205371644204	4	3	3	137
0.42984762925499787	0.5501434260570829	-0.12029579680208502	1	4	2	138
0.44190439490744926	0.5677282675905159	-0.1258238726830666	2	3	3	139
0.4587286291975064	0.5622495099647696	-0.10352088076726323	7	3	5	140
0.47189236469304263	0.5479038910923237	-0.0760115263992811	6	5	6	141
0.44221232127181775	0.59599770355159	-0.15378538227977223	1	1	1	142
0.4557012912857318	0.5400606710042297	-0.08435937971849794	4	5	6	143
0.4373433377766576	0.5521625382755175	-0.11481920049885991	1	5	4	144
0.4468777575896258	0.554879097856007	-0.1080013402663812	3	5	3	145
0.4616141312206363	0.5551902750260512	-0.0935761438054149	6	4	7	146
0.4314240101808141	0.5731402681099205	-0.14171625792910636	1	1	1	147
0.4556196729903733	0.5352077799990194	-0.07958810700864605	4	7	7	148
0.4528048236300214	0.5581604761334579	-0.10535565250343648	5	3	3	149
0.4602698385455125	0.5710648662236083	-0.11079502767809579	6	1	4	150
0.44913878709353267	0.6070682612242446	-0.15792947413071196	3	1	1	151
0.45383292526671365	0.5756535549833468	-0.12182062971663316	5	2	2	152
0.4717873888828222	0.5458717785820458	-0.07408438969922365	5	6	7	153
0.4554209350570356	0.5063605566264713	-0.050939621569435656	4	7	7	154
0.4276314993378263	0.5739407167863048	-0.14630921744847847	1	3	2	155
0.46828983024218657	0.5867198523684231	-0.11843002212623649	7	1	2	156
0.4764675058917155	0.5404661811883786	-0.06399867529666314	7	6	7	157
0.4404988258525807	0.5190744757209788	-0.07857564986839805	1	7	7	158
0.43114160665497436	0.5836500493633012	-0.15250844270832686	1	3	1	159
0.4413224678662686	0.5696402392126805	-0.12831777134641187	3	2	2	160
0.4278642878648235	0.5452758168087235	-0.1174115289439	2	6	2	161
0.4344439229102895	0.5825422638069818	-0.14809834089669233	1	1	1	162
0.439191291857392	0.5997984938123548	-0.16060720195496286	1	1	1	163
0.45474210903560564	0.5484691124055598	-0.09372700336995421	4	6	6	164
0.45907783113067335	0.5196745573968827	-0.06059672626620938	6	7	6	165
0.43950891505399015	0.5522880123114526	-0.11277909725746249	1	4	2	166
0.46221519167031877	0.5748277424627535	-0.1126125507924347	6	2	3	167
0.45457542982794474	0.5799885065307117	-0.1254130767027669	4	1	1	168
0.4486722992148733	0.5573036025419281	-0.10863130332705484	2	4	4	169
0.45148938365414537	0.5420630827262358	-0.09057369907209045	4	6	6	170
0.4704270018223122	0.5598341028648846	-0.08940710104257238	6	4	6	171
0.45123448619108264	0.547573548631141	-0.09633906244005841	2	6	7	172
0.4500512961400636	0.5256102060525681	-0.07555890991250452	4	7	7	173
0.44677738421715096	0.5862085360454277	-0.1394311518282767	3	1	1	174
0.4678505496077663	0.5488731190805497	-0.08102256947278341	7	7	7	175
0.46083053660492906	0.5590440366523735	-0.09821350004744439	7	5	6	176
0.46260603145105045	0.5666326118049321	-0.10402658035388163	5	3	4	177
0.45433203740769856	0.5835276216941944	-0.1291955842864958	5	2	2	178
0.4379270354601559	0.5748508903958844	-0.13692385493572856	1	1	1	179
0.4321569556862795	0.5475835377810029	-0.1154265820947234	1	6	4	180
0.4378881563069172	0.5560966920816265	-0.1182085357747093	1	4	3	181
0.4687869819648382	0.5643036139242784	-0.09551663195944021	6	2	4	182
0.45253657339200626	0.5983972201176347	-0.14586064672562848	6	1	1	183
0.44113268224523056	0.5461653944415982	-0.10503271219636762	2	5	4	184
0.46167824772740546	0.5764153792958671	-0.1147371315684616	6	1	2	185
0.46575900229205064	0.5699587007069843	-0.10419969841493365	6	2	5	186
0.4592300370788158	0.5396761277917601	-0.08044609071294428	6	6	5	187
0.4716185445237245	0.5374100658250852	-0.06579152130136073	7	6	7	188
0.4559426117640943	0.5760271318680203	-0.12008452010392606	5	1	3	189
0.4477978995773383	0.5572162930707105	-0.10941839349337223	2	4	2	190
0.4534501921956	0.5528936582317728	-0.09944346603617282	5	6	5	191
0.4492265714405137	0.5652082265500321	-0.11598165510951841	3	2	3	192
0.44662859942475364	0.5397759241037883	-0.09314732467903464	3	5	5	193
0.4413006448669855	0.5638688447361445	-0.12256819986915901	3	3	3	194
0.4497509094170209	0.5336109009723634	-0.08385999155534252	4	7	7	195
0.4471021061045337	0.6047840656621494	-0.15768195955761566	3	1	1	196
0.4256172365045068	0.5727164644331785	-0.1470992279286717	1	3	1	197
0.4565023097306107	0.5477949055576559	-0.09129259582704519	4	6	6	198
0.4575490518223055	0.554378787284837	-0.09682973546253154	6	4	6	199
0.4374272987351222	0.5218875169452692	-0.08446021821014704	1	7	7	200
0.47029178846537445	0.5982507810918969	-0.12795899262652244	7	1	2	201
0.4452454187614747	0.5641650061265536	-0.1189195873650789	2	4	1	202
0.4597788947601747	0.5695277638232606	-0.10974886906308595	7	2	3	203
0.4549546457609607	0.5586488485080541	-0.1036942027470934	5	3	4	204
0.42585251122318935	0.5486327719843359	-0.12278026076114656	1	6	1	205
0.4518556652532005	0.554893001829592	-0.10303733657639152	3	5	5	206
0.45211525499535593	0.5818284892578672	-0.1297132342625113	5	2	3	207
0.43200655082396283	0.5990071518711306	-0.1670006010471678	1	1	1	208
0.47093247888892104	0.5398270241294224	-0.06889454524050137	7	6	6	209
0.4550595540290984	0.5888868581937944	-0.13382730416469596	4	1	2	210
0.45853634506338103	0.5313027085421834	-0.07276636347880239	5	7	7	211
0.44023602644267606	0.5832540737980461	-0.14301804735537	3	1	2	212
0.44601883119958663	0.5594981013959477	-0.11347927019636106	4	4	4	213
0.45284700785609666	0.5672574857883713	-0.11441047793227466	4	2	3	214
0.45671120749757305	0.5348078184297848	-0.07809661093221171	5	7	7	215
0.4391627303678532	0.578934972035933	-0.13977224166807983	1	2	1	216
0.4595970548776732	0.5376556173867673	-0.07805856250909404	6	7	7	217
0.45330433262654907	0.570762886198499	-0.11745855357194995	5	3	5	218
0.4675611604078369	0.5677837441522622	-0.10022258374442528	7	3	6	219
0.44750487544367706	0.542600006450875	-0.09509513100719796	3	7	6	220
0.4576018000915621	0.5569919591985663	-0.09939015910700416	5	4	6	221
0.4659649048823424	0.5268396328215966	-0.06087472793925425	7	7	7	222
0.4420473786545839	0.5643527364729422	-0.12230535781835827	2	2	2	223
0.46117687585567224	0.6164911413759668	-0.1553142655202946	5	1	1	224
0.44354149782069757	0.543337928184598	-0.09979643036390046	1	7	6	225
0.4507027040264409	0.5723350954103138	-0.12163239138387288	3	2	1	226
0.45432620864048495	0.5608721828137107	-0.1065459741732257	5	5	6	227
0.4410465184780628	0.5212116487390318	-0.080165130260969	2	7	7	228
0.43499995924690055	0.5639535128859415	-0.12895355363904099	3	3	3	229
0.4513010950953553	0.5426556852971919	-0.09135459020183656	3	6	5	230
0.4446969463828322	0.549261271060486	-0.10456432467765375	2	6	5	231
0.42536181557235003	0.539119813808129	-0.11375799823577898	1	6	3	232
0.4417679234748589	0.5104783915550443	-0.06871046808018538	2	7	7	233
0.45887757522271677	0.5529011652393586	-0.09402359001664184	6	5	6	234
0.44357244149822184	0.5535671002011738	-0.109994658702952	4	5	5	235
0.4530539138015609	0.5744215187226143	-0.12136760492105336	5	2	1	236
0.4735666360649156	0.5303874446221386	-0.05682080855722299	7	6	6	237
0.44399597420009235	0.5691001143541964	-0.12510414015410404	2	1	2	238
0.4669957288582282	0.5764493974101109	-0.10945366855188271	6	2	3	239
0.4625061918687466	0.5768362195434991	-0.11433002767475248	6	2	4	240
0.4529360530322658	0.5947285268635751	-0.14179247383130933	4	2	1	241
0.44939063199705404	0.5321775612310826	-0.08278692923402858	3	7	5	242
0.4754559270246865	0.5378706068062425	-0.06241467978155607	7	7	7	243
0.42302013170137037	0.5684424575040945	-0.14542232580272413	1	3	1	244
0.437905603713335	0.5516720934885995	-0.11376648977526449	1	5	4	245
0.41520763113267617	0.5505278482807218	-0.1353202171480456	1	6	2	246
0.44429554346003686	0.5504558119633647	-0.10616026850332783	2	5	3	247
0.43387191062015934	0.5235934940904308	-0.08972158347027143	1	6	5	248
0.44638295930076943	0.5575705515372658	-0.11118759223649632	4	4	5	249
0.4463383935622405	0.5390740732254194	-0.09273567966317897	3	6	6	250
0.4620528757760809	0.542532604092059	-0.08047972831597805	7	6	7	251
0.4635992173714265	0.564024767395355	-0.1004255500239285	5	3	4	252
0.45175936775672687	0.532563274259141	-0.08080390650241409	3	7	5	253
0.4664088596747266	0.5355134031190651	-0.06910454344433853	6	7	7	254
0.458531851965567	0.5776711003577939	-0.11913924839222689	7	2	3	255
0.43683339837380997	0.5433883120333755	-0.10655491365956549	2	6	4	256
0.43912146487384335	0.5513135497841017	-0.1121920849102584	2	3	4	257
0.45302842168822827	0.5789131271847177	-0.1258847054964894	3	2	3	258
0.4599363337785907	0.5545330363444123	-0.09459670256582159	6	4	5	259
0.45122253037770554	0.5288702367798259	-0.07764770640212038	5	7	7	260
0.43847961735125884	0.5810915632482888	-0.14261194589702997	1	2	1	261
0.4750322833702862	0.5443750674239376	-0.06934278405365141	7	7	7	262
0.45470259376000577	0.5438839024101203	-0.08918130865011453	5	7	6	263
0.4475193168107444	0.5644937422015205	-0.11697442539077607	5	4	5	264
0.4302395098649265	0.5730181852216767	-0.1427786753567502	2	3	1	265
0.4679486819882396	0.5356381125966887	-0.06768943060844912	7	7	7	266
0.4365508455320801	0.536706212084502	-0.10015536655242185	1	7	5	267
0.47276190512585237	0.5721873241097067	-0.09942541898385437	7	2	4	268
0.4758993250795902	0.5479985229936863	-0.07209919791409614	7	5	6	269
0.44218339188051065	0.5409516424516747	-0.09876825057116406	2	7	5	270
0.4737344686942221	0.5695679809616183	-0.09583351226739623	7	1	6	271
0.42327392135696545	0.5495206218489271	-0.12624670049196168	1	5	3	272
0.4501872401965695	0.5874464951834297	-0.1372592549868602	3	3	1	273
0.44492968494931195	0.5697553677673037	-0.12482568281799178	1	2	1	274
0.43492841590075126	0.5645153906442945	-0.1295869747435432	2	3	2	275
0.4697868128684852	0.5600459146980008	-0.09025910182951558	7	5	7	276
0.4292410634228383	0.5618814652591729	-0.13264040183633463	1	2	1	277
0.4476937216148212	0.5538891105195375	-0.1061953889047163	3	6	4	278
0.43825541021159625	0.5259061265728658	-0.08765071636126959	3	6	7	279
0.4245117243603179	0.5490714303058193	-0.12455970594550136	1	6	2	280
0.4457985776473045	0.5543178184713532	-0.10851924082404868	3	5	4	281
0.42617704167997794	0.541044507691226	-0.11486746601124809	1	7	3	282
0.4254963109050921	0.5779173259715923	-0.1524210150665002	2	3	2	283
0.42288098284359465	0.6184396748178217	-0.19555869197422704	2	1	1	284
0.4511111363604584	0.5633491553820597	-0.11223801902160124	4	4	3	285
0.4469367355306574	0.5598622363652963	-0.11292550083463893	4	4	4	286
0.44475184539670465	0.5553845134929183	-0.11063266809621364	3	4	5	287
0.45339499936793326	0.5641196746958926	-0.11072467532795938	5	4	3	288
0.4601360318490882	0.5729535129296187	-0.11281748108053052	4	3	3	289
0.4461021890569678	0.5896696687027102	-0.1435674796457424	3	1	1	290
0.43443213948229853	0.5398170046789751	-0.10538486519667656	1	5	5	291
0.4760692410251774	0.5326854071791065	-0.056616166153929115	7	6	7	292
0.455222236153923	0.5778735188582682	-0.12265128270434522	4	1	2	293
0.44502763873884327	0.5558660937397758	-0.11083845500093253	4	5	4	294
0.4248556178028974	0.589247453983963	-0.16439183618106568	1	2	1	295
0.4392257625129476	0.537219050807447	-0.09799328829449944	1	7	6	296
0.4501850404034933	0.5429424078802749	-0.09275736747678165	4	6	5	297
0.4670321827594777	0.5698294477895252	-0.10279726503004744	5	1	3	298
0.4488919634976106	0.5562526939469932	-0.10736073044938255	3	4	4	299
0.45543420828966835	0.5535167805640822	-0.0980825722744138	5	4	6	300
0.46676700374921604	0.5369050441477137	-0.07013804039849764	7	7	7	301
0.45478521865240673	0.5729095456867288	-0.11812432703432207	4	2	2	302
0.4258975543870396	0.5472533276054657	-0.12135577321842617	1	5	3	303
0.44176262761332247	0.5950631357846251	-0.15330050817130264	3	1	1	304
0.4762816759315179	0.5770752108719058	-0.10079353494038795	7	1	5	305
0.440127563416313	0.5656489110077975	-0.12552134759148448	1	5	4	306
0.46248794810971944	0.5699640189729502	-0.1074760708632308	6	2	4	307
0.45006326238155275	0.5661388532566566	-0.11607559087510383	3	3	3	308
0.4488283612339923	0.5418566923991549	-0.09302833116516263	4	6	6	309
0.4592462586713309	0.5660001722673187	-0.10675391359598779	5	4	5	310
0.45678709988203764	0.5880058729236962	-0.13121877304165858	5	1	2	311
0.4685105948498998	0.5251826270085932	-0.056672032158693375	7	7	7	312
0.43894837561246125	0.5631050991240207	-0.12415672351155949	2	3	1	313
0.4548762136500902	0.5914572838807091	-0.13658107023061888	4	1	1	314
0.4332654750812982	0.5734287656247475	-0.14016329054344934	2	2	1	315
0.4507304444671115	0.5454987161852121	-0.09476827171810054	4	6	5	316
0.4344567084834453	0.5890709803048729	-0.15461427182142762	1	1	1	317
0.44478648205583327	0.5265403472567457	-0.08175386520091243	3	7	7	318
0.4510618857315905	0.5421622900739222	-0.09110040434233174	5	6	6	319
0.46846002757986976	0.5931774199416288	-0.124717392361759	6	1	1	320
0.45735854752044625	0.5955199461601814	-0.1381613986397352	4	1	2	321
0.4528727859256342	0.536188589527753	-0.08331580360211877	4	7	7	322
0.47703233842062726	0.5726577233711668	-0.09562538495053957	7	2	6	323
0.4479055721933955	0.5783493313177281	-0.13044375912433265	3	2	2	324
0.4496229240233374	0.5661598346487275	-0.11653691062539012	4	3	5	325
0.4436592790101855	0.5633705253178464	-0.11971124630766089	1	3	3	326
0.47530801934502737	0.5649007380697522	-0.0895927187247248	7	2	6	327
0.4600504302545287	0.6128196907618315	-0.15276926050730283	6	1	1	328
0.4476794996442894	0.54054794382921	-0.09286844418492063	2	6	5	329
0.4476050193973441	0.5717935147024025	-0.12418849530505838	3	2	2	330
0.46638890387096754	0.5673019424921254	-0.10091303862115786	7	3	5	331
0.4401272586574712	0.5893472883157953	-0.1492200296583241	3	1	1	332
0.42867254130718	0.5502918629597685	-0.12161932165258849	1	5	2	333
0.44659952330584435	0.5805522191815635	-0.13395269587571917	4	1	1	334
0.4392647496369933	0.5604519581434169	-0.12118720850642356	2	4	2	335
0.435696051305784	0.5678463069901827	-0.1321502556843987	2	3	2	336
0.4771973071811275	0.5548286859701085	-0.07763137878898096	7	5	7	337
0.4393219434744607	0.5908498843572338	-0.15152794088277316	3	2	2	338
0.46448118664685517	0.5482825951149716	-0.0838014084681164	6	4	6	339
0.4723243978876992	0.5425817302311409	-0.07025733234344167	7	6	7	340
0.44193628168218574	0.5696249342905356	-0.12768865260834988	2	4	2	341
0.4231398750173691	0.573220673400084	-0.15008079838271488	1	3	2	342
0.443666615633583	0.5601698613603343	-0.1165032457267513	2	3	2	343
0.4372424950096527	0.5335246673279187	-0.09628217231826602	1	7	6	344
0.44350855273059625	0.5714651311417358	-0.12795657841113955	1	3	3	345
0.44418139499841636	0.5469013625748467	-0.10271996757643032	3	7	5	346
0.472714423249698	0.5375291326368361	-0.06481470938713813	6	7	7	347
0.43789863904916254	0.49625098505040577	-0.05835234600124323	2	7	7	348
0.46249825857578736	0.5349639527225145	-0.07246569414672716	6	7	7	349
0.4566381875915323	0.5202253308280377	-0.06358714323650538	5	7	7	350
0.4611955394088314	0.5459902825115379	-0.08479474310270652	6	6	6	351
0.45578775256228415	0.5341394830859213	-0.07835173052363714	6	6	6	352
0.44637059130823464	0.5245480591661063	-0.07817746785787161	2	7	7	353
0.4691718320166734	0.5395169797496724	-0.07034514773299899	6	5	6	354
0.46243594717788894	0.551135106510071	-0.08869915933218209	5	6	6	355
0.4487349103876805	0.545004079434716	-0.09626916904703547	3	6	6	356
0.448604498136947	0.6130680657359787	-0.1644635675990317	3	1	1	357
0.4442468600969838	0.5679542949308237	-0.12370743483383995	3	4	3	358
0.44638424490899115	0.5268493890420509	-0.08046514413305977	3	7	7	359
0.43409905490188616	0.5765248478666409	-0.14242579296475477	1	1	1	360
0.4823925472476006	0.5561507514725718	-0.07375820422497115	7	4	7	361
0.4527326110134061	0.5602669315358711	-0.10753432052246503	4	4	4	362
0.438092240952998	0.5587113700167177	-0.12061912906371969	3	5	2	363
0.4504684932550229	0.5506000734985877	-0.10013158024356483	4	5	6	364
0.4525458849394668	0.5310674572201063	-0.0785215722806395	4	7	7	365
0.428350999179365	0.5674968745726837	-0.13914587539331874	1	2	1	366
0.4515093488009511	0.5721808407421576	-0.12067149194120647	3	1	1	367
0.45568174547108464	0.5639909170463352	-0.10830917157525055	5	2	3	368
0.4736413657284781	0.5382313768465665	-0.06459001111808843	7	7	7	369
0.4447866310522333	0.5433364381628962	-0.09854980711066291	2	6	5	370
0.4437908428588489	0.5370958082340054	-0.09330496537515648	1	6	6	371
0.4641326606232924	0.5443751921417943	-0.08024253151850191	7	7	7	372
0.46132178605731633	0.5290929627055228	-0.06777117664820642	6	7	7	373
0.44560208923036065	0.5734473183403463	-0.1278452291099857	2	2	1	374
0.4531335357710856	0.6001050058754728	-0.14697147010438716	4	1	1	375
0.4665011918287856	0.5682565207337407	-0.10175532890495509	6	3	4	376
0.4396148542265961	0.5659162072926305	-0.1263013530660344	1	3	3	377
0.4756721117928072	0.539506918101036	-0.0638348063082288	6	7	7	378
0.4576184959428726	0.5370616869920787	-0.07944319104920605	5	7	7	379
0.44284593194546373	0.5548684447591985	-0.11202251281373476	3	6	2	380
0.46933526440614654	0.5513286104799459	-0.08199334607379932	7	6	7	381
0.48750517225562856	0.5227109194684117	-0.03520574721278319	7	7	7	382
0.4574322385319301	0.5525126723642173	-0.0950804338322872	6	6	5	383
0.42960478107283234	0.5427439022342554	-0.11313912116142305	1	6	2	384
0.4581427051859396	0.5073873567064103	-0.04924465152047075	5	7	7	385
