region_type	control_set	cluster_name	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr
age_DMR	age_DMR	cluster_5020	cluster_5020	chr22	31518860	31518963	104	3	-0.027558478
age_DMR	age_DMR	cluster_5977	cluster_5977	chr5	147040667	147040773	107	3	0.060793808
age_DMR	age_DMR	cluster_1921	cluster_1921	chr12	101988756	101988803	48	2	0.013074757
age_DMR	age_DMR	cluster_2355	cluster_2355	chr14	23525003	23525720	718	3	-0.01669596
age_DMR	age_DMR	cluster_1126	cluster_1126	chr10	134661502	134661640	139	3	-0.033032012
age_DMR	age_DMR	cluster_4551	cluster_4551	chr2	176983285	176983519	235	2	-0.053087412
age_DMR	age_DMR	cluster_2126	cluster_2126	chr13	22058122	22058128	7	2	0.054376277
age_DMR	age_DMR	cluster_6495	cluster_6495	chr6	130182053	130182551	499	6	0.010966867
age_DMR	age_DMR	cluster_1333	cluster_1333	chr11	44328423	44329915	1493	3	-0.042831806
age_DMR	age_DMR	cluster_5215	cluster_5215	chr3	63428234	63428840	607	3	0.019791166
age_DMR	age_DMR	cluster_1564	cluster_1564	chr11	111956647	111956885	239	6	-0.013214527
age_DMR	age_DMR	cluster_6498	cluster_6498	chr6	132931714	132931736	23	2	0.017322151
age_DMR	age_DMR	cluster_6087	cluster_6087	chr6	2437142	2437147	6	2	0.055167825
age_DMR	age_DMR	cluster_23	cluster_23	chr1	1135492	1135955	464	2	-0.023801903
age_DMR	age_DMR	cluster_6020	cluster_6020	chr5	172662724	172663219	496	4	-0.038638364
age_DMR	age_DMR	cluster_7042	cluster_7042	chr7	108168130	108168721	592	3	0.0377521
age_DMR	age_DMR	cluster_7072	cluster_7072	chr7	132435910	132436239	330	2	0.082616718
age_DMR	age_DMR	cluster_5240	cluster_5240	chr3	99904510	99904609	100	3	0.021563529
age_DMR	age_DMR	cluster_7425	cluster_7425	chr8	19460935	19461068	134	2	0.051781861
age_DMR	age_DMR	cluster_2727	cluster_2727	chr15	91447374	91447749	376	3	-0.016253451
age_DMR	age_DMR	cluster_6410	cluster_6410	chr6	41375649	41376295	647	3	-0.021018304
age_DMR	age_DMR	cluster_1406	cluster_1406	chr11	62559856	62559882	27	2	-0.010845082
age_DMR	age_DMR	cluster_1742	cluster_1742	chr12	11151430	11151622	193	4	0.010894564
age_DMR	age_DMR	cluster_587	cluster_587	chr1	213122829	213123025	197	2	-0.017575416
age_DMR	age_DMR	cluster_4373	cluster_4373	chr2	49382159	49382401	243	3	0.049797989
age_DMR	age_DMR	cluster_5659	cluster_5659	chr4	175752696	175752781	86	2	0.069857776
age_DMR	age_DMR	cluster_5608	cluster_5608	chr4	114213574	114214449	876	7	0.05939623
age_DMR	age_DMR	cluster_6604	cluster_6604	chr6	167173257	167173343	87	2	0.013598211
age_DMR	age_DMR	cluster_6655	cluster_6655	chr6	168963358	168963731	374	3	0.116026458
age_DMR	age_DMR	cluster_3967	cluster_3967	chr19	18284120	18284450	331	6	-0.027666536
age_DMR	age_DMR	cluster_3362	cluster_3362	chr17	39685250	39685912	663	4	-0.039116552
age_DMR	age_DMR	cluster_4605	cluster_4605	chr2	227288327	227288518	192	2	0.049177448
age_DMR	age_DMR	cluster_242	cluster_242	chr1	33231070	33231109	40	2	-0.017895363
age_DMR	age_DMR	cluster_4899	cluster_4899	chr21	22175001	22175522	522	2	0.044104691
age_DMR	age_DMR	cluster_5002	cluster_5002	chr22	26829758	26830041	284	3	0.073881417
age_DMR	age_DMR	cluster_3416	cluster_3416	chr17	46676215	46676375	161	2	-0.018833351
age_DMR	age_DMR	cluster_5966	cluster_5966	chr5	140709983	140710237	255	4	-0.031586986
age_DMR	age_DMR	cluster_2832	cluster_2832	chr16	2073518	2073792	275	2	-0.020554218
age_DMR	age_DMR	cluster_5400	cluster_5400	chr4	683148	683772	625	4	-0.013997351
age_DMR	age_DMR	cluster_6406	cluster_6406	chr6	40359007	40359130	124	2	-0.039827347
age_DMR	age_DMR	cluster_315	cluster_315	chr1	66797701	66798063	363	2	0.044527436
age_DMR	age_DMR	cluster_6114	cluster_6114	chr6	7248862	7248983	122	3	0.03469714
age_DMR	age_DMR	cluster_2743	cluster_2743	chr15	96894342	96894509	168	2	-0.030119887
age_DMR	age_DMR	cluster_3684	cluster_3684	chr18	61817088	61817320	233	3	0.042859403
age_DMR	age_DMR	cluster_6275	cluster_6275	chr6	31737630	31737885	256	2	-0.032421038
age_DMR	age_DMR	cluster_7612	cluster_7612	chr8	143202730	143203654	925	5	0.043674447
age_DMR	age_DMR	cluster_916	cluster_916	chr10	74870240	74870311	72	2	-0.025276367
age_DMR	age_DMR	cluster_950	cluster_950	chr10	95123718	95123774	57	3	0.033547863
age_DMR	age_DMR	cluster_4449	cluster_4449	chr2	102607750	102607752	3	2	0.013610554
age_DMR	age_DMR	cluster_386	cluster_386	chr1	120311439	120311653	215	4	0.028296419
age_DMR	age_DMR	cluster_5661	cluster_5661	chr4	177190237	177190421	185	5	0.055498035
age_DMR	age_DMR	cluster_2623	cluster_2623	chr15	37190548	37190694	147	2	0.033252448
age_DMR	age_DMR	cluster_3766	cluster_3766	chr19	1065688	1065728	41	3	-0.026841848
age_DMR	age_DMR	cluster_5679	cluster_5679	chr4	186427685	186427765	81	3	0.024534686
age_DMR	age_DMR	cluster_4889	cluster_4889	chr20	62574023	62574518	496	6	-0.019214397
age_DMR	age_DMR	cluster_5678	cluster_5678	chr4	186425697	186425754	58	3	0.066265623
age_DMR	age_DMR	cluster_1607	cluster_1607	chr11	122756770	122756965	196	3	0.023808391
age_DMR	age_DMR	cluster_1758	cluster_1758	chr12	20848285	20848473	189	2	0.027213681
age_DMR	age_DMR	cluster_4064	cluster_4064	chr19	46170946	46171507	562	5	-0.017083166
age_DMR	age_DMR	cluster_1586	cluster_1586	chr11	117688335	117688338	4	2	-0.025152623
age_DMR	age_DMR	cluster_5580	cluster_5580	chr4	81185723	81185765	43	2	-0.018584757
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3123	cluster_3123	chr16	69307571	69307787	217	2	0.029691182
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_840	cluster_840	chr10	107529408	107529429	22	2	0.08106502
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7052	cluster_7052	chr7	45846090	45846348	259	4	0.031851411
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_915	cluster_915	chr10	78510586	78511213	628	4	0.034264481
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5923	cluster_5923	chr5	66019348	66019640	293	2	0.033485903
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4026	cluster_4026	chr19	36570581	36570824	244	2	-0.028841341
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2190	cluster_2190	chr13	60112386	60112444	59	2	0.067321522
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_483	cluster_483	chr1	197066779	197067272	494	3	0.025181528
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3519	cluster_3519	chr17	68281507	68281856	350	2	0.033654647
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4028	cluster_4028	chr19	9879431	9879476	46	2	-0.005814663
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4364	cluster_4364	chr2	152359292	152359529	238	2	0.050410937
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2776	cluster_2776	chr16	19615433	19615539	107	2	-0.057703016
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1387	cluster_1387	chr11	4153585	4153636	52	2	0.027980847
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6975	cluster_6975	chr7	24212418	24212954	537	2	0.037164296
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5516	cluster_5516	chr4	56459347	56459584	238	2	0.020991971
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1007	cluster_1007	chr10	12260209	12260432	224	3	0.020471085
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6892	cluster_6892	chr7	152120984	152120994	11	2	0.024035571
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7341	cluster_7341	chr8	131822645	131822718	74	2	0.071478852
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6171	cluster_6171	chr6	85732485	85732915	431	4	0.026677932
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6532	cluster_6532	chr6	49846355	49846488	134	5	0.037280463
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2365	cluster_2365	chr14	33878884	33879069	186	6	-0.041337281
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3133	cluster_3133	chr16	10094033	10094267	235	3	-0.018315712
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3336	cluster_3336	chr17	39170958	39171257	300	3	-0.010225803
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4904	cluster_4904	chr21	20285181	20285448	268	2	0.033716782
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3762	cluster_3762	chr19	43924682	43924700	19	2	-0.027459185
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1523	cluster_1523	chr11	92927861	92927987	127	2	0.066262174
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3348	cluster_3348	chr17	2076298	2076300	3	2	0.023898612
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6262	cluster_6262	chr6	114054103	114054367	265	3	-0.037492605
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_293	cluster_293	chr1	124312439	124312969	531	4	-0.033578283
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_643	cluster_643	chr1	69264859	69264937	79	3	0.045617076
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_126	cluster_126	chr1	78694251	78694870	620	4	-0.021650446
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4907	cluster_4907	chr21	18624841	18625501	661	2	0.025709315
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_652	cluster_652	chr1	166076280	166076341	62	3	0.040863042
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3275	cluster_3275	chr17	70349915	70350357	443	3	0.045068689
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6143	cluster_6143	chr6	86776245	86776603	359	2	0.008409488
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1976	cluster_1976	chr12	56977435	56977458	24	2	-0.025163308
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_543	cluster_543	chr1	171389494	171389683	190	5	0.018045133
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6442	cluster_6442	chr6	155665226	155665421	196	2	0.024665217
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_618	cluster_618	chr1	152804855	152804912	58	2	-0.028772272
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4909	cluster_4909	chr21	17416034	17416569	536	2	0.023414564
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1688	cluster_1688	chr12	2536082	2536107	26	2	-0.051417718
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5760	cluster_5760	chr5	98001821	98002635	815	6	-0.024623956
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_67	cluster_67	chr1	220883699	220883750	52	2	-0.031518464
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7000	cluster_7000	chr7	49444649	49444822	174	2	-0.023266685
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3369	cluster_3369	chr17	65962838	65963075	238	3	-0.012269211
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3660	cluster_3660	chr18	8081776	8082217	442	2	0.042266849
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4084	cluster_4084	chr19	46896167	46896537	371	2	-0.019523443
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4593	cluster_4593	chr2	129446318	129446656	339	2	-0.042572963
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6400	cluster_6400	chr6	61634330	61634758	429	8	0.057841086
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7683	cluster_7683	chr9	122145445	122145658	214	2	-0.027870513
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_125	cluster_125	chr1	228510626	228511121	496	2	-0.020406298
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2637	cluster_2637	chr15	25964392	25964696	305	5	0.040134182
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1556	cluster_1556	chr11	97905756	97905768	13	2	0.027292831
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1806	cluster_1806	chr12	118890229	118890357	129	2	-0.025223915
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5307	cluster_5307	chr3	197976916	197977467	552	3	-0.024274621
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6871	cluster_6871	chr7	120571484	120572041	558	7	-0.011480476
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_634	cluster_634	chr1	66295322	66295394	73	3	0.102996079
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4420	cluster_4420	chr2	131919193	131919921	729	6	0.037238383
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1257	cluster_1257	chr11	99863713	99863738	26	3	-0.042734524
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2910	cluster_2910	chr16	2093896	2094061	166	2	0.041373344
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4538	cluster_4538	chr2	205363240	205363488	249	2	0.027143405
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6960	cluster_6960	chr7	141793444	141794404	961	3	0.062913074
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_832	cluster_832	chr10	23232653	23232997	345	3	0.093944091
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1718	cluster_1718	chr12	111984433	111984694	262	3	0.013745268
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4897	cluster_4897	chr21	36328212	36328599	388	4	0.054251055
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_900	cluster_900	chr10	94736947	94736966	20	2	-0.022477033
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1715	cluster_1715	chr12	95108596	95109516	921	8	-0.061309439
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_123	cluster_123	chr1	131495958	131496229	272	2	-0.032496993
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1922	cluster_1922	chr12	95909832	95910541	710	4	0.043206154
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6163	cluster_6163	chr6	129548476	129549196	721	11	0.016966375
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6518	cluster_6518	chr6	94209498	94209709	212	3	0.059909335
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5064	cluster_5064	chr22	24888984	24889492	509	2	-0.024982701
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4532	cluster_4532	chr2	169132720	169133079	360	3	0.015502877
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5024	cluster_5024	chr22	37079370	37079461	92	2	-0.023901857
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_6651	cluster_6651	chr6	121626709	121626853	145	3	0.028197967
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5928	cluster_5928	chr5	94793162	94793391	230	2	0.052801687
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2324	cluster_2324	chr13	15934727	15935004	278	2	-0.070097421
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3227	cluster_3227	chr17	1073139	1073493	355	2	-0.024409725
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1764	cluster_1764	chr12	104917352	104917518	167	4	0.045710488
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_2004	cluster_2004	chr12	83857105	83857247	143	2	0.054339939
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5336	cluster_5336	chr3	146373079	146373735	657	2	0.030072859
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7504	cluster_7504	chr8	71848911	71849146	236	2	0.072558145
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5447	cluster_5447	chr4	109661559	109661600	42	2	-0.034925917
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4404	cluster_4404	chr2	65882255	65882385	131	4	-0.034161596
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5252	cluster_5252	chr3	138545227	138545251	25	2	0.01909685
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5656	cluster_5656	chr4	151985474	151986032	559	2	-0.038815357
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4920	cluster_4920	chr21	19771470	19772878	1409	5	0.027287077
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3303	cluster_3303	chr17	5924370	5925048	679	4	-0.028370305
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_4141	cluster_4141	chr19	16319613	16319681	69	2	-0.044835746
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_883	cluster_883	chr10	2163202	2163406	205	2	-0.033963623
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3928	cluster_3928	chr19	17740753	17741382	630	2	-0.036694162
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_3978	cluster_3978	chr19	56645656	56645856	201	3	-0.036936656
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5599	cluster_5599	chr4	15234669	15235485	817	4	0.044142923
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_7095	cluster_7095	chr7	34395349	34395619	271	3	-0.064702969
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1851	cluster_1851	chr12	28534191	28534506	316	2	-0.015637944
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5020	cluster_5020	chr22	30688533	30688636	104	3	-0.027558478
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_5977	cluster_5977	chr5	100701563	100701669	107	3	0.060793808
matched_non_age_window	matched_non_age_0000	matched_non_age_0000__cluster_1921	cluster_1921	chr12	30412458	30412505	48	2	0.013074757
