cluster_name	chr	start	end	cpg_list	n_cpg_listed	age_weight_5yr	age_weight_per_year	exposure_pvalue.y	exposure_padjusted.y	n_sites_in_cluster.y	beta_2-cell	beta_4-cell	beta_8-cell	beta_ICM	beta_MII oocyte	beta_TE	beta_blastocyst	beta_morula	beta_zygote/PN	entropy_2-cell	entropy_4-cell	entropy_8-cell	entropy_ICM	entropy_MII oocyte	entropy_TE	entropy_blastocyst	entropy_morula	entropy_zygote/PN	n_samples_covered_2-cell	n_samples_covered_4-cell	n_samples_covered_8-cell	n_samples_covered_ICM	n_samples_covered_MII oocyte	n_samples_covered_TE	n_samples_covered_blastocyst	n_samples_covered_morula	n_samples_covered_zygote/PN	total_reads_2-cell	total_reads_4-cell	total_reads_8-cell	total_reads_ICM	total_reads_MII oocyte	total_reads_TE	total_reads_blastocyst	total_reads_morula	total_reads_zygote/PN	delta_H_MII_to_morula	delta_H_8cell_to_morula	contribution_MII_to_morula	contribution_8cell_to_morula	abs_contribution_8cell_to_morula	nearest_gene	nearest_gene_distance_bp	gene_context	cpg_context	reset_driver_rank_8cell_to_morula	reset_driver_rank_MII_to_morula
cluster_5608	chr4	114213574	114214449	;cg02296478;cg07486252;cg25915539;cg17665652;cg08448479;cg21287322;cg23371754	7	0.05939623	0.011879246	3.4e-06	0.000216801	7	0.08429752066115702	0.04020979020979021	0.12283464566929134	0.06	0.23450134770889489	0.14925373134328357	0.08035714285714286	0.0	0.03460207612456748	0.2891419394739227	0.1686103001995483	0.37253503492216355	0.22696752250060448	0.5446584238992646	0.421412422428133	0.2796407732265369	1.4815510057992861e-05	0.15039230036813642	20.0	21.0	26.0	15.0	23.0	11.0	5.0	2.0	21.0	605.0	572.0	635.0	400.0	371.0	201.0	112.0	24.0	289.0	0.5446436083892066	0.37252021941210556	0.032349777031915244	0.022126296631851887	0.022126296631851887	ANK2	0	promoter	non_CpG_island	11.0	8.0
cluster_6960	chr7	76828885	76829845	;cg14752838;cg01310473;cg23708624	3	0.062913074	0.0125826148	2.27e-07	2.87e-05	3	0.42424242424242425	0.5760869565217391	0.4090909090909091	0.39285714285714285	0.6483516483516484	0.46511627906976744	0.40384615384615385	0.1111111111111111	0.6875	0.6816244336247836	0.681523624686881	0.6765259604934999	0.6700089798274271	0.6484610660769743	0.6907114543575097	0.6745403622115924	0.34883209584303193	0.6210863745552451	13.0	17.0	21.0	16.0	17.0	10.0	5.0	3.0	15.0	66.0	92.0	110.0	112.0	91.0	86.0	52.0	9.0	48.0	0.29962897023394236	0.32769386465046796	0.018850579576871813	0.020616228356100875	0.020616228356100875	CCDC146	0	promoter	non_CpG_island	12.0	24.0
cluster_5656	chr4	174457944	174458502	;cg24950233;cg21383280	2	-0.038815357	-0.0077630714	8.73e-07	7.93e-05	2	0.09917355371900827	0.057971014492753624	0.19672131147540983	0.12	0.3013698630136986	0.18840579710144928	0.11320754716981132	0.0	0.2457627118644068	0.3232632814609339	0.22134780912340474	0.49582346409336525	0.3669249912727096	0.6120205200138218	0.4839030795513415	0.3531693834437995	1.4815510057992861e-05	0.5576319467049173	15.0	19.0	22.0	13.0	20.0	10.0	5.0	1.0	13.0	121.0	138.0	122.0	100.0	146.0	69.0	53.0	4.0	118.0	0.6120057045037638	0.49580864858330725	0.0237552199063501	0.019244989698448615	0.019244989698448615	HAND2-AS1	0	exon	CpG_shore	13.0	15.0
cluster_2324	chr13	114865944	114866221	;cg01682917;cg25324786	2	-0.070097421	-0.0140194841999999	6.57e-07	6.63e-05	2	0.027419354838709678	0.026415094339622643	0.07722007722007722	0.059665871121718374	0.336986301369863	0.12032085561497326	0.11450381679389313	0.0	0.0532994923857868	0.12565383856260745	0.12205079220069584	0.2719267706466	0.22604716363313787	0.6390162427859833	0.3675637866084578	0.35582926835480455	1.4815510057992861e-05	0.2081181130559666	17.0	21.0	27.0	17.0	20.0	10.0	5.0	4.0	20.0	620.0	530.0	518.0	419.0	365.0	374.0	131.0	7.0	394.0	0.6390014272759253	0.271911955136542	0.044792352067361416	0.019060326794139295	0.019060326794139295	RASA3	0	intron	CpG_shelf	14.0	1.0
cluster_6262	chr6	31628935	31629199	;cg23591298;cg18842363;cg18944099	3	-0.037492605	-0.0074985209999999	5.26e-09	1.48e-06	3	0.28	0.41379310344827586	0.18181818181818182	0.21052631578947367	0.6	0.1875	0.3076923076923077	0.0	0.8636363636363636	0.5929533174474745	0.6782093939033127	0.47413931305783746	0.5146531654289292	0.6730116670092565	0.48257756517701206	0.6172417697303416	1.4815510057992861e-05	0.39830711380528416	8.0	12.0	18.0	9.0	9.0	8.0	5.0	1.0	10.0	25.0	29.0	44.0	19.0	10.0	16.0	13.0	1.0	22.0	0.6729968514991985	0.47412449754777947	0.025232405119503108	0.017776162507382363	0.017776162507382363	GPANK1	0	promoter	CpG_shore	15.0	12.0
cluster_1688	chr12	1738035	1738060	;cg25891078;cg08528444	2	-0.051417718	-0.0102835436	4.81e-08	8.9e-06	2	0.0	0.041666666666666664	0.10256410256410256	0.06896551724137931	0.11764705882352941	0.0	0.0	0.0	0.1111111111111111	1.4815510057992861e-05	0.1732052067491771	0.3306806308319787	0.2509548043576197	0.362210557135449	1.4815510057992861e-05	1.4815510057992861e-05	1.4815510057992861e-05	0.34883209584303193	8.0	7.0	14.0	10.0	9.0	7.0	3.0	1.0	3.0	37.0	24.0	39.0	29.0	34.0	17.0	17.0	2.0	9.0	0.362195741625391	0.3306658153219207	0.018623278503695214	0.017002081644462597	0.017002081644462597	WNT5B	0	promoter	CpG_shore	16.0	25.0
cluster_4899	chr21	22175001	22175522	;cg09614626;cg26977737	2	0.044104691	0.0088209382	3.82e-06	0.000231422	2	0.14285714285714285	0.10638297872340426	0.1111111111111111	0.1348314606741573	0.18518518518518517	0.22727272727272727	0.125	0.0	0.11475409836065574	0.41011631828840894	0.3388856117085273	0.34883209584303193	0.3954689845614695	0.47916562392827533	0.535959889216217	0.37677016125643675	1.4815510057992861e-05	0.3563409206018685	10.0	13.0	14.0	14.0	12.0	7.0	3.0	1.0	12.0	49.0	47.0	45.0	89.0	54.0	44.0	16.0	6.0	61.0	0.47915080841821733	0.34881728033297393	0.021132798347685677	0.015384478364546194	0.015384478364546194	LINC00320	0	promoter	non_CpG_island	17.0	19.0
cluster_5336	chr3	177315226	177315882	;cg18352516;cg23199335	2	0.030072859	0.0060145718	7.25e-07	6.96e-05	2	0.10526315789473684	0.11764705882352941	0.19480519480519481	0.029850746268656716	0.09090909090909091	0.08571428571428572	0.0	0.0	0.2127659574468085	0.336495757583516	0.362210557135449	0.4931160077065562	0.1342229641023645	0.30463609734923813	0.2925084684723972	1.4815510057992861e-05	1.4815510057992861e-05	0.5175983740977871	16.0	17.0	20.0	15.0	14.0	7.0	3.0	1.0	10.0	76.0	68.0	77.0	67.0	66.0	35.0	16.0	1.0	47.0	0.30462128183918014	0.49310119219649823	0.009160832857148925	0.014828962625657192	0.014828962625657192	LINC00578	0	intron	non_CpG_island	18.0	46.0
cluster_3227	chr17	4486580	4486934	;cg25585129;cg01720228	2	-0.024409725	-0.004881945	6.74e-07	6.71e-05	2	0.2222222222222222	0.0	0.28378378378378377	0.0967741935483871	0.24242424242424243	0.041666666666666664	0.125	0.0	0.2702702702702703	0.5297061990576545	1.4815510057992861e-05	0.5964915444142462	0.3179367802622418	0.5538582294924286	0.1732052067491771	0.37677016125643675	1.4815510057992861e-05	0.5835274717778098	13.0	13.0	22.0	12.0	13.0	9.0	5.0	1.0	11.0	54.0	35.0	74.0	31.0	33.0	24.0	8.0	1.0	37.0	0.5538434139823706	0.5964767289041882	0.013519165428370821	0.014559832921450785	0.014559832921450785	SMTNL2	544	promoter	CpG_shore	19.0	33.0
cluster_2365	chr14	24630327	24630512	;cg04260516;cg11065693;cg19556208;cg13809864;cg23327992;cg11022340	6	-0.041337281	-0.0082674561999999	1.27e-09	4.68e-07	6	0.25483870967741934	0.19809069212410502	0.42023346303501946	0.08132530120481928	0.5953307392996109	0.0635593220338983	0.03571428571428571	0.10256410256410256	0.50187265917603	0.5675888411068403	0.49774414141437107	0.6803672439796979	0.2819943446773999	0.6748595265927086	0.23665083022918415	0.15407610367102942	0.3306806308319787	0.6931401668387688	17.0	18.0	29.0	16.0	22.0	10.0	5.0	4.0	23.0	310.0	419.0	514.0	332.0	257.0	236.0	112.0	39.0	267.0	0.34417889576072996	0.34968661314771926	0.014227419728331001	0.014455093789625565	0.014455093789625565	IRF9	54	promoter	non_CpG_island	20.0	32.0
cluster_5002	chr22	26829758	26830041	;cg03230757;cg18298050;cg27009550	3	0.073881417	0.0147762834	3.92e-06	0.000234038	3	0.39342105263157895	0.3850210970464135	0.410323709536308	0.29106382978723405	0.9657534246575342	0.2389261744966443	0.48257372654155495	0.1896551724137931	0.5804066543438078	0.6702537934576527	0.6664687810525467	0.6769761492224572	0.6031014725353735	0.14920707304058153	0.5498389872847588	0.6925397075288537	0.4857225746644396	0.6801604035350768	17.0	22.0	26.0	18.0	20.0	12.0	5.0	3.0	22.0	760.0	948.0	1143.0	1175.0	292.0	745.0	373.0	58.0	541.0	-0.336515501623858	0.1912535745580176	-0.024862242102436434	0.014130085094661491	0.014130085094661491	ASPHD2	0	exon	CpG_island	21.0	119.0
cluster_5923	chr5	120191823	120192115	;cg12178456;cg12202847	2	0.033485903	0.0066971806	3.29e-11	5.11e-08	2	0.12562814070351758	0.09340659340659341	0.46511627906976744	0.25475285171102663	0.11013215859030837	0.10884353741496598	0.18072289156626506	0.08333333333333333	0.125	0.3779906655032207	0.3103493791506884	0.6907114543575097	0.5674966986858403	0.34679155714330406	0.34409062150535297	0.47248787323625563	0.2868359830561607	0.37677016125643675	18.0	19.0	19.0	14.0	23.0	8.0	5.0	3.0	11.0	199.0	182.0	86.0	263.0	227.0	147.0	83.0	24.0	88.0	0.05995557408714336	0.403875471301349	0.002007666538191396	0.013524134856076255	0.013524134856076255	PRR16	168944	intergenic	non_CpG_island	22.0	79.0
cluster_2743	chr15	96894342	96894509	;cg16897103;cg26267430	2	-0.030119887	-0.0060239774	4.86e-06	0.000273714	2	0.18571428571428572	0.08163265306122448	0.16176470588235295	0.2631578947368421	0.6438356164383562	0.2903225806451613	0.1111111111111111	0.0	0.6451612903225806	0.47994861471265415	0.2827388800668725	0.44258461300917384	0.5763341277567497	0.6511793415739899	0.6024402635203422	0.34883209584303193	1.4815510057992861e-05	0.650390640876698	12.0	8.0	13.0	10.0	14.0	7.0	3.0	1.0	8.0	70.0	49.0	68.0	57.0	73.0	31.0	18.0	4.0	62.0	0.6511645260639319	0.44256979749911585	0.019613001943454184	0.013330152290286253	0.013330152290286253	NR2F2	10933	intergenic	CpG_shore	23.0	22.0
cluster_652	chr1	240783328	240783389	;cg19262637;cg07595602;cg26427535	3	0.040863042	0.0081726084	1.38e-08	3.26e-06	3	0.16417910447761194	0.09375	0.1	0.03333333333333333	0.09090909090909091	0.2222222222222222	0.14285714285714285	0.0	0.1044776119402985	0.44653526592901926	0.3111291548118492	0.3250829733914482	0.1461447460085638	0.30463609734923813	0.5297061990576545	0.41011631828840894	1.4815510057992861e-05	0.3348113540668879	13.0	14.0	9.0	11.0	4.0	5.0	4.0	1.0	12.0	67.0	64.0	40.0	60.0	11.0	18.0	7.0	6.0	67.0	0.30462128183918014	0.3250681578813902	0.012447752233888255	0.01328327378836988	0.01328327378836988	GREM2	7903	intergenic	non_CpG_island	24.0	37.0
cluster_2910	chr16	27899239	27899404	;cg02805028;cg01896119	2	0.041373344	0.0082746688	2.31e-07	2.87e-05	2	0.046762589928057555	0.0967741935483871	0.23333333333333334	0.06280193236714976	0.05025125628140704	0.03571428571428571	0.20408163265306123	0.0625	0.15789473684210525	0.18887023047715198	0.3179367802622418	0.5432727813369009	0.23460852995481052	0.1992543886631212	0.15407610367102942	0.5060089689474294	0.2337916587064593	0.4361623253853443	16.0	15.0	24.0	15.0	21.0	10.0	5.0	3.0	20.0	278.0	155.0	390.0	207.0	199.0	168.0	98.0	16.0	361.0	-0.03453727004333809	0.30948112263044164	-0.0014289223543239218	0.012804268948095446	0.012804268948095446	GSG1L	0	promoter	non_CpG_island	25.0	97.0
cluster_6498	chr6	132931714	132931736	;cg15305521;cg10655144	2	0.017322151	0.0034644302	1.98e-06	0.000143607	2	0.26666666666666666	0.0	0.5	0.0	0.2	0.0	0.07692307692307693	1.0	0.0	0.5799151714181008	1.4815510057992861e-05	0.6931471805599453	1.4815510057992861e-05	0.5004024235381879	1.4815510057992861e-05	0.2711893730418441	1.4815510058361381e-05	1.4815510057992861e-05	5.0	3.0	6.0	1.0	2.0	3.0	4.0	1.0	1.0	15.0	9.0	12.0	2.0	10.0	9.0	13.0	2.0	1.0	0.5003876080281295	0.693132365049887	0.008667789704792072	0.012006543490381265	0.012006543490381265	TAAR3P	1284	promoter	non_CpG_island	26.0	47.0
cluster_1007	chr10	116444240	116444463	;cg12614090;cg04508114;cg01185921	3	0.020471085	0.004094217	9.67e-10	4.17e-07	3	0.08917197452229299	0.05194805194805195	0.2625	0.16161616161616163	0.22727272727272727	0.02531645569620253	0.10526315789473684	0.0	0.10679611650485436	0.3006178770567134	0.20421169914833173	0.5756556298910149	0.4423401531350533	0.535959889216217	0.11806415824102724	0.336495757583516	1.4815510057992861e-05	0.33976396794523	16.0	11.0	20.0	13.0	16.0	10.0	5.0	3.0	11.0	157.0	77.0	80.0	99.0	66.0	79.0	57.0	8.0	103.0	0.535945073706159	0.5756408143809569	0.010971377159170044	0.011783992040661792	0.011783992040661792	ABLIM1	0	promoter	non_CpG_island	27.0	43.0
cluster_6163	chr6	29274617	29275337	;cg19340235;cg25267258;cg10643236;cg00640456;cg12628075;cg03019219;cg16958668;cg01660346;cg18828927;cg24817358;cg07193515	11	0.016966375	0.003393275	4.4e-07	4.89e-05	11	0.15730337078651685	0.27007299270072993	0.4329268292682927	0.05755395683453238	0.19653179190751446	0.14814814814814814	0.016129032258064516	0.0	0.30927835051546393	0.4351710761384667	0.583331426801516	0.6841223782315996	0.22018341749911233	0.4955567127514458	0.4194833693061807	0.08256493803586595	1.4815510057992861e-05	0.6185220408842138	18.0	18.0	26.0	14.0	25.0	10.0	5.0	2.0	18.0	178.0	137.0	164.0	139.0	173.0	108.0	62.0	13.0	97.0	0.4955418972413878	0.6841075627215416	0.00840754965680885	0.011606825449469695	0.011606825449469695	OR14J1	0	exon	non_CpG_island	28.0	50.0
cluster_5215	chr3	63428234	63428840	;cg15559684;cg06185146;cg11282156	3	0.019791166	0.0039582331999999	1.61e-06	0.000119098	3	0.25757575757575757	0.17857142857142858	0.26881720430107525	0.1111111111111111	0.15476190476190477	0.030303030303030304	0.37142857142857144	1.0	0.21739130434782608	0.5705059320813289	0.46922034844159877	0.5820788525760486	0.34883209584303193	0.430880930784583	0.13579395875159386	0.659711615178473	1.4815510058361381e-05	0.5235863374812598	12.0	14.0	19.0	14.0	19.0	7.0	5.0	1.0	12.0	66.0	56.0	93.0	54.0	84.0	33.0	35.0	1.0	46.0	0.4308661152745246	0.5820640370659903	0.008527342811173252	0.011519725980203167	0.011519725980203167	SYNPR	0	promoter	non_CpG_island	29.0	48.0
cluster_1715	chr12	7032991	7033911	;cg25316512;cg20006729;cg17762331;cg11812238;cg08021025;cg22475430;cg09215316;cg01437411	8	-0.061309439	-0.0122618878	3.91e-07	4.53e-05	8	0.046052631578947366	0.08982035928143713	0.04602510460251046	0.06363636363636363	0.1558073654390935	0.026717557251908396	0.0425531914893617	0.0	0.10774410774410774	0.18672418075173372	0.30212200292473623	0.18664074271647058	0.23685803096478275	0.4326516711927969	0.12314001880389891	0.17597512509762708	1.4815510057992861e-05	0.3417727018466722	20.0	21.0	28.0	17.0	22.0	11.0	5.0	1.0	21.0	304.0	501.0	478.0	330.0	353.0	262.0	141.0	6.0	297.0	0.4326368556827389	0.18662592720641258	0.026524722912632685	0.011441930899879993	0.011441930899879993	ATN1	170	promoter	CpG_shelf	30.0	10.0
cluster_6406	chr6	40359007	40359130	;cg01200021;cg07369374	2	-0.039827347	-0.0079654694	4.5e-06	0.000259651	2	0.01818181818181818	0.04878048780487805	0.07407407407407407	0.14814814814814814	0.30303030303030304	0.07407407407407407	0.0	0.0	0.08823529411764706	0.09087612133300153	0.19490868718781756	0.2640520518256287	0.4194833693061807	0.613410049457059	0.2640520518256287	1.4815510057992861e-05	1.4815510057992861e-05	0.2984358127031066	13.0	12.0	16.0	9.0	10.0	9.0	5.0	1.0	10.0	55.0	41.0	27.0	27.0	33.0	27.0	20.0	2.0	34.0	0.613395233947001	0.2640372363155707	0.02442990483055339	0.010515902631661234	0.010515902631661234	LRFN2	261	intergenic	CpG_shore	31.0	13.0
cluster_125	chr1	6529710	6530205	;cg01799460;cg16146806	2	-0.020406298	-0.0040812596	1.04e-07	1.59e-05	2	0.15789473684210525	0.0658682634730539	0.2074468085106383	0.3208955223880597	0.9759036144578314	0.2647058823529412	0.08108108108108109	0.0	0.34523809523809523	0.4361623253853443	0.24281785354424096	0.510554176739898	0.6275426352654148	0.1135794525003637	0.5779217946828968	0.2814018395914187	1.4815510057992861e-05	0.6444488910171988	17.0	23.0	26.0	16.0	19.0	11.0	5.0	4.0	18.0	171.0	167.0	188.0	134.0	83.0	68.0	37.0	10.0	84.0	0.11356463699030571	0.51053936122984	0.0023174338246860016	0.01041821834598576	0.01041821834598576	PLEKHG5	0	exon	CpG_shore	32.0	76.0
cluster_883	chr10	50816058	50816262	;cg26990680;cg04730768	2	-0.033963623	-0.0067927245999999	9.45e-07	8.16e-05	2	0.0594059405940594	0.034482758620689655	0.07738095238095238	0.0	0.125	0.0	0.023255813953488372	0.0	0.05357142857142857	0.22532980874799502	0.14999492361041503	0.27232567720395406	1.4815510057992861e-05	0.37677016125643675	1.4815510057992861e-05	0.11045304667259806	1.4815510057992861e-05	0.20889975708752806	14.0	17.0	26.0	14.0	12.0	8.0	5.0	1.0	13.0	101.0	116.0	168.0	133.0	48.0	47.0	43.0	7.0	56.0	0.37675534574637876	0.27231086169389607	0.012795976526164661	0.009248663445376627	0.009248663445376627	CHAT	980	promoter	CpG_shore	33.0	36.0
cluster_7504	chr8	53080905	53081140	;cg13846675;cg17159699	2	0.072558145	0.014511629	7.38e-07	6.99e-05	2	0.12994350282485875	0.07012987012987013	0.08899297423887588	0.04964539007092199	0.17016806722689076	0.05325443786982249	0.08870967741935484	0.043478260869565216	0.16853932584269662	0.3862792933756974	0.2539747511356606	0.3002017211040853	0.19746978940788942	0.4561526049364396	0.2079884685713677	0.29954227919151627	0.17884491271684755	0.4535625504777385	19.0	21.0	29.0	16.0	23.0	9.0	5.0	4.0	15.0	354.0	385.0	427.0	423.0	476.0	169.0	124.0	23.0	178.0	0.27730769221959206	0.12135680838723772	0.020120931741684535	0.008805424899698412	0.008805424899698412	ST18	0	intron	non_CpG_island	34.0	20.0
